DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,LL3,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,WATER_VOL,ZLT
1359.5604,4969.353,4969353.0,nan,10.367,10.367,138.389,0.0,nan,74.683,1.1984,1.1842,1.2814,1359.5604,0.6388,nan,0.004,0.0224,0.0224,16303.6514,2.2562,1.1984,1.4364,54.2341,1.0,1.0,-1283.5604,82.823,0.0224,1.0
1359.5884,4994.3584,4999434.0,nan,10.3761,10.3761,137.8727,0.0,nan,74.9519,1.2054,1.191,1.285,1359.5884,0.6352,nan,0.0042,0.0224,0.0224,16402.3418,2.2591,1.2054,1.453,54.1312,1.0,1.0,-1283.5884,82.823,0.0224,1.0
1359.7128,5133.0806,5133080.5,nan,10.3612,10.3612,135.579,0.0,nan,77.3206,1.2493,1.2403,1.3373,1359.7128,0.6013,nan,0.0071,0.0225,0.0225,16840.8145,2.2833,1.2493,1.5612,53.5965,1.0,1.0,-1283.7128,82.783,0.0225,1.0
1359.7408,5177.3276,5182020.0,nan,10.3579,10.3579,134.7399,0.0,nan,77.8537,1.2592,1.2514,1.3491,1359.7407,0.5936,nan,0.0078,0.0225,0.0225,17001.377,2.2887,1.2592,1.5855,53.4761,1.0,1.0,-1283.7407,82.774,0.0225,1.0
1359.8652,5399.4517,5399451.5,nan,10.258,10.258,131.012,0.0,nan,78.9963,1.3153,1.3208,1.4353,1359.8652,0.5583,nan,0.014,0.0237,0.0237,17714.7363,2.3208,1.3153,1.7306,52.9221,1.0,1.0,-1283.8652,81.8549,0.0237,1.0
1359.8932,5459.5005,5463942.0,nan,10.2355,10.2355,129.9751,0.0,nan,79.2535,1.3279,1.3364,1.4547,1359.8932,0.5504,nan,0.0154,0.0239,0.0239,17926.3184,2.3281,1.3279,1.7633,52.7974,1.0,1.0,-1283.8932,81.648,0.0239,1.0
1360.0176,5750.4644,5750464.0,nan,10.1306,10.1306,125.368,0.0,nan,78.9062,1.3923,1.4231,1.5667,1360.0176,0.5201,nan,0.0387,0.029,0.029,18866.3516,2.3652,1.3923,1.9394,52.2221,1.0,1.0,-1284.0176,77.6303,0.029,1.0
1360.0456,5825.9951,5831331.0,nan,10.107,10.107,124.1802,0.0,nan,78.828,1.4068,1.4426,1.592,1360.0455,0.5133,nan,0.044,0.0301,0.0301,19131.6641,2.3736,1.4068,1.979,52.0927,1.0,1.0,-1284.0455,76.726,0.0301,1.0
1360.17,6190.6128,6190612.5,nan,9.9955,9.9955,118.903,0.0,nan,77.1618,1.4724,1.5404,1.7692,1360.17,0.4868,nan,0.0865,0.0346,0.0346,20310.4082,2.415,1.4724,2.1691,51.5674,1.0,1.0,-1284.17,72.7671,0.0346,1.0
1360.198,6277.9912,6282233.0,nan,9.9704,9.9704,117.7001,0.0,nan,76.7868,1.4872,1.5624,1.8091,1360.198,0.4808,nan,0.096,0.0356,0.0356,20611.002,2.4243,1.4872,2.2118,51.4492,1.0,1.0,-1284.198,71.876,0.0356,1.0
1360.3224,6689.2905,6689290.5,nan,9.8642,9.8642,112.356,0.0,nan,76.0912,1.5463,1.6535,2.0853,1360.3224,0.4603,nan,0.1662,0.0402,0.0402,21946.4922,2.4658,1.5463,2.3917,51.0807,1.0,1.0,-1284.3224,68.2787,0.0402,1.0
1360.3504,6770.3945,6767649.5,nan,9.8403,9.8403,111.431,0.0,nan,75.9346,1.5596,1.674,2.1474,1360.3503,0.4557,nan,0.182,0.0412,0.0412,22203.5762,2.4752,1.5596,2.4322,50.9978,1.0,1.0,-1284.3503,67.469,0.0412,1.0
1360.4749,7116.0684,7116068.5,nan,9.7993,9.7993,107.318,0.0,nan,75.8812,1.6059,1.7301,2.2494,1360.475,0.4457,nan,0.2435,0.0441,0.0441,23346.6797,2.5055,1.6059,2.5793,50.7809,1.0,1.0,-1284.475,65.2069,0.0441,1.0
1360.5028,7159.4355,7147434.5,nan,9.79,9.79,106.9575,0.0,nan,75.8692,1.6163,1.7427,2.2722,1360.5028,0.4435,nan,0.2573,0.0447,0.0447,23449.5859,2.5123,1.6163,2.6123,50.7323,1.0,1.0,-1284.5028,64.7,0.0447,1.0
1360.6272,7287.2876,7287287.5,nan,9.8177,9.8177,105.35,0.0,nan,76.7609,1.6488,1.745,2.2432,1360.6272,0.4419,nan,0.2699,0.0452,0.0452,23908.4238,2.5188,1.6488,2.7187,50.6258,1.0,1.0,-1284.6272,64.2804,0.0452,1.0
1360.6552,7253.9282,7241886.5,nan,9.824,9.824,105.8953,0.0,nan,76.9616,1.6561,1.7455,2.2367,1360.6552,0.4416,nan,0.2728,0.0454,0.0454,23759.4707,2.5202,1.6561,2.7427,50.6018,1.0,1.0,-1284.6552,64.186,0.0454,1.0
1360.7797,7040.0146,7040014.5,nan,9.8622,9.8622,108.32,0.0,nan,77.8433,1.6789,1.7083,2.1585,1360.7797,0.4468,nan,0.2486,0.0447,0.0447,23097.1602,2.5019,1.6789,2.8189,50.5445,1.0,1.0,-1284.7797,65.1802,0.0447,1.0
1360.8076,6953.9043,6951755.0,nan,9.8707,9.8707,109.4814,0.0,nan,78.0409,1.684,1.6999,2.1409,1360.8075,0.4479,nan,0.2432,0.0445,0.0445,22807.5938,2.4978,1.684,2.8359,50.5317,1.0,1.0,-1284.8075,65.403,0.0445,1.0
1360.932,6558.2246,6558224.5,nan,9.919,9.919,114.66,0.0,nan,79.8006,1.7003,1.6559,1.991,1360.932,0.458,nan,0.4897,0.0575,0.0575,21516.4844,2.4671,1.7003,2.891,50.5091,1.0,1.0,-1284.932,65.0406,0.0575,1.0
1360.96,6475.9863,6481161.0,nan,9.9298,9.9298,115.7908,0.0,nan,80.1967,1.704,1.646,1.9573,1360.96,0.4603,nan,0.5451,0.0604,0.0604,21263.6504,2.4602,1.704,2.9034,50.5041,1.0,1.0,-1284.96,64.959,0.0604,1.0
1361.0845,6138.5024,6138502.5,nan,9.9713,9.9713,120.819,0.0,nan,82.6035,1.7135,1.6212,1.7155,1361.0845,0.476,nan,3.6916,0.1149,0.1149,20139.4453,2.4332,1.7135,2.9361,50.4182,1.0,1.0,-1285.0845,58.1491,0.1149,1.0
1361.1124,6089.2666,6095951.0,nan,9.9806,9.9806,121.4937,0.0,nan,83.1429,1.7156,1.6156,1.6613,1361.1123,0.4795,nan,4.3967,0.1271,0.1271,19999.8398,2.4272,1.7156,2.9434,50.399,1.0,1.0,-1285.1123,56.623,0.1271,1.0
1361.2368,5906.2231,5906223.0,nan,9.9969,9.9969,124.502,0.0,nan,85.8386,1.7189,1.6163,1.5872,1361.2368,0.4972,nan,4.5205,0.1342,0.1342,19377.373,2.4125,1.7189,2.9545,50.1677,1.0,1.0,-1285.2368,56.1936,0.1342,1.0
1361.2648,5894.3911,5899364.0,nan,10.0005,10.0005,124.5812,0.0,nan,86.4453,1.7196,1.6165,1.5705,1361.2648,0.5012,nan,4.5483,0.1358,0.1358,19354.8691,2.4092,1.7196,2.9571,50.1156,1.0,1.0,-1285.2648,56.097,0.1358,1.0
1361.3892,5868.8911,5868891.0,nan,9.9833,9.9833,124.933,0.0,nan,87.6421,1.7221,1.6362,1.6094,1361.3892,0.5123,nan,3.973,0.1335,0.1335,19254.8926,2.4056,1.7221,2.9656,49.6729,1.0,1.0,-1285.3892,57.8055,0.1335,1.0
1361.4172,5885.8955,5888598.0,nan,9.9794,9.9794,124.5295,0.0,nan,87.9114,1.7226,1.6406,1.6181,1361.4171,0.5147,nan,3.8435,0.1329,0.1329,19319.5488,2.4048,1.7226,2.9675,49.5732,1.0,1.0,-1285.4171,58.19,0.1329,1.0
1361.5416,5976.1543,5976154.5,nan,9.9444,9.9444,122.737,0.0,nan,86.2159,1.7322,1.6745,1.6885,1361.5416,0.5118,nan,3.943,0.1331,0.1331,19606.8066,2.4065,1.7322,3.0007,48.9261,1.0,1.0,-1285.5416,57.6349,0.1331,1.0
1361.5696,5997.7358,6000322.0,nan,9.9365,9.9365,122.3152,0.0,nan,85.8343,1.7344,1.6821,1.7043,1361.5696,0.5112,nan,3.9654,0.1331,0.1331,19686.0957,2.4069,1.7344,3.0082,48.7804,1.0,1.0,-1285.5696,57.51,0.1331,1.0
1361.694,6107.6943,6107694.5,nan,9.892,9.892,120.441,0.0,nan,82.1574,1.7571,1.73,1.7936,1361.694,0.4938,nan,4.454,0.1325,0.1325,20038.3672,2.4134,1.7571,3.0874,48.0216,1.0,1.0,-1285.694,55.7713,0.1325,1.0
1361.722,6130.2617,6132914.0,nan,9.882,9.882,120.0712,0.0,nan,81.3298,1.7622,1.7408,1.8137,1361.7219,0.4899,nan,4.5639,0.1323,0.1323,20121.1094,2.4149,1.7622,3.1052,47.8508,1.0,1.0,-1285.7219,55.38,0.1323,1.0
1361.8464,6244.9609,6244961.0,nan,9.8521,9.8521,118.428,0.0,nan,78.5851,1.7966,1.8017,1.918,1361.8464,0.4638,nan,4.4908,0.1242,0.1242,20488.7168,2.4264,1.7966,3.2282,47.0714,1.0,1.0,-1285.8464,55.2665,0.1242,1.0
1361.8744,6267.5303,6268090.0,nan,9.8454,9.8454,118.1276,0.0,nan,77.9673,1.8044,1.8154,1.9415,1361.8744,0.4579,nan,4.4743,0.1224,0.1224,20564.5996,2.429,1.8044,3.2558,46.896,1.0,1.0,-1285.8744,55.241,0.1224,1.0
1361.9988,6370.8477,6370848.0,nan,9.8546,9.8546,116.793,0.0,nan,76.7777,1.8402,1.8781,2.0409,1361.9988,0.4375,nan,4.8909,0.1207,0.1207,20901.7324,2.4412,1.8402,3.3866,46.1211,1.0,1.0,-1285.9988,53.0681,0.1207,1.0
1362.0268,6392.0703,6388818.5,nan,9.8567,9.8567,116.5356,0.0,nan,76.5099,1.8482,1.8922,2.0633,1362.0267,0.4329,nan,4.9846,0.1204,0.1204,20960.6895,2.4439,1.8482,3.416,45.9467,1.0,1.0,-1286.0267,52.579,0.1204,1.0
1362.1512,6468.6577,6468658.0,nan,9.8795,9.8795,115.392,0.0,nan,77.2029,1.8713,1.9369,2.1052,1362.1512,0.428,nan,4.8732,0.1183,0.1183,21222.6309,2.4489,1.8713,3.502,45.2622,1.0,1.0,-1286.1512,52.3741,0.1183,1.0
1362.1792,6480.0366,6474086.0,nan,9.8847,9.8847,115.2424,0.0,nan,77.3589,1.8765,1.947,2.1146,1362.1792,0.4269,nan,4.8481,0.1178,0.1178,21240.4395,2.4501,1.8765,3.5214,45.1081,1.0,1.0,-1286.1792,52.328,0.1178,1.0
1362.3036,6498.2021,6498202.5,nan,9.9061,9.9061,114.578,0.0,nan,78.9885,1.8771,1.958,2.1056,1362.3036,0.435,nan,4.6933,0.1186,0.1186,21319.5605,2.4428,1.8771,3.5234,44.638,1.0,1.0,-1286.3036,53.1957,0.1186,1.0
1362.3316,6492.1162,6485828.0,nan,9.9109,9.9109,114.6083,0.0,nan,79.3553,1.8772,1.9605,2.1036,1362.3315,0.4369,nan,4.6585,0.1188,0.1188,21278.9629,2.4411,1.8772,3.5239,44.5322,1.0,1.0,-1286.3315,53.391,0.1188,1.0
1362.4561,6430.8071,6430807.0,nan,9.9264,9.9264,114.743,0.0,nan,80.6171,1.851,1.9379,2.0881,1362.4562,0.4504,nan,4.9808,0.1254,0.1254,21098.4492,2.4209,1.851,3.4264,44.3783,1.0,1.0,-1286.4562,53.8109,0.1254,1.0
1362.484,6415.2422,6411989.5,nan,9.9299,9.9299,114.8062,0.0,nan,80.8999,1.8451,1.9328,2.0847,1362.484,0.4534,nan,5.053,0.1269,0.1269,21036.7109,2.4164,1.8451,3.4045,44.3438,1.0,1.0,-1286.484,53.905,0.1269,1.0
1362.6084,6328.0864,6328086.5,nan,9.9329,9.9329,115.088,0.0,nan,80.3599,1.7919,1.8833,2.0445,1362.6084,0.4661,nan,6.0773,0.1395,0.1395,20761.4375,2.3894,1.7919,3.2117,44.5011,1.0,1.0,-1286.6084,53.034,0.1395,1.0
1362.6364,6299.6626,6301158.0,nan,9.9336,9.9336,115.3135,0.0,nan,80.2383,1.78,1.8721,2.0355,1362.6364,0.469,nan,6.3078,0.1424,0.1424,20673.0898,2.3833,1.78,3.1683,44.5365,1.0,1.0,-1286.6364,52.838,0.1424,1.0
1362.7609,6181.4224,6181422.5,nan,9.9186,9.9186,116.316,0.0,nan,79.0218,1.7039,1.7972,1.9526,1362.7609,0.4766,nan,6.9875,0.1507,0.1507,20280.2578,2.3589,1.7039,2.9047,45.0035,1.0,1.0,-1286.7609,53.1337,0.1507,1.0
1362.7888,6143.9854,6148767.0,nan,9.9152,9.9152,116.7535,0.0,nan,78.7492,1.6869,1.7804,1.934,1362.7887,0.4783,nan,7.1399,0.1526,0.1526,20173.1191,2.3535,1.6869,2.8457,45.1082,1.0,1.0,-1286.7887,53.2,0.1526,1.0
1362.9132,6003.1621,6003162.0,nan,9.9148,9.9148,118.704,0.0,nan,77.6559,1.5972,1.6802,1.8471,1362.9132,0.4862,nan,4.9548,0.1376,0.1376,19695.4141,2.3379,1.5972,2.5529,45.8329,1.0,1.0,-1286.9132,56.6577,0.1376,1.0
1362.9412,5960.5933,5965417.0,nan,9.9148,9.9148,119.3731,0.0,nan,77.4098,1.577,1.6577,1.8276,1362.9412,0.488,nan,4.463,0.1342,0.1342,19571.5781,2.3344,1.577,2.487,45.9961,1.0,1.0,-1286.9412,57.436,0.1342,1.0
1363.0657,5797.5864,5797586.5,nan,9.9389,9.9389,122.348,0.0,nan,77.3537,1.4859,1.5436,1.7365,1363.0657,0.5025,nan,0.8612,0.051,0.051,19020.9531,2.3272,1.4859,2.2097,46.9217,1.0,1.0,-1287.0657,71.9406,0.051,1.0
1363.0936,5754.3345,5756904.5,nan,9.9443,9.9443,123.1815,0.0,nan,77.3411,1.4654,1.5181,1.7161,1363.0935,0.5058,nan,0.054,0.0324,0.0324,18887.4824,2.3256,1.4654,2.1475,47.1291,1.0,1.0,-1287.0935,75.191,0.0324,1.0
1363.218,5575.5137,5575513.5,nan,9.9902,9.9902,126.898,0.0,nan,77.793,1.3837,1.4103,1.6118,1363.218,0.5244,nan,0.0324,0.0283,0.0283,18292.3672,2.3213,1.3837,1.9162,48.1668,1.0,1.0,-1287.218,78.2806,0.0283,1.0
1363.246,5530.939,5530839.0,nan,10.0006,10.0006,127.8675,0.0,nan,77.8947,1.3653,1.386,1.5883,1363.246,0.5286,nan,0.0276,0.0274,0.0274,18145.7969,2.3203,1.3653,1.8641,48.4003,1.0,1.0,-1287.246,78.976,0.0274,1.0
1363.3704,5332.356,5332356.0,nan,10.0732,10.0732,132.175,0.0,nan,78.669,1.2987,1.2992,1.4688,1363.3704,0.5423,nan,0.0178,0.0245,0.0245,17494.6055,2.3123,1.2987,1.6876,49.433,1.0,1.0,-1287.3704,81.2044,0.0245,1.0
1363.3984,5296.7026,5295422.0,nan,10.0896,10.0896,132.9617,0.0,nan,78.8433,1.2837,1.2797,1.4419,1363.3983,0.5454,nan,0.0157,0.0239,0.0239,17373.4316,2.3106,1.2837,1.6478,49.6654,1.0,1.0,-1287.3983,81.706,0.0239,1.0
1363.5228,5131.3286,5131329.0,nan,10.1616,10.1616,136.457,0.0,nan,78.5388,1.2331,1.218,1.339,1363.5228,0.5536,nan,0.0124,0.0227,0.0227,16835.0684,2.2973,1.2331,1.5212,50.6174,1.0,1.0,-1287.5228,82.6178,0.0227,1.0
1363.5508,5100.0264,5100014.5,nan,10.1778,10.1778,137.1157,0.0,nan,78.4703,1.2218,1.2041,1.3158,1363.5508,0.5555,nan,0.0116,0.0224,0.0224,16732.332,2.2943,1.2218,1.4927,50.8317,1.0,1.0,-1287.5508,82.823,0.0224,1.0
1363.6752,4960.8896,4960889.5,nan,10.2223,10.2223,140.042,0.0,nan,77.4631,1.1873,1.1648,1.2578,1363.6752,0.5637,nan,0.0105,0.0224,0.0224,16275.8848,2.2793,1.1873,1.41,51.663,1.0,1.0,-1287.6752,82.823,0.0224,1.0
1363.7032,4936.2368,4938304.5,nan,10.2323,10.2323,140.5335,0.0,nan,77.2364,1.1796,1.1559,1.2447,1363.7031,0.5656,nan,0.0103,0.0224,0.0224,16201.7871,2.2759,1.1796,1.3914,51.8501,1.0,1.0,-1287.7031,82.823,0.0224,1.0
1363.8276,4837.9634,4837963.5,nan,10.2594,10.2594,142.717,0.0,nan,75.6231,1.1617,1.1367,1.2351,1363.8276,0.5801,nan,0.0087,0.0224,0.0224,15872.583,2.2653,1.1617,1.3496,52.4953,1.0,1.0,-1287.8276,82.823,0.0224,1.0
1363.8556,4821.5586,4824991.0,nan,10.2655,10.2655,143.051,0.0,nan,75.26,1.1577,1.1323,1.2329,1363.8556,0.5834,nan,0.0084,0.0224,0.0224,15830.0215,2.2629,1.1577,1.3402,52.6405,1.0,1.0,-1287.8556,82.823,0.0224,1.0
1363.98,4767.355,4767355.0,nan,10.2697,10.2697,144.535,0.0,nan,73.6691,1.1577,1.1342,1.2365,1363.98,0.5971,nan,0.0072,0.0224,0.0224,15640.9277,2.2607,1.1577,1.3404,52.9943,1.0,1.0,-1287.98,82.823,0.0224,1.0
1364.008,4772.0723,4776086.5,nan,10.2706,10.2706,144.3601,0.0,nan,73.3111,1.1578,1.1346,1.2373,1364.0079,0.6001,nan,0.0069,0.0224,0.0224,15669.5752,2.2602,1.1578,1.3404,53.074,1.0,1.0,-1288.0079,82.823,0.0224,1.0
1364.1324,4814.8809,4814880.5,nan,10.2382,10.2382,143.583,0.0,nan,72.6026,1.1767,1.1604,1.2622,1364.1324,0.6046,nan,0.0066,0.0224,0.0224,15796.8525,2.2682,1.1767,1.3848,53.0802,1.0,1.0,-1288.1324,82.823,0.0224,1.0
1364.1604,4841.2207,4845097.5,nan,10.2309,10.2309,142.9151,0.0,nan,72.4432,1.181,1.1662,1.2678,1364.1604,0.6056,nan,0.0065,0.0224,0.0224,15895.9902,2.27,1.181,1.3947,53.0816,1.0,1.0,-1288.1604,82.823,0.0224,1.0
1364.2848,4979.3481,4979348.5,nan,10.1794,10.1794,139.948,0.0,nan,73.137,1.218,1.2169,1.3193,1364.2848,0.5962,nan,0.0075,0.0224,0.0224,16336.4443,2.2863,1.218,1.484,52.7289,1.0,1.0,-1288.2848,82.8099,0.0224,1.0
1364.3128,5026.1948,5029377.0,nan,10.1679,10.1679,138.866,0.0,nan,73.2932,1.2264,1.2283,1.3309,1364.3127,0.5941,nan,0.0078,0.0224,0.0224,16500.5801,2.2899,1.2264,1.504,52.6496,1.0,1.0,-1288.3127,82.807,0.0224,1.0
1364.4373,5251.8242,5251824.5,nan,10.1161,10.1161,134.055,0.0,nan,74.6189,1.2779,1.3012,1.4168,1364.4374,0.5735,nan,0.0106,0.0228,0.0228,17230.3945,2.3098,1.2779,1.6336,51.9415,1.0,1.0,-1288.4374,82.4958,0.0228,1.0
1364.4652,5308.6904,5309567.0,nan,10.1045,10.1045,132.8751,0.0,nan,74.916,1.2895,1.3175,1.4361,1364.4652,0.5689,nan,0.0112,0.0229,0.0229,17419.8379,2.3143,1.2895,1.6627,51.7829,1.0,1.0,-1288.4652,82.426,0.0229,1.0
1364.5896,5567.0283,5567028.5,nan,10.0471,10.0471,127.614,0.0,nan,76.37,1.3493,1.4048,1.5522,1364.5896,0.5452,nan,0.0191,0.0251,0.0251,18264.5293,2.3308,1.3493,1.8214,50.8206,1.0,1.0,-1288.5896,80.7282,0.0251,1.0
1364.6176,5617.6201,5614802.0,nan,10.0342,10.0342,126.6666,0.0,nan,76.6972,1.3628,1.4244,1.5783,1364.6176,0.5399,nan,0.0209,0.0256,0.0256,18421.2656,2.3345,1.3628,1.8571,50.604,1.0,1.0,-1288.6176,80.346,0.0256,1.0
1364.7421,5827.2222,5827222.5,nan,9.9844,9.9844,122.454,0.0,nan,76.623,1.4228,1.5128,1.7037,1364.7421,0.5209,nan,0.0433,0.0307,0.0307,19118.1836,2.3411,1.4228,2.0252,49.5753,1.0,1.0,-1288.7421,77.173,0.0307,1.0
1364.77,5852.7754,5848400.0,nan,9.9732,9.9732,121.996,0.0,nan,76.6064,1.4363,1.5326,1.7319,1364.7699,0.5166,nan,0.0483,0.0318,0.0318,19187.6641,2.3426,1.4363,2.0629,49.3448,1.0,1.0,-1288.7699,76.462,0.0318,1.0
1364.8944,5942.8267,5942827.0,nan,9.9358,9.9358,119.954,0.0,nan,75.2947,1.4887,1.6038,1.8575,1364.8944,0.502,nan,0.3898,0.0588,0.0588,19497.4629,2.3388,1.4887,2.2169,48.367,1.0,1.0,-1288.8944,70.4518,0.0588,1.0
1364.9224,5946.1528,5944129.0,nan,9.9274,9.9274,119.8434,0.0,nan,74.9995,1.5005,1.6199,1.8858,1364.9224,0.4988,nan,0.4667,0.0649,0.0649,19501.7344,2.3379,1.5005,2.2515,48.1469,1.0,1.0,-1288.9224,69.099,0.0649,1.0
1365.0468,5949.9136,5949913.5,nan,9.9063,9.9063,119.352,0.0,nan,73.2738,1.5409,1.6564,1.954,1365.0468,0.4903,nan,7.6354,0.1514,0.1514,19520.7148,2.3298,1.5409,2.3747,47.3205,0.9999,0.9999,-1289.0468,54.9473,0.1514,1.0
1365.0748,5932.8838,5934982.5,nan,9.9016,9.9016,119.6008,0.0,nan,72.8854,1.55,1.6646,1.9693,1365.0747,0.4884,nan,9.2489,0.1709,0.1709,19471.7285,2.328,1.55,2.4025,47.1345,0.9999,0.9999,-1289.0747,51.762,0.1709,1.0
1365.1992,5868.6455,5868645.5,nan,9.8896,9.8896,120.706,0.0,nan,71.8919,1.5781,1.6602,1.9619,1365.1992,0.493,nan,8.8414,0.1706,0.1706,19254.0859,2.3241,1.5781,2.4907,46.5264,0.9971,0.9971,-1289.1992,52.2624,0.1701,1.0
1365.2272,5844.8223,5849189.0,nan,9.8869,9.8869,121.1519,0.0,nan,71.6683,1.5845,1.6592,1.9602,1365.2272,0.494,nan,8.7497,0.1705,0.1705,19190.252,2.3232,1.5845,2.5105,46.3895,0.9965,0.9965,-1289.2272,52.375,0.1699,1.0
1365.3516,5762.7471,5762747.0,nan,9.8952,9.8952,123.133,0.0,nan,71.0908,1.6031,1.6271,1.8769,1365.3516,0.5117,nan,6.9951,0.165,0.165,18906.6504,2.328,1.6031,2.5699,45.9843,0.9815,0.9815,-1289.3516,55.5111,0.1619,1.0
1365.3796,5744.542,5748405.5,nan,9.897,9.897,123.5809,0.0,nan,70.9608,1.6073,1.6199,1.8581,1365.3795,0.5157,nan,6.6002,0.1637,0.1637,18859.5977,2.3291,1.6073,2.5833,45.893,0.9781,0.9781,-1289.3795,56.217,0.1602,1.0
1365.504,5684.688,5684688.0,nan,9.9312,9.9312,125.571,0.0,nan,70.555,1.6199,1.585,1.7482,1365.504,0.5408,nan,4.6621,0.1548,0.1548,18650.5508,2.342,1.6199,2.6242,45.6521,0.9526,0.9526,-1289.504,60.9449,0.1475,1.0
1365.532,5677.1211,5678093.0,nan,9.9389,9.9389,125.8936,0.0,nan,70.4637,1.6228,1.5772,1.7235,1365.532,0.5464,nan,4.2259,0.1528,0.1528,18628.9141,2.3449,1.6228,2.6334,45.5979,0.9468,0.9468,-1289.532,62.009,0.1446,1.0
1365.6564,5648.7935,5648793.5,nan,9.97,9.97,127.327,0.0,nan,70.5319,1.6312,1.5593,1.6174,1365.6564,0.5674,nan,2.9758,0.1433,0.1433,18532.7871,2.3597,1.6312,2.661,45.428,0.9328,0.9328,-1289.6564,66.1434,0.1337,1.0
1365.6844,5657.2109,5656010.0,nan,9.977,9.977,127.3178,0.0,nan,70.5473,1.6331,1.5553,1.5935,1365.6843,0.5721,nan,2.6944,0.1412,0.1412,18556.4648,2.3631,1.6331,2.6672,45.3898,0.9297,0.9297,-1289.6843,67.074,0.1313,1.0
1365.8088,5688.0732,5688073.0,nan,9.9858,9.9858,127.277,0.0,nan,70.5137,1.6386,1.5615,1.5559,1365.8088,0.5719,nan,2.4403,0.1357,0.1357,18661.6582,2.3752,1.6386,2.6851,45.2167,0.9385,0.9385,-1289.8088,67.6927,0.1274,1.0
1365.8368,5705.062,5702785.5,nan,9.9878,9.9878,127.0439,0.0,nan,70.5061,1.6399,1.5629,1.5474,1365.8368,0.5719,nan,2.3831,0.1345,0.1345,18709.9277,2.3779,1.6399,2.6891,45.1778,0.9405,0.9405,-1289.8368,67.832,0.1265,1.0
1365.9612,5768.1509,5768151.0,nan,9.9884,9.9884,126.008,0.0,nan,70.9078,1.645,1.5887,1.5771,1365.9612,0.5431,nan,3.1747,0.1351,0.1351,18924.3789,2.3846,1.645,2.7059,44.9714,0.9712,0.9712,-1289.9612,63.8616,0.1312,1.0
1365.9892,5787.6094,5785334.0,nan,9.9886,9.9886,125.6637,0.0,nan,70.9983,1.6461,1.5945,1.5838,1365.9891,0.5366,nan,3.3529,0.1352,0.1352,18980.7539,2.3861,1.6461,2.7097,44.9249,0.9781,0.9781,-1289.9891,62.968,0.1323,1.0
1366.1136,5861.6758,5861676.0,nan,9.9757,9.9757,124.134,0.0,nan,72.2808,1.6553,1.6299,1.6639,1366.1136,0.4991,nan,5.0641,0.1404,0.1404,19231.2188,2.3872,1.6553,2.74,44.6806,0.996,0.996,-1290.1136,57.5267,0.1399,1.0
1366.1416,5877.2212,5875326.5,nan,9.9728,9.9728,123.8187,0.0,nan,72.5694,1.6573,1.6379,1.6819,1366.1416,0.4907,nan,5.4493,0.1416,0.1416,19276.0039,2.3875,1.6573,2.7468,44.6256,1.0,1.0,-1290.1416,56.302,0.1416,1.0
1366.266,5935.9736,5935974.0,nan,9.9369,9.9369,122.418,0.0,nan,73.7538,1.673,1.6754,1.7741,1366.266,0.4654,nan,7.2168,0.1469,0.1469,19474.9805,2.3841,1.673,2.7991,44.346,1.0,1.0,-1290.266,52.5382,0.1469,1.0
1366.294,5943.3501,5942467.5,nan,9.9288,9.9288,122.2267,0.0,nan,74.0204,1.6766,1.6839,1.7948,1366.2939,0.4597,nan,7.6147,0.1481,0.1481,19496.2852,2.3833,1.6766,2.8109,44.283,1.0,1.0,-1290.2939,51.691,0.1481,1.0
1366.4185,5971.3418,5971341.5,nan,9.8946,9.8946,121.376,0.0,nan,75.0662,1.698,1.7191,1.862,1366.4186,0.4528,nan,8.2205,0.1501,0.1501,19591.0156,2.3779,1.698,2.8833,44.0283,1.0,1.0,-1290.4186,50.5685,0.1501,1.0
1366.4464,5971.5605,5971964.0,nan,9.8869,9.8869,121.3093,0.0,nan,75.3006,1.7028,1.7269,1.8771,1366.4464,0.4513,nan,8.3562,0.1506,0.1506,19593.0586,2.3767,1.7028,2.8995,43.9712,1.0,1.0,-1290.4464,50.317,0.1506,1.0
1366.5708,5974.7393,5974739.5,nan,9.8654,9.8654,121.012,0.0,nan,76.5294,1.723,1.7551,1.8969,1366.5708,0.4602,nan,7.7317,0.1498,0.1498,19602.1641,2.3721,1.723,2.9687,43.907,1.0,1.0,-1290.5708,51.2884,0.1498,1.0
1366.5988,5974.9814,5976205.0,nan,9.8605,9.8605,120.9547,0.0,nan,76.8059,1.7275,1.7615,1.9013,1366.5988,0.4622,nan,7.5911,0.1496,0.1496,19606.9727,2.3711,1.7275,2.9843,43.8925,1.0,1.0,-1290.5988,51.507,0.1496,1.0
1366.7233,5982.7217,5982722.0,nan,9.8457,9.8457,120.7,0.0,nan,77.3958,1.7358,1.7767,1.8889,1366.7233,0.4822,nan,6.5803,0.1491,0.1491,19628.3516,2.3691,1.7358,3.0131,44.1314,1.0,1.0,-1290.7233,52.9464,0.1491,1.0
