DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,NPHI,DT,FACIES,FLD1,GR,M2R2,LLS,LLD,DEPTH_1,NPHI_1,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,RHOB_1,ZLT
1318.9724,4394.2319,4394232.0,nan,9.2668,0.5281,149.7332,0.0,nan,60.1391,0.688,0.6914,0.6844,1318.9724,0.5281,nan,nan,0.2241,0.0407,0.0407,14416.7715,2.1587,0.6844,0.4683,231.8437,1.0,1.0,1.0,-1245.4824,82.366,0.0407,2.1587,nan
1319.1248,4394.1001,4394100.0,nan,9.2322,0.5175,150.2732,0.0,nan,61.594,0.6994,0.7017,0.6947,1319.1249,0.5175,nan,nan,0.2191,0.0345,0.0345,14416.3389,2.1664,0.6947,0.4826,231.8398,1.0,1.0,1.0,-1245.6349,82.898,0.0345,2.1664,nan
1319.2772,4411.106,4411106.0,nan,9.2479,0.5363,150.3144,0.0,nan,63.2695,0.7107,0.7127,0.705,1319.2772,0.5363,nan,nan,0.223,0.0394,0.0394,14472.1328,2.1754,0.705,0.4971,231.8981,1.0,1.0,1.0,-1245.7872,82.476,0.0394,2.1754,nan
1319.4296,4434.7422,4434742.5,nan,9.2828,0.552,149.694,0.0,nan,63.8411,0.7153,0.7167,0.708,1319.4297,0.552,nan,nan,0.228,0.0455,0.0455,14549.6797,2.178,0.708,0.5013,231.9707,1.0,1.0,1.0,-1245.9397,81.947,0.0455,2.178,nan
1319.582,4455.916,4455916.0,nan,9.2866,0.535,148.7529,0.0,nan,63.8603,0.714,0.7136,0.7053,1319.582,0.535,nan,nan,0.2223,0.0384,0.0384,14619.1475,2.1746,0.7053,0.4975,231.9812,1.0,1.0,1.0,-1246.092,82.559,0.0384,2.1746,nan
1319.7344,4472.0693,4472069.5,nan,9.2414,0.5069,147.9204,0.0,nan,63.8153,0.709,0.708,0.7,1319.7345,0.5069,nan,nan,0.2188,0.0342,0.0342,14672.1445,2.1703,0.7,0.49,231.9031,1.0,1.0,1.0,-1246.2444,82.927,0.0342,2.1703,nan
1319.8868,4469.3755,4469375.5,nan,9.1478,0.5057,147.8289,0.0,nan,62.8309,0.7043,0.7033,0.6946,1319.8868,0.5057,nan,nan,0.2188,0.0342,0.0342,14663.3057,2.1677,0.6946,0.4825,231.7995,1.0,1.0,1.0,-1246.3969,82.927,0.0342,2.1677,nan
1320.0392,4458.7188,4458718.5,nan,9.0724,0.5366,148.2752,0.0,nan,61.3583,0.7017,0.7007,0.6917,1320.0392,0.5366,nan,nan,0.2264,0.0436,0.0436,14628.3418,2.169,0.6917,0.4784,231.7378,1.0,1.0,1.0,-1246.5492,82.115,0.0436,2.169,nan
1320.1916,4459.2153,4459215.0,nan,9.0839,0.5623,148.6011,0.0,nan,61.0296,0.701,0.7,0.6917,1320.1917,0.5623,nan,nan,0.2345,0.0536,0.0536,14629.9707,2.174,0.6917,0.4784,231.7448,1.0,1.0,1.0,-1246.7017,81.261,0.0536,2.174,nan
1320.344,4467.29,4467290.0,nan,9.1386,0.558,148.6962,0.0,nan,61.4943,0.7023,0.7013,0.6933,1320.344,0.558,nan,nan,0.2303,0.0483,0.0483,14656.4639,2.1794,0.6933,0.4807,231.8,1.0,1.0,1.0,-1246.854,81.711,0.0483,2.1794,nan
1320.4964,4483.9175,4483917.5,nan,9.1835,0.5419,148.3936,0.0,nan,61.6602,0.707,0.706,0.698,1320.4965,0.5419,nan,nan,0.2215,0.0375,0.0375,14711.0156,2.183,0.698,0.4872,231.8529,1.0,1.0,1.0,-1247.0065,82.637,0.0375,2.183,nan
1320.6488,4529.3389,4529339.0,nan,9.2484,0.5382,147.0616,0.0,nan,61.9419,0.7157,0.7147,0.706,1320.6488,0.5382,nan,nan,0.2191,0.0345,0.0345,14860.0361,2.1853,0.706,0.4985,231.8666,1.0,1.0,1.0,-1247.1588,82.894,0.0345,2.1853,nan
1320.8012,4619.3472,4619347.5,nan,9.3204,0.5519,144.328,0.0,nan,62.8798,0.7264,0.7247,0.7164,1320.8013,0.5519,nan,nan,0.225,0.0419,0.0419,15155.3389,2.1873,0.7164,0.5132,231.8546,1.0,1.0,1.0,-1247.3113,82.264,0.0419,2.1873,nan
1320.9536,4751.1777,4751177.5,nan,9.3383,0.5706,140.6242,0.0,nan,63.8411,0.7394,0.7381,0.7294,1320.9536,0.5706,nan,nan,0.2324,0.051,0.051,15587.8535,2.192,0.7294,0.532,231.8483,1.0,1.0,1.0,-1247.4636,81.48,0.051,2.192,nan
1321.106,4929.2925,4929292.5,nan,9.3252,0.5677,136.2046,0.0,nan,63.9752,0.7662,0.7645,0.7555,1321.1061,0.5677,nan,nan,0.228,0.0455,0.0455,16172.2188,2.2027,0.7555,0.5708,231.8305,1.0,1.0,1.0,-1247.6161,81.949,0.0455,2.2027,nan
1321.2584,5123.7808,5123780.5,nan,9.3052,0.5387,132.088,0.0,nan,63.4942,0.8146,0.8126,0.803,1321.2584,0.5387,nan,nan,0.2208,0.0366,0.0366,16810.3047,2.2204,0.803,0.6447,231.7421,1.0,1.0,1.0,-1247.7684,82.719,0.0366,2.2204,nan
1321.4108,5230.2769,5230276.5,nan,9.2301,0.5237,130.3292,0.0,nan,63.4962,0.8699,0.8673,0.8573,1321.4109,0.5237,nan,nan,0.219,0.0344,0.0344,17159.7012,2.2364,0.8573,0.7349,231.574,1.0,1.0,1.0,-1247.9209,82.819,0.0344,2.2364,nan
1321.5632,5266.353,5266353.0,nan,9.1298,0.5419,129.7796,0.0,nan,64.2191,0.9028,0.9004,0.8898,1321.5632,0.5419,nan,nan,0.2189,0.0342,0.0342,17278.0605,2.2423,0.8898,0.7917,231.4136,1.0,1.0,1.0,-1248.0732,82.875,0.0342,2.2423,nan
1321.7156,5264.2876,5264288.0,nan,9.1145,0.5603,129.713,0.0,nan,64.3466,0.9039,0.902,0.8916,1321.7157,0.5603,nan,nan,0.2188,0.0342,0.0342,17271.2852,2.2403,0.8916,0.795,231.3539,1.0,1.0,1.0,-1248.2256,82.927,0.0342,2.2403,nan
1321.868,5289.4058,5289406.0,nan,9.1949,0.5569,129.1379,0.0,nan,63.4639,0.8896,0.8882,0.8789,1321.868,0.5569,nan,nan,0.2188,0.0342,0.0342,17353.6934,2.241,0.8789,0.7725,231.3883,1.0,1.0,1.0,-1248.3781,82.927,0.0342,2.241,nan
1322.0204,5378.5303,5378530.5,nan,9.2784,0.554,127.0916,0.0,nan,62.5066,0.8793,0.879,0.8706,1322.0204,0.554,nan,nan,0.2188,0.0342,0.0342,17646.0957,2.2427,0.8706,0.758,231.4134,1.0,1.0,1.0,-1248.5304,82.927,0.0342,2.2427,nan
1322.1728,5325.7852,5325785.0,nan,9.3054,0.5612,127.8306,0.0,nan,61.8649,0.8757,0.8763,0.8683,1322.1729,0.5612,nan,nan,0.2207,0.0365,0.0365,17473.0469,2.2336,0.8683,0.754,231.3515,1.0,1.0,1.0,-1248.6829,82.722,0.0365,2.2336,nan
1322.3252,5156.5811,5156581.0,nan,9.2875,0.5602,130.8802,0.0,nan,61.2906,0.8683,0.8699,0.8626,1322.3252,0.5602,nan,nan,0.2254,0.0423,0.0423,16917.916,2.2142,0.8626,0.7441,231.2407,1.0,1.0,1.0,-1248.8352,82.228,0.0423,2.2142,nan
1322.4776,4988.0537,4988053.5,nan,9.276,0.5442,134.4503,0.0,nan,61.0842,0.8536,0.8562,0.8493,1322.4777,0.5442,nan,nan,0.2228,0.0391,0.0391,16365.0059,2.2003,0.8493,0.7212,231.1718,1.0,1.0,1.0,-1248.9877,82.504,0.0391,2.2003,nan
1322.63,4868.105,4868105.0,nan,9.2931,0.5319,138.1889,0.0,nan,61.4966,0.8393,0.8429,0.8366,1322.63,0.5319,nan,nan,0.2194,0.0349,0.0349,15971.4736,2.2071,0.8366,0.6999,231.1785,1.0,1.0,1.0,-1249.14,82.863,0.0349,2.2071,nan
1322.7824,4887.2173,4887217.5,nan,9.2993,0.5385,138.8771,0.0,nan,62.6174,0.8263,0.8309,0.8256,1322.7825,0.5385,nan,nan,0.2188,0.0342,0.0342,16034.1777,2.2268,0.8256,0.6816,231.2387,1.0,1.0,1.0,-1249.2925,82.927,0.0342,2.2268,nan
1322.9348,4888.7715,4888771.5,nan,9.2577,0.5447,139.3249,0.0,nan,64.4645,0.8106,0.8169,0.8112,1322.9348,0.5447,nan,nan,0.2188,0.0342,0.0342,16039.2764,2.2347,0.8112,0.6581,231.3309,1.0,1.0,1.0,-1249.4448,82.927,0.0342,2.2347,nan
1323.0872,4726.5547,4726554.5,nan,9.201,0.5244,143.3043,0.0,nan,65.8749,0.8003,0.8073,0.802,1323.0873,0.5244,nan,nan,0.2189,0.0342,0.0342,15507.0684,2.2222,0.802,0.6432,231.4345,1.0,1.0,1.0,-1249.5973,82.888,0.0342,2.2222,nan
1323.2396,4563.9546,4563954.5,nan,9.1743,0.5013,147.1409,0.0,nan,66.0311,0.8034,0.811,0.8061,1323.2396,0.5013,nan,nan,0.22,0.0357,0.0357,14973.6045,2.2032,0.8061,0.6497,231.5113,1.0,1.0,1.0,-1249.7496,82.132,0.0357,2.2032,nan
1323.392,4538.7388,4538739.0,nan,9.1727,0.5199,146.8631,0.0,nan,65.9568,0.8114,0.8194,0.8144,1323.3921,0.5199,nan,nan,0.2211,0.0371,0.0371,14890.876,2.1869,0.8144,0.6632,231.5609,1.0,1.0,1.0,-1249.9021,82.366,0.0371,2.1869,nan
1323.5444,4621.043,4621043.0,nan,9.1666,0.5655,143.4354,0.0,nan,66.5807,0.8127,0.82,0.8143,1323.5444,0.5655,nan,nan,0.24,0.0603,0.0603,15160.9014,2.1746,0.8143,0.6631,231.6167,1.0,1.0,1.0,-1250.0544,80.677,0.0603,2.1746,nan
1323.6968,4829.9102,4829910.0,nan,9.1603,0.5791,136.8773,0.0,nan,67.179,0.8066,0.8136,0.8069,1323.6969,0.5791,nan,nan,0.2481,0.0703,0.0703,15846.1621,2.169,0.8069,0.6512,231.6968,1.0,1.0,1.0,-1250.2068,79.821,0.0703,2.169,nan
1323.8492,5054.2173,5054217.5,nan,9.1859,0.5649,131.0674,0.0,nan,67.3492,0.7993,0.8056,0.7993,1323.8492,0.5649,nan,nan,0.2392,0.0593,0.0593,16582.0781,2.1734,0.7993,0.6389,231.7797,1.0,1.0,1.0,-1250.3593,80.764,0.0593,2.1734,nan
1324.0016,4994.7319,4994732.0,nan,9.2527,0.5609,133.2807,0.0,nan,67.3644,0.795,0.801,0.7943,1324.0016,0.5609,nan,nan,0.2329,0.0516,0.0516,16386.916,2.1841,0.7943,0.6309,231.845,1.0,1.0,1.0,-1250.5116,81.432,0.0516,2.1841,nan
1324.154,4785.0005,4785000.5,nan,9.3576,0.5602,139.8016,0.0,nan,66.8964,0.792,0.7973,0.7903,1324.1541,0.5602,nan,nan,0.2283,0.0459,0.0459,15698.8203,2.1947,0.7903,0.6246,231.9372,1.0,1.0,1.0,-1250.6641,81.916,0.0459,2.1947,nan
1324.3064,4579.272,4579272.0,nan,9.4699,0.5437,146.7033,0.0,nan,66.4218,0.7856,0.79,0.7836,1324.3064,0.5437,nan,nan,0.2213,0.0373,0.0373,15023.8574,2.2041,0.7836,0.6141,232.192,1.0,1.0,1.0,-1250.8164,82.656,0.0373,2.2041,nan
1324.4588,4412.0923,4412092.0,nan,9.4932,0.5311,152.8369,0.0,nan,66.3403,0.7823,0.7857,0.7797,1324.4589,0.5311,nan,nan,0.2188,0.0342,0.0342,14475.3682,2.2124,0.7797,0.6079,232.5402,1.0,1.0,1.0,-1250.9689,82.927,0.0342,2.2124,nan
1324.6112,4424.8994,4424899.5,nan,9.3688,0.5327,153.177,0.0,nan,65.3418,0.7854,0.789,0.7824,1324.6112,0.5327,nan,nan,0.2188,0.0342,0.0342,14517.3877,2.2237,0.7824,0.6121,232.5532,1.0,1.0,1.0,-1251.1212,82.927,0.0342,2.2237,nan
1324.7636,4568.5371,4568537.0,nan,9.1887,0.5349,149.3184,0.0,nan,63.6283,0.787,0.7903,0.784,1324.7637,0.5349,nan,nan,0.2188,0.0342,0.0342,14988.6387,2.2381,0.784,0.6147,232.0586,1.0,1.0,1.0,-1251.2737,82.927,0.0342,2.2381,nan
1324.916,4703.9673,4703967.0,nan,9.0773,0.528,145.7737,0.0,nan,63.8792,0.7857,0.7887,0.7827,1324.916,0.528,nan,nan,0.219,0.0344,0.0344,15432.9629,2.2497,0.7827,0.6126,231.4732,1.0,1.0,1.0,-1251.426,82.792,0.0344,2.2497,nan
1325.0684,4870.9653,4870965.5,nan,9.0486,0.5165,141.4436,0.0,nan,65.9427,0.787,0.79,0.784,1325.0685,0.5165,nan,nan,0.2203,0.0369,0.0369,15980.8574,2.2604,0.784,0.6147,231.1754,1.0,1.0,1.0,-1251.5785,81.528,0.0369,2.2604,nan
1325.2208,5108.8516,5108851.5,nan,9.0624,0.504,135.2733,0.0,nan,66.53,0.7867,0.7897,0.7843,1325.2208,0.504,nan,nan,0.2218,0.0394,0.0394,16761.3242,2.2674,0.7843,0.6152,231.1005,1.0,1.0,1.0,-1251.7308,80.303,0.0394,2.2674,nan
1325.3732,5314.416,5314416.0,nan,9.0814,0.4953,130.0965,0.0,nan,65.1243,0.7813,0.7843,0.7793,1325.3733,0.4953,nan,nan,0.2226,0.0405,0.0405,17435.748,2.2683,0.7793,0.6073,231.1001,1.0,1.0,1.0,-1251.8832,79.74,0.0405,2.2683,nan
1325.5256,5386.3057,5386305.5,nan,9.0823,0.4919,128.0376,0.0,nan,63.8732,0.7817,0.7847,0.7804,1325.5256,0.4919,nan,nan,0.2227,0.0406,0.0406,17671.6055,2.2626,0.7804,0.609,231.1174,1.0,1.0,1.0,-1252.0356,79.717,0.0406,2.2626,nan
1325.678,5375.7046,5375704.5,nan,9.1002,0.4776,127.3409,0.0,nan,63.0379,0.7917,0.7954,0.7907,1325.678,0.4776,nan,nan,0.2232,0.0414,0.0414,17636.8262,2.2459,0.7907,0.6253,231.1415,1.0,1.0,1.0,-1252.188,79.299,0.0414,2.2459,nan
1325.8304,5368.5229,5368523.0,nan,9.1886,0.4445,126.0902,0.0,nan,62.1401,0.7994,0.8034,0.799,1325.8304,0.4445,nan,nan,0.2252,0.0442,0.0442,17613.2656,2.2209,0.799,0.6384,231.1695,1.0,1.0,1.0,-1252.3405,77.908,0.0442,2.2209,nan
1325.9828,5428.4619,5428462.0,nan,9.2915,0.4218,123.7856,0.0,nan,62.0722,0.801,0.8057,0.8017,1325.9828,0.4218,nan,nan,0.2266,0.0462,0.0462,17809.9141,2.2046,0.8017,0.6427,231.183,1.0,1.0,1.0,-1252.4928,76.922,0.0462,2.2046,nan
1326.1352,5622.1323,5622132.5,nan,9.3243,0.4391,119.3257,0.0,nan,62.9428,0.8037,0.81,0.806,1326.1353,0.4391,nan,nan,0.2249,0.0437,0.0437,18445.3164,2.201,0.806,0.6497,231.1608,1.0,1.0,1.0,-1252.6453,78.14,0.0437,2.201,nan
1326.2876,5940.7852,5940785.5,nan,9.3216,0.4865,112.4774,0.0,nan,63.2186,0.805,0.8127,0.8087,1326.2876,0.4865,nan,nan,0.2202,0.037,0.037,19490.7656,2.1923,0.8087,0.6539,231.1221,1.0,1.0,1.0,-1252.7976,81.478,0.037,2.1923,nan
1326.44,6154.3774,6154377.5,nan,9.3596,0.5176,107.7635,0.0,nan,62.613,0.799,0.8076,0.8036,1326.4401,0.5176,nan,nan,0.2183,0.0343,0.0343,20191.5273,2.1759,0.8036,0.6458,231.0996,1.0,1.0,1.0,-1252.9501,82.872,0.0343,2.1759,nan
1326.5924,6061.7744,6061774.5,nan,9.4166,0.5066,108.7073,0.0,nan,61.6692,0.79,0.799,0.795,1326.5924,0.5066,nan,nan,0.2182,0.0342,0.0342,19887.7109,2.1619,0.795,0.6319,231.1024,1.0,1.0,1.0,-1253.1024,82.927,0.0342,2.1619,nan
1326.7448,5836.1328,5836132.5,nan,9.4054,0.4816,112.2131,0.0,nan,60.3591,0.7803,0.79,0.786,1326.7449,0.4816,nan,nan,0.2189,0.0352,0.0352,19147.418,2.1486,0.786,0.6177,231.1255,1.0,1.0,1.0,-1253.2549,82.409,0.0352,2.1486,nan
1326.8972,5519.1079,5519107.5,nan,9.3003,0.4822,117.589,0.0,nan,59.8609,0.7683,0.7776,0.7736,1326.8972,0.4822,nan,nan,0.2185,0.0347,0.0347,18107.3086,2.1292,0.7736,0.5984,231.1975,1.0,1.0,1.0,-1253.4072,82.677,0.0347,2.1292,nan
1327.0496,5166.7671,5166767.5,nan,9.1949,0.5093,124.5477,0.0,nan,61.7238,0.7606,0.769,0.765,1327.0497,0.5093,nan,nan,0.2221,0.039,0.039,16951.3359,2.1112,0.765,0.5852,231.4705,1.0,1.0,1.0,-1253.5597,82.512,0.039,2.1112,nan
1327.202,5045.0259,5045026.0,nan,9.169,0.5415,127.1955,0.0,nan,64.8148,0.7677,0.7751,0.7704,1327.202,0.5415,nan,nan,0.2348,0.0547,0.0547,16551.9219,2.1053,0.7704,0.5935,231.9511,1.0,1.0,1.0,-1253.712,81.166,0.0547,2.1053,nan
1327.3544,5139.1328,5139133.0,nan,9.1811,0.5588,125.285,0.0,nan,66.1232,0.7861,0.7924,0.7874,1327.3545,0.5588,nan,nan,0.2413,0.0627,0.0627,16860.6719,2.1124,0.7874,0.6201,232.167,1.0,1.0,1.0,-1253.8644,80.474,0.0627,2.1124,nan
1327.5068,5166.168,5166168.0,nan,9.192,0.5548,125.0011,0.0,nan,64.8267,0.795,0.799,0.794,1327.5068,0.5548,nan,nan,0.2374,0.0579,0.0579,16949.3691,2.1187,0.794,0.6304,231.7809,1.0,1.0,1.0,-1254.0168,80.886,0.0579,2.1187,nan
1327.6592,5081.8994,5081899.5,nan,9.2286,0.5453,127.1123,0.0,nan,63.1554,0.7853,0.7876,0.7819,1327.6592,0.5453,nan,nan,0.2323,0.0516,0.0516,16672.8984,2.1193,0.7819,0.6114,231.1967,1.0,1.0,1.0,-1254.1692,81.43,0.0516,2.1193,nan
1327.8116,5115.3721,5115372.0,nan,9.2631,0.5438,127.3018,0.0,nan,62.6159,0.7753,0.7773,0.7713,1327.8116,0.5438,nan,nan,0.2245,0.0419,0.0419,16782.7168,2.1365,0.7713,0.5949,230.9395,1.0,1.0,1.0,-1254.3217,82.262,0.0419,2.1365,nan
1327.964,5213.312,5213312.0,nan,9.2189,0.5347,127.6482,0.0,nan,62.0452,0.7797,0.7811,0.7744,1327.964,0.5347,nan,nan,0.2192,0.0354,0.0354,17104.041,2.1833,0.7744,0.5996,230.9221,1.0,1.0,1.0,-1254.474,82.817,0.0354,2.1833,nan
1328.1164,5227.8247,5227825.0,nan,9.1359,0.5159,129.8726,0.0,nan,60.5367,0.787,0.788,0.7804,1328.1165,0.5159,nan,nan,0.2194,0.036,0.036,17151.6562,2.2275,0.7804,0.609,230.8144,1.0,1.0,1.0,-1254.6265,82.026,0.036,2.2275,nan
1328.2688,5112.3174,5112317.5,nan,9.1376,0.5109,132.4689,0.0,nan,59.2766,0.7829,0.7833,0.7753,1328.2688,0.5109,nan,nan,0.2191,0.0354,0.0354,16772.6953,2.2219,0.7753,0.6011,230.5396,1.0,1.0,1.0,-1254.7788,82.279,0.0354,2.2219,nan
1328.4212,4786.1924,4786192.5,nan,9.2367,0.5181,138.8345,0.0,nan,59.4081,0.7726,0.7726,0.7646,1328.4213,0.5181,nan,nan,0.2183,0.0344,0.0344,15702.7314,2.1801,0.7646,0.5846,230.263,1.0,1.0,1.0,-1254.9313,82.824,0.0344,2.1801,nan
1328.5736,4475.2949,4475295.0,nan,9.325,0.5151,146.2399,0.0,nan,60.4013,0.7717,0.7717,0.7637,1328.5736,0.5151,nan,nan,0.2182,0.0342,0.0342,14682.7256,2.1472,0.7637,0.5832,230.1249,1.0,1.0,1.0,-1255.0836,82.927,0.0342,2.1472,nan
1328.726,4354.9785,4354978.5,nan,9.3393,0.5013,149.7531,0.0,nan,60.4007,0.7864,0.7864,0.7784,1328.7261,0.5013,nan,nan,0.2182,0.0342,0.0342,14287.9873,2.1397,0.7784,0.606,230.104,1.0,1.0,1.0,-1255.2361,82.927,0.0342,2.1397,nan
1328.8784,4365.0527,4365053.0,nan,9.3095,0.4922,149.8055,0.0,nan,58.7124,0.8031,0.8031,0.7944,1328.8784,0.4922,nan,nan,0.2182,0.0342,0.0342,14321.04,2.1454,0.7944,0.6311,230.1171,1.0,1.0,1.0,-1255.3884,82.927,0.0342,2.1454,nan
1329.0308,4457.5718,4457572.0,nan,9.2903,0.4999,147.1516,0.0,nan,57.1012,0.7999,0.7999,0.7909,1329.0309,0.4999,nan,nan,0.2182,0.0342,0.0342,14624.5791,2.152,0.7909,0.6256,230.1267,1.0,1.0,1.0,-1255.5409,82.927,0.0342,2.152,nan
1329.1832,4575.437,4575437.0,nan,9.2917,0.5176,143.8499,0.0,nan,57.2098,0.7799,0.7785,0.7702,1329.1832,0.5176,nan,nan,0.2182,0.0342,0.0342,15011.2764,2.1594,0.7702,0.5932,230.1505,1.0,1.0,1.0,-1255.6932,82.927,0.0342,2.1594,nan
1329.3356,4679.105,4679105.0,nan,9.2987,0.5148,141.3155,0.0,nan,58.9595,0.7626,0.7599,0.7519,1329.3357,0.5148,nan,nan,0.2182,0.0342,0.0342,15351.3936,2.1694,0.7519,0.5654,230.1926,1.0,1.0,1.0,-1255.8456,82.927,0.0342,2.1694,nan
1329.488,4884.8691,4884869.5,nan,9.305,0.4852,136.4686,0.0,nan,60.8369,0.76,0.7563,0.7483,1329.488,0.4852,nan,nan,0.2203,0.0373,0.0373,16026.4736,2.1871,0.7483,0.56,230.2255,1.0,1.0,1.0,-1255.998,81.374,0.0373,2.1871,nan
1329.6404,5225.6885,5225688.5,nan,9.305,0.4713,128.1269,0.0,nan,60.6828,0.7738,0.7684,0.7604,1329.6404,0.4713,nan,nan,0.2217,0.0391,0.0391,17144.6465,2.1967,0.7604,0.5782,230.2212,1.0,1.0,1.0,-1256.1504,80.441,0.0391,2.1967,nan
1329.7928,5605.3154,5605315.5,nan,9.2758,0.4961,119.1187,0.0,nan,58.9127,0.7995,0.7921,0.7835,1329.7928,0.4961,nan,nan,0.2193,0.0358,0.0358,18390.1426,2.1906,0.7835,0.6138,230.2009,1.0,1.0,1.0,-1256.3029,82.089,0.0358,2.1906,nan
1329.9452,5922.6543,5922654.5,nan,9.2459,0.5269,111.9628,0.0,nan,57.6526,0.8211,0.8124,0.8034,1329.9452,0.5269,nan,nan,0.2182,0.0342,0.0342,19431.2812,2.1756,0.8034,0.6455,230.2175,1.0,1.0,1.0,-1256.4552,82.927,0.0342,2.1756,nan
1330.0976,6046.4668,6046467.0,nan,9.2555,0.5349,108.7113,0.0,nan,57.4284,0.8263,0.8167,0.8077,1330.0977,0.5349,nan,nan,0.2182,0.0342,0.0342,19837.4902,2.1566,0.8077,0.6523,230.278,1.0,1.0,1.0,-1256.6077,82.927,0.0342,2.1566,nan
1330.25,6024.8711,6024871.0,nan,9.2788,0.5362,108.3614,0.0,nan,58.2071,0.8233,0.8133,0.805,1330.25,0.5362,nan,nan,0.2215,0.0383,0.0383,19766.6387,2.1419,0.805,0.648,230.3269,1.0,1.0,1.0,-1256.76,82.57,0.0383,2.1419,nan
1330.4024,6036.2939,6036294.0,nan,9.2974,0.5507,108.127,0.0,nan,60.1149,0.826,0.8167,0.8087,1330.4025,0.5507,nan,nan,0.2286,0.0471,0.0471,19804.1133,2.1414,0.8087,0.654,230.3397,1.0,1.0,1.0,-1256.9125,81.817,0.0471,2.1414,nan
1330.5548,6026.2773,6026277.5,nan,9.3554,0.5704,108.8656,0.0,nan,61.6732,0.8334,0.8244,0.8164,1330.5548,0.5704,nan,nan,0.2343,0.0541,0.0541,19771.252,2.1524,0.8164,0.6665,230.3427,1.0,1.0,1.0,-1257.0648,81.214,0.0541,2.1524,nan
1330.7072,5807.3237,5807324.0,nan,9.4475,0.5785,113.7402,0.0,nan,61.94,0.8394,0.8304,0.8224,1330.7073,0.5785,nan,nan,0.2329,0.0523,0.0523,19052.9004,2.1671,0.8224,0.6763,230.342,1.0,1.0,1.0,-1257.2173,81.368,0.0523,2.1671,nan
1330.8596,5426.4019,5426401.5,nan,9.482,0.5748,122.5294,0.0,nan,61.9069,0.8464,0.8367,0.8294,1330.8596,0.5748,nan,nan,0.2256,0.0433,0.0433,17803.1543,2.1814,0.8294,0.6879,230.3262,1.0,1.0,1.0,-1257.3696,82.137,0.0433,2.1814,nan
1331.012,5116.3989,5116399.0,nan,9.4319,0.577,130.5069,0.0,nan,62.2361,0.8577,0.8477,0.8407,1331.0121,0.577,nan,nan,0.2235,0.0407,0.0407,16786.0859,2.1907,0.8407,0.7068,230.3022,1.0,1.0,1.0,-1257.5221,82.365,0.0407,2.1907,nan
1331.1644,4934.9043,4934904.5,nan,9.3553,0.579,135.3659,0.0,nan,62.4075,0.8734,0.8634,0.8564,1331.1644,0.579,nan,nan,0.2247,0.0422,0.0422,16190.6309,2.1917,0.8564,0.7335,230.2792,1.0,1.0,1.0,-1257.6744,82.234,0.0422,2.1917,nan
1331.3168,4838.6597,4838660.0,nan,9.3038,0.5546,137.8052,0.0,nan,62.5161,0.8891,0.8791,0.8721,1331.3169,0.5546,nan,nan,0.2204,0.0369,0.0369,15874.8682,2.1876,0.8721,0.7605,230.2619,1.0,1.0,1.0,-1257.8268,82.686,0.0369,2.1876,nan
1331.4692,4891.3472,4891347.0,nan,9.2863,0.5195,136.1769,0.0,nan,63.0118,0.9027,0.8927,0.8864,1331.4692,0.5195,nan,nan,0.2182,0.0342,0.0342,16047.7275,2.1853,0.8864,0.7857,230.2301,1.0,1.0,1.0,-1257.9792,82.927,0.0342,2.1853,nan
1331.6216,5062.3906,5062390.5,nan,9.2994,0.5174,131.556,0.0,nan,63.3644,0.9157,0.9064,0.9004,1331.6216,0.5174,nan,nan,0.2182,0.0342,0.0342,16608.8926,2.185,0.9004,0.8107,230.1478,1.0,1.0,1.0,-1258.1316,82.927,0.0342,2.185,nan
1331.774,5301.0513,5301051.0,nan,9.3265,0.5409,125.2853,0.0,nan,63.0921,0.9274,0.9184,0.9131,1331.774,0.5409,nan,nan,0.2182,0.0342,0.0342,17391.9004,2.1789,0.9131,0.8337,230.0394,1.0,1.0,1.0,-1258.2841,82.927,0.0342,2.1789,nan
1331.9264,5651.8877,5651888.0,nan,9.3367,0.5403,117.1319,0.0,nan,63.5417,0.9263,0.9186,0.9136,1331.9264,0.5403,nan,nan,0.2182,0.0342,0.0342,18542.9395,2.172,0.9136,0.8347,229.9842,1.0,1.0,1.0,-1258.4364,82.927,0.0342,2.172,nan
1332.0788,5863.6919,5863692.0,nan,9.3068,0.5124,113.113,0.0,nan,65.0782,0.9059,0.8989,0.8939,1332.0789,0.5124,nan,nan,0.2184,0.0344,0.0344,19237.8359,2.176,0.8939,0.799,230.0328,1.0,1.0,1.0,-1258.5889,82.78,0.0344,2.176,nan
1332.2312,5727.8574,5727857.5,nan,9.2618,0.5019,116.417,0.0,nan,66.1113,0.8748,0.8685,0.8642,1332.2312,0.5019,nan,nan,0.2188,0.035,0.035,18792.1836,2.1877,0.8642,0.7468,230.1564,1.0,1.0,1.0,-1258.7412,82.501,0.035,2.1877,nan
1332.3836,5368.7979,5368798.0,nan,9.2389,0.5271,124.9795,0.0,nan,65.5107,0.8526,0.8466,0.8426,1332.3837,0.5271,nan,nan,0.2184,0.0345,0.0345,17614.166,2.2014,0.8426,0.7099,230.283,1.0,1.0,1.0,-1258.8937,82.755,0.0345,2.2014,nan
