DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,ONE-WAYTIME1,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,TEMP,VCL,WATER_VOL,ZLT
1281.5984,4635.6768,4635676.5,nan,144.5271,0.0,nan,130.2328,0.7087,0.729,1281.5984,0.7338,-584.8239,nan,nan,nan,nan,15208.9131,2.1981,0.7087,0.5023,94.4608,nan,nan,nan,-1199.1184,151.3591,nan,nan,nan
1281.7508,4590.3521,4590352.0,nan,145.8811,0.0,nan,130.1119,0.6941,0.7375,1281.7507,0.7452,-584.8983,nan,nan,nan,nan,15060.21,2.197,0.6941,0.4818,94.6122,nan,nan,nan,-1199.2708,151.3676,nan,nan,nan
1281.9032,4513.7192,4513719.0,nan,147.7636,0.0,nan,129.6025,0.6869,0.7516,1281.9032,0.7254,-584.9726,nan,nan,nan,nan,14808.79,2.1882,0.6869,0.4718,94.7342,nan,nan,nan,-1199.4232,151.3761,nan,nan,nan
1282.0556,4260.9429,4260943.0,nan,155.6139,0.0,nan,128.6325,0.6807,0.7718,1282.0555,0.6968,-585.0469,nan,nan,nan,nan,13979.4717,2.1754,0.6807,0.4634,94.8254,nan,nan,nan,-1199.5756,151.3846,nan,nan,nan
1282.208,3911.9756,3911975.5,nan,168.9734,0.0,nan,127.4027,0.6768,0.7938,1282.208,0.669,-585.1212,nan,nan,nan,nan,12834.5654,2.1687,0.6768,0.4581,94.7544,nan,nan,nan,-1199.728,151.393,nan,nan,nan
1282.3604,3702.3242,3702324.25,nan,178.3278,0.0,nan,126.6314,0.6769,0.8077,1282.3604,0.6471,-585.1956,nan,nan,nan,nan,12146.7324,2.1661,0.6769,0.4582,94.6622,nan,nan,nan,-1199.8804,151.4015,nan,nan,nan
1282.5128,3741.7605,3741760.5,nan,176.6764,0.0,nan,126.9638,0.6793,0.8029,1282.5128,0.6576,-585.2699,nan,nan,nan,nan,12276.1172,2.1689,0.6793,0.4614,94.5256,nan,nan,nan,-1200.0327,151.41,nan,nan,nan
1282.6652,3959.3474,3959347.25,nan,167.3828,0.0,nan,128.2023,0.6851,0.774,1282.6652,0.7023,-585.3442,nan,nan,nan,nan,12989.9844,2.1743,0.6851,0.4694,94.42,nan,nan,nan,-1200.1852,151.4185,nan,nan,nan
1282.8176,4144.9775,4144977.25,nan,160.0705,0.0,nan,129.5604,0.6995,0.7358,1282.8176,0.7272,-585.4185,nan,nan,nan,nan,13599.0068,2.1768,0.6995,0.4893,94.3594,nan,nan,nan,-1200.3375,151.427,nan,nan,nan
1282.97,4254.1084,4254108.5,nan,155.9212,0.0,nan,130.7104,0.7239,0.7059,1282.97,0.6724,-585.4929,nan,nan,nan,nan,13957.0488,2.1762,0.7239,0.524,94.3869,nan,nan,nan,-1200.49,151.4355,nan,nan,nan
1283.1224,4336.0186,4336018.5,nan,152.5329,0.0,nan,131.9391,0.7351,0.6876,1283.1223,0.6474,-585.5672,nan,nan,nan,nan,14225.7832,2.1699,0.7351,0.5404,94.408,nan,nan,nan,-1200.6423,151.444,nan,nan,nan
1283.2748,4377.8267,4377826.5,nan,150.4148,0.0,nan,133.4819,0.713,0.6761,1283.2748,0.6497,-585.6415,nan,nan,nan,nan,14362.9482,2.1604,0.713,0.5084,94.3525,nan,nan,nan,-1200.7948,151.4525,nan,nan,nan
1283.4272,4382.7319,4382732.0,nan,149.8431,0.0,nan,135.2302,0.6727,0.67,1283.4271,0.6723,-585.7159,nan,nan,nan,nan,14379.042,2.1546,0.6727,0.4525,94.3306,nan,nan,nan,-1200.9471,151.4609,nan,nan,nan
1283.5796,4375.6533,4375653.5,nan,149.4725,0.0,nan,136.7353,0.6424,0.666,1283.5796,0.6775,-585.7902,nan,nan,nan,nan,14355.8184,2.1458,0.6424,0.4127,94.3034,nan,nan,nan,-1201.0996,151.4694,nan,nan,nan
1283.732,4377.1382,4377138.0,nan,148.9831,0.0,nan,137.2448,0.6278,0.6636,1283.7319,0.7065,-585.8645,nan,nan,nan,nan,14360.6895,2.1395,0.6278,0.3941,94.4264,nan,nan,nan,-1201.252,151.4779,nan,nan,nan
1283.8844,4397.2925,4397292.5,nan,148.7023,0.0,nan,136.3338,0.6202,0.6617,1283.8844,0.7329,-585.9388,nan,nan,nan,nan,14426.8125,2.1453,0.6202,0.3846,94.4873,nan,nan,nan,-1201.4044,151.4864,nan,nan,nan
1284.0368,4414.252,4414252.0,nan,148.566,0.0,nan,134.7418,0.616,0.6606,1284.0367,0.7066,-586.0132,nan,nan,nan,nan,14482.4541,2.1516,0.616,0.3795,94.539,nan,nan,nan,-1201.5568,151.4949,nan,nan,nan
1284.1892,4431.9824,4431982.5,nan,148.4049,0.0,nan,134.062,0.6137,0.6601,1284.1892,0.6695,-586.0875,nan,nan,nan,nan,14540.625,2.1579,0.6137,0.3766,94.4374,nan,nan,nan,-1201.7092,151.5034,nan,nan,nan
1284.3416,4422.1484,4422148.5,nan,149.0589,0.0,nan,135.2625,0.6126,0.6597,1284.3416,0.662,-586.1618,nan,nan,nan,nan,14508.3604,2.1626,0.6126,0.3753,94.2973,nan,nan,nan,-1201.8616,151.5119,nan,nan,nan
1284.494,4401.21,4401210.0,nan,150.7791,0.0,nan,137.5793,0.6113,0.6573,1284.494,0.6581,-586.2361,nan,nan,nan,nan,14439.665,2.1772,0.6113,0.3737,94.0763,nan,nan,nan,-1202.0139,151.5203,nan,nan,nan
1284.6464,4390.1543,4390154.0,nan,152.4502,0.0,nan,139.4097,0.6097,0.6511,1284.6464,0.6761,-586.3105,nan,nan,nan,nan,14403.3926,2.1958,0.6097,0.3717,93.8922,nan,nan,nan,-1202.1664,151.5288,nan,nan,nan
1284.7988,4386.0845,4386084.5,nan,153.3491,0.0,nan,139.878,0.6064,0.6474,1284.7988,0.6377,-586.3848,nan,nan,nan,nan,14390.041,2.2067,0.6064,0.3677,93.8127,nan,nan,nan,-1202.3187,151.5373,nan,nan,nan
1284.9512,4393.5249,4393525.0,nan,153.0894,0.0,nan,139.039,0.6072,0.6531,1284.9512,0.6496,-586.4591,nan,nan,nan,nan,14414.4521,2.2067,0.6072,0.3687,93.8756,nan,nan,nan,-1202.4712,151.5458,nan,nan,nan
1285.1036,4421.8477,4421847.5,nan,151.0542,0.0,nan,137.4346,0.6215,0.6743,1285.1035,0.6706,-586.5334,nan,nan,nan,nan,14507.374,2.1914,0.6215,0.3863,94.0255,nan,nan,nan,-1202.6235,151.5543,nan,nan,nan
1285.256,4460.3335,4460333.5,nan,147.1131,0.0,nan,135.6311,0.6669,0.7295,1285.256,0.6487,-586.6078,nan,nan,nan,nan,14633.6396,2.1528,0.6669,0.4448,94.0955,nan,nan,nan,-1202.776,151.5628,nan,nan,nan
1285.4084,4522.9775,4522978.0,nan,143.6132,0.0,nan,133.9992,0.7471,0.8111,1285.4083,0.6288,-586.6821,nan,nan,nan,nan,14839.166,2.1311,0.7471,0.5582,94.1643,nan,nan,nan,-1202.9283,151.5713,nan,nan,nan
1285.5608,4572.6758,4572675.5,nan,142.119,0.0,nan,132.8859,0.8188,0.8822,1285.5608,0.6516,-586.7564,nan,nan,nan,nan,15002.2168,2.1321,0.8188,0.6704,94.1216,nan,nan,nan,-1203.0808,151.5797,nan,nan,nan
1285.7132,4561.6826,4561682.5,nan,142.4882,0.0,nan,132.7394,0.8056,0.883,1285.7131,0.6687,-586.8307,nan,nan,nan,nan,14966.1504,2.1325,0.8056,0.649,94.1517,nan,nan,nan,-1203.2332,151.5882,nan,nan,nan
1285.8656,4497.2671,4497267.0,nan,144.5969,0.0,nan,133.7434,0.7336,0.8169,1285.8656,0.6611,-586.9051,nan,nan,nan,nan,14754.8125,2.1335,0.7336,0.5382,94.1609,nan,nan,nan,-1203.3856,151.5967,nan,nan,nan
1286.018,4436.4272,4436427.5,nan,147.3287,0.0,nan,135.2856,0.6754,0.7523,1286.0179,0.6803,-586.9794,nan,nan,nan,nan,14555.208,2.1444,0.6754,0.4562,94.2533,nan,nan,nan,-1203.538,151.6052,nan,nan,nan
1286.1704,4397.1895,4397189.5,nan,149.191,0.0,nan,136.3801,0.6459,0.7156,1286.1704,0.678,-587.0538,nan,nan,nan,nan,14426.4746,2.1523,0.6459,0.4172,94.2236,nan,nan,nan,-1203.6904,151.6137,nan,nan,nan
1286.3228,4388.5234,4388523.5,nan,149.6245,0.0,nan,136.5866,0.6316,0.6945,1286.3228,0.6571,-587.1281,nan,nan,nan,nan,14398.043,2.1543,0.6316,0.3989,94.0891,nan,nan,nan,-1203.8428,151.6222,nan,nan,nan
1286.4752,4407.2603,4407260.0,nan,148.9884,0.0,nan,136.3796,0.6234,0.6824,1286.4752,0.6652,-587.2024,nan,nan,nan,nan,14459.5146,2.1543,0.6234,0.3886,93.8625,nan,nan,nan,-1203.9951,151.6306,nan,nan,nan
1286.6276,4423.5127,4423513.0,nan,148.0069,0.0,nan,136.4712,0.6205,0.6742,1286.6276,0.6624,-587.2767,nan,nan,nan,nan,14512.8369,2.148,0.6205,0.385,93.6624,nan,nan,nan,-1204.1476,151.6391,nan,nan,nan
1286.78,4424.4351,4424435.0,nan,147.2527,0.0,nan,136.8991,0.62,0.6681,1286.78,0.6471,-587.3511,nan,nan,nan,nan,14515.8633,2.1375,0.62,0.3844,93.5301,nan,nan,nan,-1204.2999,151.6476,nan,nan,nan
1286.9324,4415.7876,4415788.0,nan,147.12,0.0,nan,137.1254,0.6212,0.6638,1286.9324,0.643,-587.4254,nan,nan,nan,nan,14487.4932,2.1314,0.6212,0.3859,93.471,nan,nan,nan,-1204.4524,151.6561,nan,nan,nan
1287.0848,4404.8979,4404898.0,nan,147.546,0.0,nan,136.9197,0.6226,0.6616,1287.0847,0.6424,-587.4997,nan,nan,nan,nan,14451.7646,2.1323,0.6226,0.3876,93.493,nan,nan,nan,-1204.6047,151.6646,nan,nan,nan
1287.2372,4394.6069,4394607.0,nan,148.2175,0.0,nan,136.5851,0.622,0.6599,1287.2372,0.6414,-587.574,nan,nan,nan,nan,14418.001,2.137,0.622,0.3869,93.5294,nan,nan,nan,-1204.7572,151.6731,nan,nan,nan
1287.3896,4396.6152,4396615.5,nan,148.6836,0.0,nan,136.2865,0.6229,0.659,1287.3895,0.6428,-587.6484,nan,nan,nan,nan,14424.5908,2.1447,0.6229,0.388,93.5238,nan,nan,nan,-1204.9095,151.6815,nan,nan,nan
1287.542,4408.2549,4408255.0,nan,148.7681,0.0,nan,135.7184,0.6221,0.6612,1287.542,0.6461,-587.7227,nan,nan,nan,nan,14462.7793,2.1516,0.6221,0.387,93.4396,nan,nan,nan,-1205.062,151.69,nan,nan,nan
1287.6944,4431.9307,4431930.5,nan,148.5717,0.0,nan,134.3878,0.6201,0.6652,1287.6943,0.6508,-587.797,nan,nan,nan,nan,14540.4541,2.1603,0.6201,0.3845,93.4194,nan,nan,nan,-1205.2144,151.6985,nan,nan,nan
1287.8468,4482.8618,4482862.0,nan,148.0056,0.0,nan,132.5023,0.6187,0.6675,1287.8468,0.656,-587.8713,nan,nan,nan,nan,14707.5518,2.1768,0.6187,0.3828,93.4744,nan,nan,nan,-1205.3668,151.707,nan,nan,nan
1287.9992,4539.8872,4539887.0,nan,147.2073,0.0,nan,131.3563,0.6169,0.6663,1287.9991,0.6658,-587.9457,nan,nan,nan,nan,14894.6426,2.1926,0.6169,0.3806,93.6956,nan,nan,nan,-1205.5192,151.7155,nan,nan,nan
1288.1516,4567.7437,4567743.5,nan,146.5164,0.0,nan,131.8645,0.6158,0.663,1288.1516,0.6747,-588.02,nan,nan,nan,nan,14986.0352,2.1957,0.6158,0.3792,93.8523,nan,nan,nan,-1205.6716,151.724,nan,nan,nan
1288.304,4567.3862,4567386.5,nan,146.2409,0.0,nan,133.4344,0.6165,0.66,1288.304,0.6709,-588.0943,nan,nan,nan,nan,14984.8633,2.1914,0.6165,0.3801,94.0344,nan,nan,nan,-1205.824,151.7325,nan,nan,nan
1288.4564,4528.1626,4528162.5,nan,146.4576,0.0,nan,134.7647,0.6171,0.6586,1288.4564,0.6647,-588.1686,nan,nan,nan,nan,14856.1758,2.1758,0.6171,0.3808,94.0488,nan,nan,nan,-1205.9763,151.741,nan,nan,nan
1288.6088,4503.4482,4503448.0,nan,146.6116,0.0,nan,135.2298,0.6178,0.6604,1288.6088,0.6566,-588.243,nan,nan,nan,nan,14775.0918,2.1662,0.6178,0.3817,94.0246,nan,nan,nan,-1206.1288,151.7495,nan,nan,nan
1288.7612,4509.061,4509061.0,nan,146.2128,0.0,nan,135.2287,0.6255,0.6732,1288.7612,0.6633,-588.3173,nan,nan,nan,nan,14793.5068,2.163,0.6255,0.3913,93.9629,nan,nan,nan,-1206.2811,151.7579,nan,nan,nan
1288.9136,4532.0615,4532061.5,nan,145.1681,0.0,nan,135.1966,0.6513,0.7084,1288.9136,0.6625,-588.3917,nan,nan,nan,nan,14868.9678,2.1585,0.6513,0.4242,94.0617,nan,nan,nan,-1206.4336,151.7664,nan,nan,nan
1289.066,4600.9512,4600951.0,nan,143.3324,0.0,nan,134.8283,0.7051,0.7681,1289.0659,0.6555,-588.4659,nan,nan,nan,nan,15094.9834,2.1636,0.7051,0.4972,94.2576,nan,nan,nan,-1206.5859,151.7749,nan,nan,nan
1289.2184,4712.9087,4712909.0,nan,140.904,0.0,nan,133.7239,0.7563,0.8157,1289.2184,0.6529,-588.5403,nan,nan,nan,nan,15462.2998,2.1787,0.7563,0.572,94.407,nan,nan,nan,-1206.7384,151.7834,nan,nan,nan
1289.3708,4803.7983,4803798.0,nan,138.936,0.0,nan,132.2346,0.7551,0.8082,1289.3707,0.6639,-588.6146,nan,nan,nan,nan,15760.4932,2.1897,0.7551,0.5702,94.4963,nan,nan,nan,-1206.8907,151.7919,nan,nan,nan
1289.5232,4823.8501,4823850.0,nan,138.6744,0.0,nan,131.4242,0.7128,0.7639,1289.5232,0.6809,-588.689,nan,nan,nan,nan,15826.2803,2.1947,0.7128,0.5081,94.4997,nan,nan,nan,-1207.0432,151.8004,nan,nan,nan
1289.6756,4771.1187,4771118.5,nan,140.3476,0.0,nan,131.9705,0.6724,0.725,1289.6755,0.6953,-588.7632,nan,nan,nan,nan,15653.2764,2.1969,0.6724,0.4521,94.4184,nan,nan,nan,-1207.1956,151.8089,nan,nan,nan
1289.828,4668.9229,4668923.0,nan,143.0018,0.0,nan,133.5137,0.652,0.7048,1289.828,0.7012,-588.8376,nan,nan,nan,nan,15317.9893,2.1905,0.652,0.4251,94.2743,nan,nan,nan,-1207.348,151.8173,nan,nan,nan
1289.9804,4565.4531,4565453.0,nan,145.4683,0.0,nan,135.2284,0.6453,0.6934,1289.9803,0.6986,-588.9119,nan,nan,nan,nan,14978.5205,2.1789,0.6453,0.4164,94.2344,nan,nan,nan,-1207.5004,151.8258,nan,nan,nan
1290.1328,4505.0513,4505051.5,nan,147.1007,0.0,nan,136.4552,0.6429,0.686,1290.1328,0.6956,-588.9863,nan,nan,nan,nan,14780.3525,2.1742,0.6429,0.4133,94.1195,nan,nan,nan,-1207.6528,151.8343,nan,nan,nan
1290.2852,4477.1738,4477174.0,nan,148.0779,0.0,nan,136.8995,0.6441,0.6823,1290.2852,0.6926,-589.0606,nan,nan,nan,nan,14688.8906,2.1751,0.6441,0.4149,93.9787,nan,nan,nan,-1207.8052,151.8428,nan,nan,nan
1290.4376,4466.6055,4466605.5,nan,148.5238,0.0,nan,136.545,0.6457,0.6829,1290.4376,0.6895,-589.1349,nan,nan,nan,nan,14654.2168,2.1765,0.6457,0.4169,93.7938,nan,nan,nan,-1207.9575,151.8513,nan,nan,nan
1290.59,4467.1953,4467195.0,nan,148.5997,0.0,nan,135.9093,0.6448,0.6857,1290.59,0.7053,-589.2092,nan,nan,nan,nan,14656.1523,2.1779,0.6448,0.4158,93.7826,nan,nan,nan,-1208.11,151.8598,nan,nan,nan
1290.7424,4468.2153,4468215.5,nan,148.5044,0.0,nan,135.7758,0.6446,0.6881,1290.7424,0.7291,-589.2836,nan,nan,nan,nan,14659.499,2.177,0.6446,0.4155,93.8651,nan,nan,nan,-1208.2623,151.8682,nan,nan,nan
1290.8948,4468.6104,4468610.5,nan,148.4708,0.0,nan,136.5041,0.6454,0.6899,1290.8948,0.7216,-589.3579,nan,nan,nan,nan,14660.7949,2.1767,0.6454,0.4165,94.0419,nan,nan,nan,-1208.4148,151.8767,nan,nan,nan
1291.0472,4459.9688,4459969.0,nan,148.6218,0.0,nan,137.6089,0.6496,0.6931,1291.0471,0.721,-589.4322,nan,nan,nan,nan,14632.4434,2.1747,0.6496,0.422,94.1625,nan,nan,nan,-1208.5671,151.8852,nan,nan,nan
1291.1996,4440.0674,4440067.0,nan,148.8898,0.0,nan,137.956,0.6537,0.6982,1291.1996,0.714,-589.5065,nan,nan,nan,nan,14567.1494,2.1689,0.6537,0.4273,94.1895,nan,nan,nan,-1208.7196,151.8937,nan,nan,nan
1291.352,4420.4438,4420444.0,nan,149.2405,0.0,nan,136.9385,0.6542,0.7043,1291.3519,0.6778,-589.5809,nan,nan,nan,nan,14502.7676,2.1644,0.6542,0.428,94.0922,nan,nan,nan,-1208.8719,151.9022,nan,nan,nan
1291.5044,4413.8501,4413850.5,nan,149.3322,0.0,nan,135.0136,0.6568,0.7105,1291.5044,0.6847,-589.6552,nan,nan,nan,nan,14481.1357,2.1625,0.6568,0.4314,94.0146,nan,nan,nan,-1209.0244,151.9107,nan,nan,nan
1291.6568,4424.4253,4424425.5,nan,148.9546,0.0,nan,133.2374,0.6648,0.7184,1291.6567,0.6532,-589.7296,nan,nan,nan,nan,14515.832,2.1622,0.6648,0.442,94.0352,nan,nan,nan,-1209.1768,151.9191,nan,nan,nan
1291.8092,4433.2891,4433289.0,nan,148.4093,0.0,nan,132.534,0.6794,0.7316,1291.8092,0.663,-589.8038,nan,nan,nan,nan,14544.9111,2.1586,0.6794,0.4616,94.055,nan,nan,nan,-1209.3292,151.9276,nan,nan,nan
1291.9616,4432.0601,4432060.5,nan,148.1547,0.0,nan,133.0472,0.6986,0.7484,1291.9615,0.695,-589.8782,nan,nan,nan,nan,14540.8809,2.1543,0.6986,0.488,94.0595,nan,nan,nan,-1209.4816,151.9361,nan,nan,nan
1292.114,4423.8428,4423843.0,nan,148.4368,0.0,nan,133.9223,0.7166,0.7616,1292.114,0.7084,-589.9525,nan,nan,nan,nan,14513.9199,2.1544,0.7166,0.5135,93.8602,nan,nan,nan,-1209.634,151.9446,nan,nan,nan
1292.2664,4400.9497,4400950.0,nan,149.1882,0.0,nan,134.0236,0.7259,0.7652,1292.2664,0.6974,-590.0269,nan,nan,nan,nan,14438.8115,2.1541,0.7259,0.5269,93.7136,nan,nan,nan,-1209.7864,151.9531,nan,nan,nan
1292.4188,4371.332,4371332.0,nan,149.8922,0.0,nan,133.2023,0.7215,0.7574,1292.4188,0.6823,-590.1011,nan,nan,nan,nan,14341.6396,2.1497,0.7215,0.5206,93.5878,nan,nan,nan,-1209.9387,151.9616,nan,nan,nan
1292.5712,4363.3848,4363385.0,nan,150.0325,0.0,nan,132.4367,0.6986,0.7406,1292.5712,0.6529,-590.1755,nan,nan,nan,nan,14315.5684,2.1478,0.6986,0.488,93.6442,nan,nan,nan,-1210.0912,151.9701,nan,nan,nan
1292.7236,4389.0244,4389024.5,nan,149.4477,0.0,nan,132.7142,0.6697,0.7228,1292.7236,0.6686,-590.2498,nan,nan,nan,nan,14399.6865,2.152,0.6697,0.4485,93.7647,nan,nan,nan,-1210.2435,151.9786,nan,nan,nan
1292.876,4445.4609,4445461.0,nan,148.5446,0.0,nan,134.1051,0.652,0.7094,1292.876,0.7093,-590.3242,nan,nan,nan,nan,14584.8457,2.1665,0.652,0.4251,93.9739,nan,nan,nan,-1210.396,151.987,nan,nan,nan
1293.0284,4473.1318,4473131.5,nan,147.9187,0.0,nan,135.8551,0.6455,0.7035,1293.0283,0.7083,-590.3985,nan,nan,nan,nan,14675.6289,2.1708,0.6455,0.4167,94.0911,nan,nan,nan,-1210.5483,151.9955,nan,nan,nan
1293.1808,4486.9062,4486907.0,nan,147.7499,0.0,nan,137.2789,0.6485,0.705,1293.1808,0.7193,-590.4728,nan,nan,nan,nan,14720.8242,2.175,0.6485,0.4206,94.0641,nan,nan,nan,-1210.7008,152.004,nan,nan,nan
1293.3332,4510.958,4510958.0,nan,147.6716,0.0,nan,138.034,0.66,0.7151,1293.3331,0.7188,-590.5471,nan,nan,nan,nan,14799.7305,2.1855,0.66,0.4356,94.0315,nan,nan,nan,-1210.8531,152.0125,nan,nan,nan
1293.4856,4533.978,4533978.0,nan,147.2311,0.0,nan,137.8119,0.6793,0.7341,1293.4856,0.711,-590.6215,nan,nan,nan,nan,14875.2559,2.1901,0.6793,0.4614,94.0237,nan,nan,nan,-1211.0056,152.021,nan,nan,nan
1293.638,4543.8926,4543892.5,nan,146.2793,0.0,nan,136.5388,0.7026,0.754,1293.6379,0.7327,-590.6958,nan,nan,nan,nan,14907.7832,2.1807,0.7026,0.4936,94.0356,nan,nan,nan,-1211.158,152.0295,nan,nan,nan
1293.7904,4566.478,4566478.5,nan,145.142,0.0,nan,134.9004,0.7142,0.7652,1293.7904,0.7176,-590.7701,nan,nan,nan,nan,14981.8848,2.1745,0.7142,0.5101,94.0301,nan,nan,nan,-1211.3104,152.038,nan,nan,nan
1293.9428,4584.168,4584168.0,nan,144.4223,0.0,nan,134.0048,0.7047,0.7582,1293.9427,0.6985,-590.8444,nan,nan,nan,nan,15039.9209,2.1721,0.7047,0.4966,94.0381,nan,nan,nan,-1211.4628,152.0464,nan,nan,nan
1294.0952,4580.1611,4580161.5,nan,144.4821,0.0,nan,134.2606,0.684,0.7391,1294.0952,0.6945,-590.9188,nan,nan,nan,nan,15026.7754,2.1711,0.684,0.4679,94.0081,nan,nan,nan,-1211.6151,152.0549,nan,nan,nan
1294.2476,4551.9526,4551952.5,nan,145.4645,0.0,nan,135.0282,0.6669,0.7198,1294.2476,0.6809,-590.9931,nan,nan,nan,nan,14934.2275,2.1724,0.6669,0.4448,93.9505,nan,nan,nan,-1211.7676,152.0634,nan,nan,nan
1294.4,4522.2183,4522218.0,nan,146.6838,0.0,nan,135.1228,0.6607,0.708,1294.4,0.6534,-591.0674,nan,nan,nan,nan,14836.6729,2.1763,0.6607,0.4365,93.848,nan,nan,nan,-1211.9199,152.0719,nan,nan,nan
1294.5524,4503.8579,4503858.0,nan,147.3833,0.0,nan,133.9818,0.662,0.7068,1294.5524,0.7066,-591.1417,nan,nan,nan,nan,14776.4365,2.1778,0.662,0.4382,93.8475,nan,nan,nan,-1212.0724,152.0804,nan,nan,nan
1294.7048,4504.7178,4504718.0,nan,147.5108,0.0,nan,132.1898,0.6639,0.7091,1294.7047,0.7415,-591.2161,nan,nan,nan,nan,14779.2578,2.1801,0.6639,0.4408,93.8032,nan,nan,nan,-1212.2247,152.0889,nan,nan,nan
1294.8572,4501.9067,4501907.0,nan,147.5081,0.0,nan,130.5794,0.6622,0.711,1294.8572,0.7348,-591.2904,nan,nan,nan,nan,14770.0361,2.1787,0.6622,0.4385,93.8274,nan,nan,nan,-1212.3772,152.0974,nan,nan,nan
1295.0096,4484.3071,4484308.0,nan,147.7812,0.0,nan,129.7466,0.6596,0.7133,1295.0095,0.6872,-591.3647,nan,nan,nan,nan,14712.2979,2.1742,0.6596,0.4351,93.7847,nan,nan,nan,-1212.5295,152.1059,nan,nan,nan
1295.162,4480.7192,4480719.5,nan,148.1716,0.0,nan,130.0687,0.6629,0.7185,1295.162,0.6669,-591.439,nan,nan,nan,nan,14700.5225,2.1782,0.6629,0.4394,93.8183,nan,nan,nan,-1212.682,152.1143,nan,nan,nan
1295.3144,4484.4854,4484485.5,nan,148.2103,0.0,nan,131.5804,0.6735,0.7278,1295.3143,0.6866,-591.5134,nan,nan,nan,nan,14712.8789,2.1806,0.6735,0.4536,93.7705,nan,nan,nan,-1212.8344,152.1228,nan,nan,nan
1295.4668,4506.6123,4506612.0,nan,147.6111,0.0,nan,133.7023,0.6895,0.7412,1295.4668,0.7179,-591.5877,nan,nan,nan,nan,14785.4727,2.1825,0.6895,0.4754,93.6959,nan,nan,nan,-1212.9868,152.1313,nan,nan,nan
1295.6192,4537.9209,4537920.5,nan,146.7002,0.0,nan,135.4387,0.7057,0.7553,1295.6191,0.7286,-591.662,nan,nan,nan,nan,14888.1904,2.1841,0.7057,0.498,93.6511,nan,nan,nan,-1213.1392,152.1398,nan,nan,nan
1295.7716,4560.0557,4560056.0,nan,145.8811,0.0,nan,136.1593,0.7145,0.7655,1295.7716,0.7169,-591.7364,nan,nan,nan,nan,14960.8125,2.1825,0.7145,0.5105,93.6435,nan,nan,nan,-1213.2916,152.1483,nan,nan,nan
1295.924,4573.3101,4573310.0,nan,145.445,0.0,nan,136.1943,0.713,0.7669,1295.924,0.678,-591.8107,nan,nan,nan,nan,15004.2988,2.1823,0.713,0.5084,93.71,nan,nan,nan,-1213.444,152.1568,nan,nan,nan
1296.0764,4581.4785,4581478.5,nan,145.3786,0.0,nan,136.4753,0.7075,0.764,1296.0764,0.6645,-591.885,nan,nan,nan,nan,15031.0977,2.1852,0.7075,0.5006,93.7925,nan,nan,nan,-1213.5963,152.1652,nan,nan,nan
1296.2288,4583.0796,4583081.0,nan,145.6204,0.0,nan,137.5561,0.7061,0.7622,1296.2288,0.6656,-591.9594,nan,nan,nan,nan,15036.3545,2.1896,0.7061,0.4986,93.9538,nan,nan,nan,-1213.7488,152.1737,nan,nan,nan
1296.3812,4579.7261,4579726.0,nan,146.0532,0.0,nan,139.1733,0.709,0.7629,1296.3812,0.667,-592.0337,nan,nan,nan,nan,15025.3477,2.1945,0.709,0.5027,94.0598,nan,nan,nan,-1213.9011,152.1822,nan,nan,nan
1296.5336,4574.9487,4574950.0,nan,146.5322,0.0,nan,140.4769,0.7115,0.7644,1296.5336,0.6918,-592.108,nan,nan,nan,nan,15009.6787,2.1994,0.7115,0.5062,94.1527,nan,nan,nan,-1214.0536,152.1907,nan,nan,nan
1296.686,4575.0093,4575009.0,nan,146.9033,0.0,nan,140.7708,0.7106,0.7639,1296.6859,0.6967,-592.1823,nan,nan,nan,nan,15009.873,2.205,0.7106,0.505,94.1764,nan,nan,nan,-1214.2059,152.1992,nan,nan,nan
1296.8383,4575.0625,4575062.5,nan,147.0281,0.0,nan,140.2426,0.707,0.7613,1296.8383,0.7369,-592.2566,nan,nan,nan,nan,15010.0479,2.2069,0.707,0.4999,94.2301,nan,nan,nan,-1214.3583,152.2077,nan,nan,nan
1296.9908,4575.5142,4575514.0,nan,146.9404,0.0,nan,139.7727,0.7032,0.7582,1296.9907,0.7286,-592.331,nan,nan,nan,nan,15011.5293,2.2058,0.7032,0.4945,94.2535,nan,nan,nan,-1214.5107,152.2162,nan,nan,nan
1297.1432,4577.4814,4577481.5,nan,146.8506,0.0,nan,139.8703,0.7007,0.7559,1297.1432,0.7354,-592.4053,nan,nan,nan,nan,15017.9844,2.2054,0.7007,0.491,94.3465,nan,nan,nan,-1214.6632,152.2246,nan,nan,nan
1297.2956,4570.9248,4570925.0,nan,146.8812,0.0,nan,140.2789,0.7005,0.7548,1297.2955,0.7304,-592.4796,nan,nan,nan,nan,14996.4736,2.2027,0.7005,0.4907,94.3629,nan,nan,nan,-1214.8156,152.2331,nan,nan,nan
1297.448,4553.7832,4553784.5,nan,146.9321,0.0,nan,140.5656,0.7027,0.7549,1297.448,0.6851,-592.554,nan,nan,nan,nan,14940.2383,2.1952,0.7027,0.4938,94.3197,nan,nan,nan,-1214.968,152.2416,nan,nan,nan
