DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,NPHI,DT,DT4P,FACIES,FLD1,GR,M2R2,LLS,LLD,DEPTH_1,NPHI_1,PEF,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD_1,RT_MODELLING,RT_POWER,SP,SPDH,SUWI,SUWI_MODELLING,TDVSS,TEMP,VCL,WATER_VOL,RHOB_1,ZLT
1277.2636,4491.7817,4491782.0,nan,9.768,0.5249,141.4892,141.4892,nan,nan,99.1587,1.0177,0.9398,0.951,1277.2635,0.5249,4.7118,nan,nan,nan,nan,14736.8174,2.0851,nan,nan,nan,-61.0824,308.975,nan,nan,-1150.6799,146.6468,nan,nan,2.0851,nan
1277.416,4573.623,4573623.0,nan,9.7793,0.5238,138.4708,138.4708,nan,nan,98.8394,0.9807,0.8951,0.9043,1277.4159,0.5238,4.8896,nan,nan,nan,nan,15005.3252,2.0778,nan,nan,nan,-60.7649,309.4494,nan,nan,-1150.8185,146.6545,nan,nan,2.0778,nan
1277.5684,4663.4058,4663406.0,nan,9.7715,0.5346,137.8115,137.8115,nan,nan,100.8536,0.9126,0.8314,0.8391,1277.5684,0.5346,5.2532,nan,nan,nan,nan,15299.8887,2.1085,nan,nan,nan,-60.2454,310.0638,nan,nan,-1150.9572,146.6623,nan,nan,2.1085,nan
1277.7208,4708.2373,4708237.5,nan,9.7479,0.5264,139.9174,139.9174,nan,nan,102.3398,0.7578,0.7004,0.7066,1277.7207,0.5264,5.5921,nan,nan,nan,nan,15446.9736,2.1613,nan,nan,nan,-59.5697,310.7309,nan,nan,-1151.0958,146.67,nan,nan,2.1613,nan
1277.8732,4684.8545,4684854.5,nan,9.7275,0.5111,142.5676,142.5676,nan,nan,103.9954,0.5785,0.5458,0.55,1277.8732,0.5111,5.6207,nan,nan,nan,nan,15370.2568,2.1913,nan,nan,nan,-58.9184,311.5538,nan,nan,-1151.2344,146.6777,nan,nan,2.1913,nan
1278.0256,4566.7021,4566702.0,nan,9.7025,0.5005,145.2683,145.2683,nan,nan,103.5644,0.4893,0.4691,0.4731,1278.0255,0.5005,5.4434,nan,nan,nan,nan,14982.6182,2.1765,nan,nan,nan,-58.3686,312.3406,nan,nan,-1151.373,146.6854,nan,nan,2.1765,nan
1278.178,4403.6182,4403618.0,nan,9.6801,0.4921,148.0111,148.0111,nan,nan,97.8364,0.506,0.4881,0.4931,1278.178,0.4921,5.3809,nan,nan,nan,nan,14447.5664,2.1384,nan,nan,nan,-57.9256,312.5705,nan,nan,-1151.5117,146.6931,nan,nan,2.1384,nan
1278.3304,4277.9385,4277938.5,nan,9.7279,0.4867,149.7944,149.7944,nan,nan,90.3361,0.6214,0.6006,0.6096,1278.3303,0.4867,5.4501,nan,nan,nan,nan,14035.2314,2.1024,nan,nan,nan,-57.8917,312.1335,nan,nan,-1151.6503,146.7008,nan,nan,2.1024,nan
1278.4828,4258.8701,4258870.0,nan,9.881,0.4764,149.5133,149.5133,nan,nan,87.0864,0.7754,0.7549,0.7704,1278.4828,0.4764,5.5153,nan,nan,nan,nan,13972.6699,2.0891,nan,nan,nan,-58.4303,311.4242,nan,nan,-1151.7889,146.7085,nan,nan,2.0891,nan
1278.6352,4324.6724,4324672.5,nan,10.0634,0.4559,148.3237,148.3237,nan,nan,88.1243,0.8673,0.8568,0.877,1278.6351,0.4559,5.4395,nan,nan,nan,nan,14188.5576,2.1045,nan,nan,nan,-59.1781,310.6739,nan,nan,-1151.9276,146.7162,nan,nan,2.1045,nan
1278.7876,4451.5098,4451509.5,nan,10.203,0.4438,145.7751,145.7751,nan,nan,90.2856,0.8805,0.8854,0.9056,1278.7876,0.4438,5.2164,nan,nan,nan,nan,14604.6904,2.129,nan,nan,nan,-59.7552,309.8882,nan,nan,-1152.0662,146.724,nan,nan,2.129,nan
1278.94,4607.9248,4607925.0,nan,10.2719,0.4606,141.7661,141.7661,nan,nan,93.123,0.8592,0.8775,0.897,1278.9399,0.4606,4.9701,nan,nan,nan,nan,15117.8643,2.1432,nan,nan,nan,-60.1217,309.1328,nan,nan,-1152.2048,146.7317,nan,nan,2.1432,nan
1279.0924,4671.5923,4671592.5,nan,10.2877,0.4878,140.3037,140.3037,nan,nan,95.1466,0.8652,0.8948,0.9144,1279.0923,0.4878,4.8077,nan,nan,nan,nan,15326.7471,2.1504,nan,nan,nan,-60.364,308.4903,nan,nan,-1152.3434,146.7394,nan,nan,2.1504,nan
1279.2448,4724.9556,4724955.5,nan,10.313,0.5102,139.4094,139.4094,nan,nan,94.1015,0.906,0.9436,0.9636,1279.2448,0.5102,4.7937,nan,nan,nan,nan,15501.8223,2.1611,nan,nan,nan,-60.5366,307.9879,nan,nan,-1152.4821,146.7471,nan,nan,2.1611,nan
1279.3972,4768.7119,4768712.0,nan,10.3745,0.5238,138.5329,138.5329,nan,nan,91.9987,0.921,0.9613,0.9807,1279.3971,0.5238,4.9626,nan,nan,nan,nan,15645.3809,2.1674,nan,nan,nan,-60.6589,307.6147,nan,nan,-1152.6207,146.7548,nan,nan,2.1674,nan
1279.5496,4778.0957,4778095.5,nan,10.392,0.5299,138.6372,138.6372,nan,nan,92.9052,0.8887,0.9269,0.9447,1279.5496,0.5299,5.2405,nan,nan,nan,nan,15676.167,2.1733,nan,nan,nan,-60.6117,307.3506,nan,nan,-1152.7593,146.7625,nan,nan,2.1733,nan
1279.702,4734.4307,4734430.5,nan,10.3245,0.5331,140.1219,140.1219,nan,nan,94.1913,0.8634,0.9,0.9165,1279.7019,0.5331,5.4598,nan,nan,nan,nan,15532.9092,2.1765,nan,nan,nan,-60.409,307.1437,nan,nan,-1152.8979,146.7702,nan,nan,2.1765,nan
1279.8544,4691.1797,4691180.0,nan,10.2426,0.5206,141.0369,141.0369,nan,nan,92.4023,0.8755,0.9125,0.9287,1279.8544,0.5206,5.4842,nan,nan,nan,nan,15391.0098,2.1707,nan,nan,nan,-60.2266,306.9548,nan,nan,-1153.0366,146.778,nan,nan,2.1707,nan
1280.0068,4654.2554,4654255.5,nan,10.219,0.4981,141.5206,141.5206,nan,nan,90.4403,0.9086,0.9478,0.9643,1280.0067,0.4981,5.3749,nan,nan,nan,nan,15269.8672,2.161,nan,nan,nan,-60.1509,306.7427,nan,nan,-1153.1752,146.7857,nan,nan,2.161,nan
1280.1592,4662.6021,4662602.5,nan,10.2417,0.5034,141.1169,141.1169,nan,nan,90.4319,0.9222,0.9629,0.9792,1280.1592,0.5034,5.2559,nan,nan,nan,nan,15297.252,2.1587,nan,nan,nan,-60.1333,306.4619,nan,nan,-1153.3138,146.7934,nan,nan,2.1587,nan
1280.3116,4698.7407,4698741.0,nan,10.2361,0.5329,140.3429,140.3429,nan,nan,91.4692,0.9071,0.9485,0.9642,1280.3115,0.5329,5.146,nan,nan,nan,nan,15415.8164,2.1635,nan,nan,nan,-60.1719,306.1191,nan,nan,-1153.4525,146.8011,nan,nan,2.1635,nan
1280.464,4743.6753,4743675.0,nan,10.1696,0.5642,139.5853,139.5853,nan,nan,92.0671,0.8944,0.9365,0.9513,1280.464,0.5642,5.0645,nan,nan,nan,nan,15563.2383,2.1724,nan,nan,nan,-60.2543,305.7896,nan,nan,-1153.5911,146.8088,nan,nan,2.1724,nan
1280.6164,4777.0024,4777002.0,nan,10.0853,0.5976,139.039,139.039,nan,nan,91.629,0.8973,0.9411,0.9552,1280.6163,0.5976,5.062,nan,nan,nan,nan,15672.5791,2.1791,nan,nan,nan,-60.4546,305.4907,nan,nan,-1153.7297,146.8165,nan,nan,2.1791,nan
1280.7688,4777.6978,4777697.5,nan,10.0804,0.5943,139.1846,139.1846,nan,nan,90.4592,0.8989,0.9438,0.9566,1280.7688,0.5943,5.1086,nan,nan,nan,nan,15674.8613,2.1817,nan,nan,nan,-60.8204,305.2301,nan,nan,-1153.8684,146.8242,nan,nan,2.1817,nan
1280.9212,4758.4131,4758413.0,nan,10.1657,0.5446,139.7872,139.7872,nan,nan,91.7062,0.906,0.9511,0.9627,1280.9211,0.5446,5.1905,nan,nan,nan,nan,15611.5908,2.1823,nan,nan,nan,-61.157,305.0922,nan,nan,-1154.007,146.832,nan,nan,2.1823,nan
1281.0736,4735.3335,4735333.5,nan,10.2372,0.5149,140.3655,140.3655,nan,nan,94.8657,0.9444,0.9898,1.0001,1281.0735,0.5149,5.2183,nan,nan,nan,nan,15535.8721,2.1807,nan,nan,nan,-61.2658,305.1203,nan,nan,-1154.1456,146.8397,nan,nan,2.1807,nan
1281.226,4744.6377,4744638.0,nan,10.2196,0.5254,139.8461,139.8461,nan,nan,94.3761,0.9934,1.0375,1.0467,1281.226,0.5254,5.2388,nan,nan,nan,nan,15566.3975,2.1769,nan,nan,nan,-61.2524,305.2282,nan,nan,-1154.2842,146.8474,nan,nan,2.1769,nan
1281.3784,4758.0024,4758002.5,nan,10.1541,0.5557,139.3764,139.3764,nan,nan,90.0922,0.9923,1.0312,1.0388,1281.3783,0.5557,5.206,nan,nan,nan,nan,15610.2441,2.1757,nan,nan,nan,-61.2997,305.3303,nan,nan,-1154.4229,146.8551,nan,nan,2.1757,nan
1281.5308,4787.5645,4787564.5,nan,10.102,0.574,138.8405,138.8405,nan,nan,88.3518,0.9439,0.9747,0.9808,1281.5308,0.574,5.0732,nan,nan,nan,nan,15707.2324,2.1808,nan,nan,nan,-61.4109,305.4543,nan,nan,-1154.5615,146.8628,nan,nan,2.1808,nan
1281.6832,4827.73,4827730.0,nan,10.0847,0.5596,138.1463,138.1463,nan,nan,90.5898,0.9082,0.9305,0.9358,1281.6831,0.5596,4.9005,nan,nan,nan,nan,15839.0098,2.1881,nan,nan,nan,-61.444,305.6102,nan,nan,-1154.7001,146.8705,nan,nan,2.1881,nan
1281.8356,4860.9893,4860989.5,nan,10.087,0.5329,137.5397,137.5397,nan,nan,92.545,0.9172,0.9335,0.9384,1281.8356,0.5329,4.7826,nan,nan,nan,nan,15948.1279,2.1935,nan,nan,nan,-61.4723,305.7812,nan,nan,-1154.8387,146.8782,nan,nan,2.1935,nan
1281.988,4871.0249,4871025.0,nan,10.0556,0.5297,137.4065,137.4065,nan,nan,92.4028,0.9648,0.9772,0.983,1281.9879,0.5297,4.7684,nan,nan,nan,nan,15981.0527,2.1959,nan,nan,nan,-61.6619,305.9982,nan,nan,-1154.9774,146.886,nan,nan,2.1959,nan
1282.1404,4864.0596,4864059.5,nan,9.9693,0.5341,137.4716,137.4716,nan,nan,91.3375,1.0097,1.0201,1.0271,1282.1404,0.5341,4.8477,nan,nan,nan,nan,15958.2012,2.1938,nan,nan,nan,-62.0105,306.2158,nan,nan,-1155.116,146.8937,nan,nan,2.1938,nan
1282.2928,4849.9893,4849989.5,nan,9.89,0.5161,138.103,138.103,nan,nan,89.993,1.0004,1.0105,1.0184,1282.2927,0.5161,5.0095,nan,nan,nan,nan,15912.0391,2.1975,nan,nan,nan,-62.3129,306.3287,nan,nan,-1155.2546,146.9014,nan,nan,2.1975,nan
1282.4452,4851.6074,4851607.5,nan,9.865,0.5067,138.0695,138.0695,nan,nan,89.5425,0.959,0.9704,0.9786,1282.4452,0.5067,5.2646,nan,nan,nan,nan,15917.3477,2.1977,nan,nan,nan,-62.3331,306.5009,nan,nan,-1155.3933,146.9091,nan,nan,2.1977,nan
1282.5976,4822.0591,4822059.0,nan,9.8813,0.5303,138.2518,138.2518,nan,nan,91.4234,0.9657,0.9801,0.9894,1282.5975,0.5303,5.5899,nan,nan,nan,nan,15820.4043,2.1872,nan,nan,nan,-62.0603,306.9745,nan,nan,-1155.5319,146.9168,nan,nan,2.1872,nan
1282.75,4702.3384,4702338.5,nan,9.9168,0.5709,140.8837,140.8837,nan,nan,94.8182,1.0392,1.0588,1.0703,1282.75,0.5709,5.7841,nan,nan,nan,nan,15427.6191,2.1735,nan,nan,nan,-61.8188,307.6761,nan,nan,-1155.6705,146.9245,nan,nan,2.1735,nan
1282.9024,4643.9185,4643918.5,nan,9.9643,0.5849,142.2097,142.2097,nan,nan,96.3083,1.0978,1.122,1.1355,1282.9023,0.5849,5.7407,nan,nan,nan,nan,15235.9531,2.1667,nan,nan,nan,-61.7605,308.3271,nan,nan,-1155.8092,146.9322,nan,nan,2.1667,nan
1283.0548,4608.7881,4608788.0,nan,10.021,0.5637,143.2275,143.2275,nan,nan,95.4708,1.0804,1.1064,1.12,1283.0547,0.5637,5.6406,nan,nan,nan,nan,15120.6953,2.1657,nan,nan,nan,-61.6025,308.7654,nan,nan,-1155.9478,146.9399,nan,nan,2.1657,nan
1283.2072,4568.3979,4568398.0,nan,10.0791,0.5229,144.4138,144.4138,nan,nan,95.0334,1.0239,1.0503,1.0628,1283.2072,0.5229,5.5167,nan,nan,nan,nan,14988.1826,2.1645,nan,nan,nan,-61.3372,308.974,nan,nan,-1156.0864,146.9477,nan,nan,2.1645,nan
1283.3596,4575.5249,4575524.5,nan,10.117,0.4912,144.0023,144.0023,nan,nan,96.272,0.9682,0.9951,1.0064,1283.3595,0.4912,5.3019,nan,nan,nan,nan,15011.5635,2.1617,nan,nan,nan,-61.1878,309.1226,nan,nan,-1156.225,146.9554,nan,nan,2.1617,nan
1283.512,4598.7495,4598749.5,nan,10.1217,0.4903,143.0895,143.0895,nan,nan,97.9401,0.9349,0.9626,0.9729,1283.512,0.4903,5.1346,nan,nan,nan,nan,15087.7607,2.1589,nan,nan,nan,-61.061,309.3715,nan,nan,-1156.3636,146.9631,nan,nan,2.1589,nan
1283.6644,4626.7041,4626704.5,nan,10.1151,0.536,142.0668,142.0668,nan,nan,99.0604,0.9448,0.9748,0.9851,1283.6643,0.536,5.1642,nan,nan,nan,nan,15179.4766,2.1565,nan,nan,nan,-60.7659,309.6589,nan,nan,-1156.5023,146.9708,nan,nan,2.1565,nan
1283.8168,4629.7671,4629767.0,nan,10.1176,0.6083,141.7622,141.7622,nan,nan,98.6587,0.983,1.0159,1.0257,1283.8168,0.6083,5.2426,nan,nan,nan,nan,15189.5244,2.1533,nan,nan,nan,-60.4528,310.0956,nan,nan,-1156.6409,146.9785,nan,nan,2.1533,nan
1283.9692,4605.9033,4605903.0,nan,10.1276,0.6355,142.0268,142.0268,nan,nan,98.2862,1.0122,1.0468,1.0559,1283.9691,0.6355,5.2569,nan,nan,nan,nan,15111.2314,2.1462,nan,nan,nan,-60.1253,311.0019,nan,nan,-1156.7795,146.9862,nan,nan,2.1462,nan
1284.1216,4580.3945,4580394.5,nan,10.1452,0.6055,142.1124,142.1124,nan,nan,99.3313,1.0178,1.0533,1.0613,1284.1216,0.6055,5.2541,nan,nan,nan,nan,15027.541,2.1356,nan,nan,nan,-59.669,312.1443,nan,nan,-1156.9182,146.9939,nan,nan,2.1356,nan
1284.274,4565.4189,4565419.0,nan,10.173,0.5918,142.0244,142.0244,nan,nan,98.9238,1.0025,1.0401,1.0472,1284.2739,0.5918,5.2519,nan,nan,nan,nan,14978.4092,2.1273,nan,nan,nan,-59.1874,312.903,nan,nan,-1157.0568,147.0016,nan,nan,2.1273,nan
1284.4264,4564.2676,4564267.5,nan,10.2036,0.5932,141.9067,141.9067,nan,nan,98.6304,0.9763,1.0176,1.0237,1284.4264,0.5932,5.2546,nan,nan,nan,nan,14974.6318,2.125,nan,nan,nan,-58.8308,312.9962,nan,nan,-1157.1954,147.0094,nan,nan,2.125,nan
1284.5788,4578.6812,4578681.0,nan,10.2528,0.5816,141.5265,141.5265,nan,nan,101.3671,0.9568,1.0024,1.008,1284.5787,0.5816,5.2037,nan,nan,nan,nan,15021.9189,2.126,nan,nan,nan,-58.6755,312.6471,nan,nan,-1157.3341,147.0171,nan,nan,2.126,nan
1284.7312,4612.0693,4612069.5,nan,10.3499,0.5681,140.6936,140.6936,nan,nan,101.7307,0.9568,1.0065,1.0121,1284.7312,0.5681,5.0915,nan,nan,nan,nan,15131.4609,2.1289,nan,nan,nan,-58.8251,312.2688,nan,nan,-1157.4724,147.0248,nan,nan,2.1289,nan
1284.8836,4697.2827,4697283.0,nan,10.434,0.5558,139.16,139.16,nan,nan,96.5796,0.9503,1.0018,1.0077,1284.8835,0.5558,5.1137,nan,nan,nan,nan,15411.0332,2.1446,nan,nan,nan,-59.1757,312.1644,nan,nan,-1157.6108,147.0325,nan,nan,2.1446,nan
1285.036,4842.4766,4842476.5,nan,10.3681,0.5426,137.6438,137.6438,nan,nan,91.3369,0.9243,0.9742,0.9806,1285.0359,0.5426,5.4231,nan,nan,nan,nan,15887.3896,2.1868,nan,nan,nan,-59.3679,312.2026,nan,nan,-1157.7491,147.0402,nan,nan,2.1868,nan
1285.1884,5023.0,5023000.0,nan,10.1444,0.5366,135.8099,135.8099,nan,nan,88.656,0.9108,0.9583,0.9657,1285.1884,0.5366,5.9242,nan,nan,nan,nan,16479.6582,2.2381,nan,nan,nan,-59.2471,312.15,nan,nan,-1157.8875,147.0479,nan,nan,2.2381,nan
1285.3408,5270.2695,5270269.5,nan,9.933,0.5425,131.9595,131.9595,nan,nan,86.2544,0.9294,0.9752,0.9838,1285.3407,0.5425,6.3191,nan,nan,nan,nan,17290.9102,2.2817,nan,nan,nan,-59.0314,312.0692,nan,nan,-1158.0259,147.0556,nan,nan,2.2817,nan
1285.4932,5494.7676,5494767.5,nan,9.8553,0.5575,129.0643,129.0643,nan,nan,83.131,0.9832,1.0289,1.0391,1285.4932,0.5575,6.5,nan,nan,nan,nan,18027.4531,2.3267,nan,nan,nan,-58.8668,312.1964,nan,nan,-1158.1642,147.0634,nan,nan,2.3267,nan
1285.6456,5595.959,5595959.0,nan,9.8061,0.551,129.5464,129.5464,nan,nan,80.7058,1.0437,1.0899,1.1016,1285.6455,0.551,6.653,nan,nan,nan,nan,18359.4453,2.3784,nan,nan,nan,-58.6807,312.5089,nan,nan,-1158.3026,147.0711,nan,nan,2.3784,nan
1285.798,5673.8521,5673852.5,nan,9.6827,0.5052,130.6849,130.6849,nan,nan,80.3052,1.088,1.1328,1.1448,1285.798,0.5052,6.8282,nan,nan,nan,nan,18615.0,2.4327,nan,nan,nan,-58.6096,312.8211,nan,nan,-1158.4409,147.0788,nan,nan,2.4327,nan
1285.9504,5634.1885,5634188.5,nan,9.5572,0.4689,133.2982,133.2982,nan,nan,79.1605,1.2182,1.2685,1.2815,1285.9503,0.4689,6.8276,nan,nan,nan,nan,18484.8711,2.464,nan,nan,nan,-58.7848,313.1284,nan,nan,-1158.5792,147.0865,nan,nan,2.464,nan
1286.1028,5529.4263,5529426.5,nan,9.5232,0.4699,135.719,135.719,nan,nan,75.1926,1.5343,1.6085,1.6244,1286.1028,0.4699,6.542,nan,nan,nan,nan,18141.1621,2.4621,nan,nan,nan,-58.9721,313.6069,nan,nan,-1158.7177,147.0942,nan,nan,2.4621,nan
1286.2552,5304.4248,5304425.0,nan,9.5545,0.484,137.4593,137.4593,nan,nan,71.6423,1.8013,1.9042,1.917,1286.2551,0.484,6.2327,nan,nan,nan,nan,17402.9688,2.3922,nan,nan,nan,-58.8278,314.2641,nan,nan,-1158.856,147.1019,nan,nan,2.3922,nan
1286.4076,5121.9077,5121908.0,nan,9.606,0.4818,137.2041,137.2041,nan,nan,71.4152,1.7071,1.8185,1.8228,1286.4076,0.4818,6.1253,nan,nan,nan,nan,16804.1602,2.3056,nan,nan,nan,-58.4645,314.8232,nan,nan,-1158.9943,147.1096,nan,nan,2.3056,nan
1286.56,4959.2393,4959239.0,nan,9.6404,0.4805,138.2996,138.2996,nan,nan,74.1468,1.3461,1.4351,1.4322,1286.5599,0.4805,6.0203,nan,nan,nan,nan,16270.4697,2.2502,nan,nan,nan,-58.1979,315.0208,nan,nan,-1159.1327,147.1174,nan,nan,2.2502,nan
1286.7124,4930.1431,4930143.0,nan,9.6654,0.4844,137.4837,137.4837,nan,nan,79.1948,1.0577,1.1292,1.1221,1286.7124,0.4844,5.8292,nan,nan,nan,nan,16175.0098,2.2238,nan,nan,nan,-58.1866,314.9826,nan,nan,-1159.271,147.1251,nan,nan,2.2238,nan
1286.8648,4971.8101,4971810.0,nan,9.733,0.4974,135.2218,135.2218,nan,nan,83.8989,0.9383,1.0028,0.9923,1286.8647,0.4974,5.7203,nan,nan,nan,nan,16311.7129,2.2057,nan,nan,nan,-58.4214,315.0128,nan,nan,-1159.4093,147.1328,nan,nan,2.2057,nan
1287.0172,4856.2607,4856261.0,nan,9.8322,0.5332,137.592,137.592,nan,nan,85.641,0.9096,0.9672,0.9538,1287.0171,0.5332,5.7094,nan,nan,nan,nan,15932.6143,2.1922,nan,nan,nan,-58.749,315.0524,nan,nan,-1159.5477,147.1405,nan,nan,2.1922,nan
1287.1696,4881.9478,4881948.0,nan,9.9181,0.563,136.4122,136.4122,nan,nan,86.9473,0.9133,0.9614,0.9454,1287.1696,0.563,5.7052,nan,nan,nan,nan,16016.8887,2.1849,nan,nan,nan,-59.0177,314.8411,nan,nan,-1159.686,147.1482,nan,nan,2.1849,nan
1287.322,4881.8706,4881870.5,nan,9.9974,0.5293,135.9149,135.9149,nan,nan,89.7304,0.9099,0.9466,0.9293,1287.3219,0.5293,5.6892,nan,nan,nan,nan,16016.6357,2.1769,nan,nan,nan,-59.374,314.4234,nan,nan,-1159.8245,147.1559,nan,nan,2.1769,nan
1287.4744,4792.334,4792334.0,nan,10.0864,0.4761,137.8183,137.8183,nan,nan,90.9847,0.8786,0.9052,0.8878,1287.4744,0.4761,5.6697,nan,nan,nan,nan,15722.8809,2.1669,nan,nan,nan,-59.9121,314.1032,nan,nan,-1159.9628,147.1636,nan,nan,2.1669,nan
1287.6268,4795.9116,4795912.0,nan,10.1543,0.4598,138.1222,138.1222,nan,nan,89.2902,0.8185,0.8376,0.8211,1287.6267,0.4598,5.7725,nan,nan,nan,nan,15734.6191,2.1733,nan,nan,nan,-60.3698,314.0948,nan,nan,-1160.1011,147.1714,nan,nan,2.1733,nan
1287.7792,4951.8589,4951859.0,nan,10.1604,0.4817,136.4622,136.4622,nan,nan,87.8804,0.7593,0.7749,0.7596,1287.7792,0.4817,6.1105,nan,nan,nan,nan,16246.2568,2.217,nan,nan,nan,-60.6161,314.3501,nan,nan,-1160.2395,147.1791,nan,nan,2.217,nan
1287.9316,5256.3467,5256347.0,nan,10.0509,0.5057,133.4978,133.4978,nan,nan,88.3281,0.7455,0.7599,0.745,1287.9315,0.5057,6.5537,nan,nan,nan,nan,17245.2324,2.3022,nan,nan,nan,-60.7174,314.6552,nan,nan,-1160.3778,147.1868,nan,nan,2.3022,nan
1288.084,5545.3442,5545344.5,nan,9.8485,0.5141,131.3884,131.3884,nan,nan,88.9222,0.8186,0.8324,0.8178,1288.084,0.5141,6.7568,nan,nan,nan,nan,18193.3867,2.3904,nan,nan,nan,-60.6178,314.8617,nan,nan,-1160.5161,147.1945,nan,nan,2.3904,nan
1288.2364,5653.2271,5653227.0,nan,9.6769,0.5209,130.0834,130.0834,nan,nan,86.3231,1.016,1.0347,1.0154,1288.2363,0.5209,6.5354,nan,nan,nan,nan,18547.332,2.4127,nan,nan,nan,-60.4071,314.9966,nan,nan,-1160.6545,147.2022,nan,nan,2.4127,nan
1288.3888,5525.5986,5525598.5,nan,9.639,0.5301,129.5025,129.5025,nan,nan,79.1098,1.2715,1.2993,1.2749,1288.3888,0.5301,6.2405,nan,nan,nan,nan,18128.6035,2.3477,nan,nan,nan,-60.2309,315.15,nan,nan,-1160.7928,147.2099,nan,nan,2.3477,nan
1288.5412,5198.8286,5198828.5,nan,9.7455,0.5278,132.3716,132.3716,nan,nan,73.3662,1.3617,1.3991,1.3768,1288.5411,0.5278,6.0918,nan,nan,nan,nan,17056.5234,2.2578,nan,nan,nan,-60.1094,315.3326,nan,nan,-1160.9313,147.2176,nan,nan,2.2578,nan
1288.6936,4884.4902,4884490.5,nan,9.9277,0.5169,137.6704,137.6704,nan,nan,77.0108,1.1808,1.2201,1.2079,1288.6936,0.5169,6.0393,nan,nan,nan,nan,16025.2314,2.2062,nan,nan,nan,-60.2001,315.4188,nan,nan,-1161.0696,147.2253,nan,nan,2.2062,nan
1288.846,4873.3281,4873328.0,nan,10.0994,0.5083,138.0545,138.0545,nan,nan,85.7579,0.933,0.9669,0.9627,1288.8459,0.5083,6.0243,nan,nan,nan,nan,15988.6084,2.2073,nan,nan,nan,-60.5149,315.3331,nan,nan,-1161.2079,147.2331,nan,nan,2.2073,nan
1288.9984,5046.9131,5046913.0,nan,10.2523,0.5041,135.5952,135.5952,nan,nan,89.5306,0.8223,0.8572,0.8576,1288.9983,0.5041,6.0436,nan,nan,nan,nan,16558.1133,2.2452,nan,nan,nan,-60.6073,315.1349,nan,nan,-1161.3463,147.2408,nan,nan,2.2452,nan
1289.1508,5248.5068,5248506.5,nan,10.3657,0.5183,133.0874,133.0874,nan,nan,87.9751,0.8303,0.8653,0.8699,1289.1508,0.5183,6.0628,nan,nan,nan,nan,17219.5098,2.2917,nan,nan,nan,-60.3996,314.8686,nan,nan,-1161.4846,147.2485,nan,nan,2.2917,nan
1289.3032,5512.998,5512998.0,nan,10.3467,0.5402,128.7094,128.7094,nan,nan,86.8141,0.8798,0.9108,0.9201,1289.3031,0.5402,6.0394,nan,nan,nan,nan,18087.2637,2.328,nan,nan,nan,-60.3619,314.534,nan,nan,-1161.6229,147.2562,nan,nan,2.328,nan
1289.4556,5700.7314,5700731.5,nan,10.2222,0.5495,126.1175,126.1175,nan,nan,86.1501,0.9132,0.935,0.9485,1289.4556,0.5495,5.9926,nan,nan,nan,nan,18703.1875,2.3588,nan,nan,nan,-60.7203,314.0624,nan,nan,-1161.7614,147.2639,nan,nan,2.3588,nan
1289.608,5547.7354,5547735.5,nan,10.1406,0.5411,130.7879,130.7879,nan,nan,83.053,0.9453,0.9564,0.9737,1289.6079,0.5411,5.9524,nan,nan,nan,nan,18201.2324,2.3805,nan,nan,nan,-61.157,313.4158,nan,nan,-1161.8997,147.2716,nan,nan,2.3805,nan
1289.7604,5502.3306,5502330.5,nan,10.1507,0.5197,131.1137,131.1137,nan,nan,78.5862,0.9979,0.9999,1.0216,1289.7604,0.5197,5.854,nan,nan,nan,nan,18052.2656,2.3669,nan,nan,nan,-61.3378,312.8162,nan,nan,-1162.0381,147.2793,nan,nan,2.3669,nan
1289.9128,5535.0918,5535092.0,nan,10.2114,0.489,127.4026,127.4026,nan,nan,76.0781,1.0541,1.0507,1.0761,1289.9127,0.489,5.7905,nan,nan,nan,nan,18159.75,2.3136,nan,nan,nan,-61.4295,312.5046,nan,nan,-1162.1764,147.287,nan,nan,2.3136,nan
1290.0652,5518.2305,5518230.5,nan,10.3048,0.4627,126.4331,126.4331,nan,nan,75.2641,1.0452,1.042,1.0669,1290.0652,0.4627,6.0975,nan,nan,nan,nan,18104.4316,2.289,nan,nan,nan,-61.6956,312.3349,nan,nan,-1162.3147,147.2948,nan,nan,2.289,nan
1290.2176,5232.606,5232606.0,nan,10.3272,0.4619,135.0995,135.0995,nan,nan,74.0117,0.9536,0.9539,0.9739,1290.2175,0.4619,6.4059,nan,nan,nan,nan,17167.3418,2.3193,nan,nan,nan,-61.951,312.0241,nan,nan,-1162.4531,147.3025,nan,nan,2.3193,nan
1290.37,5284.7979,5284798.0,nan,10.2167,0.4945,136.6606,136.6606,nan,nan,71.6777,0.9039,0.9067,0.9236,1290.37,0.4945,6.1933,nan,nan,nan,nan,17338.5762,2.3695,nan,nan,nan,-61.979,311.558,nan,nan,-1162.5914,147.3102,nan,nan,2.3695,nan
1290.5224,5239.2197,5239220.0,nan,10.0965,0.5386,137.6924,137.6924,nan,nan,69.9075,0.9858,0.9908,1.0093,1290.5223,0.5386,5.6353,nan,nan,nan,nan,17189.041,2.3668,nan,nan,nan,-62.0397,311.0798,nan,nan,-1162.7297,147.3179,nan,nan,2.3668,nan
