DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,NPHI,PEF,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,TEMP,VCL,WATER_VOL,ZLT
1404.948,6499.978,6499978.0,nan,8.888,8.888,112.073,0.0,nan,77.9768,3.856,4.289,0.4095,3.785,nan,1.6291,0.143,0.0045,0.01,21325.3867,2.39,3.856,14.8687,443.531,0.936,0.936,0.8817,-1341.588,155.8097,69.277,0.0042,4.0
1405.1001,5919.5479,5919548.0,nan,8.905,8.905,118.222,4.0,nan,84.3565,3.902,4.314,0.4394,3.465,nan,7.501,0.1708,0.0254,0.0254,19421.0898,2.296,3.902,15.2256,443.788,0.7962,0.7962,0.6923,-1341.74,155.8178,72.712,0.0202,4.0
1405.2521,5481.438,5481438.0,nan,8.912,8.912,123.723,4.0,nan,88.3259,4.171,4.603,0.4784,3.193,nan,13.5697,0.2062,0.0615,0.0615,17983.7207,2.225,4.171,17.3972,444.39,0.6767,0.6767,0.6336,-1341.8921,155.826,72.348,0.0416,4.0
1405.4041,5054.8042,5054804.0,nan,8.912,8.912,130.246,4.0,nan,89.4216,4.411,4.858,0.502,3.009,nan,16.812,0.2391,0.0997,0.0997,16584.0039,2.16,4.411,19.4569,445.241,0.6003,0.6003,0.6342,-1342.0441,155.8343,69.724,0.0598,4.0
1405.556,4716.5581,4716558.0,nan,8.912,8.912,135.903,4.0,nan,88.9338,4.306,4.696,0.4875,2.981,nan,19.3205,0.2704,0.1449,0.1449,15474.2715,2.103,4.306,18.5416,446.423,0.5648,0.5648,0.653,-1342.196,155.8424,62.714,0.0819,4.0
1405.708,4518.3218,4518321.5,nan,8.911,8.911,139.572,4.0,nan,88.9906,3.928,4.227,0.4612,3.086,nan,26.2562,0.2956,0.1861,0.1861,14823.8896,2.069,3.928,15.4292,447.946,0.5619,0.5619,0.6816,-1342.348,155.8506,54.747,0.1046,4.0
1405.8601,4499.8906,4499890.5,nan,8.907,8.907,139.805,4.0,nan,89.5419,3.554,3.785,0.4608,3.273,nan,35.5477,0.2985,0.1898,0.1898,14763.4209,2.064,3.554,12.6309,449.516,0.5878,0.5878,0.7013,-1342.5001,155.8589,54.359,0.1115,4.0
1406.0121,4703.2949,4703295.0,nan,8.911,8.911,135.703,4.0,nan,90.4741,3.261,3.448,0.4895,3.502,nan,33.2902,0.2757,0.1518,0.1518,15430.7568,2.094,3.261,10.6341,450.748,0.6434,0.6434,0.7129,-1342.652,155.867,61.931,0.0977,4.0
1406.1641,5074.3486,5074348.5,nan,8.932,8.932,129.444,4.0,nan,91.8643,3.003,3.155,0.5071,3.758,nan,20.0422,0.2342,0.09,0.09,16648.125,2.155,3.003,9.018,451.529,0.7669,0.7669,0.7363,-1342.8041,155.8752,72.075,0.069,4.0
1406.316,5471.561,5471561.0,nan,8.963,8.963,124.392,4.0,nan,92.2378,2.793,2.914,0.4969,3.99,nan,10.3492,0.1952,0.0386,0.0386,17951.3164,2.233,2.793,7.8008,451.891,0.8949,0.8949,0.7696,-1342.9561,155.8835,78.297,0.0345,4.0
1406.468,5797.6616,5797662.0,nan,8.994,8.994,121.128,0.0,nan,91.0123,2.629,2.723,0.4791,4.113,nan,5.5621,0.1722,0.0142,0.0142,19021.1992,2.304,2.629,6.9116,451.868,0.9545,0.9545,0.8606,-1343.108,155.8916,79.016,0.0136,4.0
1406.62,6086.1997,6086200.0,nan,9.011,9.011,118.19,0.0,nan,89.8039,2.482,2.558,0.4629,4.107,nan,0.7587,0.1574,0.0023,0.01,19967.8477,2.36,2.482,6.1603,451.568,0.9923,0.9923,0.9754,-1343.26,155.8998,77.602,0.0023,4.0
1406.7721,6343.5049,6343505.0,nan,9.0,9.0,115.366,0.0,nan,89.6762,2.429,2.503,0.4443,4.051,nan,0.0743,0.149,0.0001,0.01,20812.0234,2.401,2.429,5.9,451.009,1.0,1.0,1.0,-1343.4121,155.9081,74.495,0.0001,4.0
1406.9241,6617.8403,6617840.5,nan,8.976,8.976,111.689,0.0,nan,90.1038,2.556,2.648,0.4278,4.005,nan,0.022,0.1427,0.0001,0.01,21712.0742,2.425,2.556,6.5331,450.027,1.0,1.0,1.0,-1343.5641,155.9162,71.369,0.0001,4.0
1407.076,6888.9521,6888952.0,nan,8.959,8.959,107.559,0.0,nan,89.0346,2.786,2.905,0.4207,4.059,nan,0.0173,0.1384,0.0001,0.01,22601.5488,2.431,2.786,7.7618,448.678,1.0,1.0,1.0,-1343.7161,155.9244,69.178,0.0001,4.0
1407.228,6977.7529,6977753.0,nan,8.955,8.955,105.666,0.0,nan,85.7925,2.903,3.034,0.4149,4.169,nan,0.4508,0.1364,0.0004,0.01,22892.8887,2.419,2.903,8.4274,447.283,1.0,1.0,0.9717,-1343.868,155.9326,68.006,0.0004,4.0
1407.38,6944.1797,6944179.5,nan,8.939,8.939,105.299,0.0,nan,82.7385,2.881,3.003,0.3991,4.123,nan,1.5138,0.1372,0.0052,0.01,22782.7402,2.399,2.881,8.3002,445.978,1.0,1.0,0.9322,-1344.02,155.9408,66.003,0.0052,4.0
1407.5321,6888.103,6888103.0,nan,8.898,8.898,105.581,0.0,nan,81.7322,2.867,2.973,0.376,3.928,nan,2.6106,0.142,0.0183,0.0183,22598.7637,2.386,2.867,8.2197,444.677,1.0,1.0,0.9201,-1344.172,155.949,61.848,0.0183,4.0
1407.6841,6865.2017,6865202.0,nan,8.856,8.856,105.8,0.0,nan,81.3307,2.889,2.982,0.3617,3.915,nan,3.4934,0.1504,0.0349,0.0349,22523.627,2.383,2.889,8.3463,443.235,1.0,1.0,0.9089,-1344.324,155.9572,57.729,0.0349,4.0
1407.836,6909.9697,6909969.5,nan,8.832,8.832,105.291,0.0,nan,79.9145,2.893,2.985,0.3708,4.333,nan,3.7481,0.1545,0.0393,0.0393,22670.5039,2.387,2.893,8.3694,441.635,1.0,1.0,0.9016,-1344.4761,155.9654,57.599,0.0393,4.0
1407.988,6990.3745,6990374.5,nan,8.815,8.815,105.388,0.0,nan,77.1407,2.913,3.023,0.3978,4.912,nan,2.3879,0.1499,0.028,0.028,22934.3008,2.417,2.913,8.4856,440.199,1.0,1.0,0.8954,-1344.6281,155.9736,60.94,0.028,4.0
1408.14,7039.8286,7039828.5,nan,8.796,8.796,106.596,0.0,nan,74.4844,2.976,3.128,0.4211,4.975,nan,0.3093,0.1432,0.0161,0.0161,23096.5508,2.462,2.976,8.8566,439.42,1.0,1.0,0.8901,-1344.78,155.9818,63.514,0.0161,4.0
1408.2921,7146.4678,7146467.5,nan,8.785,8.785,106.029,0.0,nan,73.799,3.009,3.216,0.4371,4.555,nan,0.0178,0.1444,0.0255,0.0255,23446.416,2.486,3.009,9.0541,439.489,1.0,1.0,0.9127,-1344.932,155.99,59.46,0.0255,4.0
1408.4441,7596.1387,7596138.5,nan,8.775,8.775,100.274,0.0,nan,72.6387,3.078,3.363,0.4602,4.546,nan,0.0031,0.1557,0.0656,0.0656,24921.7148,2.499,3.078,9.4741,440.05,1.0,1.0,0.9627,-1345.0841,155.9982,45.067,0.0656,4.0
1408.5961,8436.9844,8436984.0,nan,8.747,8.747,92.99,0.0,nan,67.5931,3.459,3.916,0.4848,5.16,nan,0.0024,0.1501,0.0867,0.0867,27680.3945,2.574,3.459,11.9647,440.518,1.0,1.0,0.9942,-1345.2361,156.0064,31.732,0.0867,4.0
1408.748,9125.8096,9125810.0,nan,8.701,8.701,89.645,0.0,nan,60.4464,4.386,5.265,0.4827,5.579,nan,0.0021,0.1155,0.0519,0.0519,29940.3223,2.684,4.386,19.237,440.664,1.0,1.0,1.0,-1345.3881,156.0146,31.789,0.0519,4.0
1408.9,8966.0781,8966078.0,nan,8.668,8.668,91.514,0.0,nan,56.8829,5.29,6.691,0.4528,4.74,nan,0.0022,0.0873,0.0099,0.01,29416.2656,2.692,5.29,27.9841,440.71,1.0,1.0,1.0,-1345.54,156.0228,38.705,0.0099,4.0
1409.0521,7906.127,7906127.0,nan,8.654,8.654,99.735,0.0,nan,59.6223,5.268,6.551,0.4304,3.524,nan,0.0024,0.0933,0.0001,0.01,25938.7363,2.587,5.268,27.7518,440.925,1.0,1.0,1.0,-1345.692,156.031,46.642,0.0001,4.0
1409.2041,6683.98,6683980.0,nan,8.649,8.649,110.219,0.0,nan,66.0881,4.939,5.888,0.4333,3.033,nan,0.6721,0.1303,0.0126,0.0126,21929.0684,2.417,4.939,24.3937,441.403,0.8938,0.8938,0.8648,-1345.844,156.0392,58.874,0.0113,4.0
1409.3561,5985.5771,5985577.0,nan,8.648,8.648,116.816,0.0,nan,71.9892,5.155,5.974,0.4432,2.921,nan,5.8755,0.1775,0.048,0.048,19637.7207,2.294,5.155,26.574,441.997,0.6941,0.6941,0.6678,-1345.996,156.0474,64.758,0.0333,4.0
1409.508,5615.5967,5615596.5,nan,8.652,8.652,120.333,4.0,nan,75.1719,5.764,6.555,0.4441,2.86,nan,13.5822,0.2134,0.0895,0.0895,18423.873,2.217,5.764,33.2237,442.465,0.5725,0.5725,0.64,-1346.1481,156.0556,61.946,0.0513,4.0
1409.66,5340.6138,5340614.0,nan,8.655,8.655,123.504,4.0,nan,76.8149,6.3,7.081,0.4504,2.795,nan,20.1694,0.2383,0.1201,0.1201,17521.6992,2.164,6.3,39.69,442.787,0.5091,0.5091,0.661,-1346.3,156.0638,59.078,0.0612,4.0
1409.812,5152.8701,5152870.0,nan,8.653,8.653,126.111,4.0,nan,78.4736,6.613,7.435,0.4671,2.759,nan,23.1807,0.254,0.1361,0.1361,16905.7422,2.132,6.613,43.7318,443.194,0.472,0.472,0.6675,-1346.452,156.072,58.978,0.0642,4.0
1409.9641,5069.4932,5069493.0,nan,8.644,8.644,127.644,4.0,nan,79.3199,6.819,7.758,0.4883,2.721,nan,21.1081,0.2625,0.143,0.143,16632.1953,2.123,6.819,46.4988,443.748,0.4516,0.4516,0.6676,-1346.604,156.0802,59.758,0.0646,4.0
1410.1161,5024.4233,5024423.0,nan,8.635,8.635,128.607,4.0,nan,77.9626,6.944,8.026,0.4906,2.679,nan,17.3047,0.2664,0.1492,0.1492,16484.3281,2.12,6.944,48.2191,444.255,0.4446,0.4446,0.668,-1346.7561,156.0884,58.596,0.0663,4.0
1410.268,5042.144,5042144.0,nan,8.633,8.633,128.155,4.0,nan,76.0743,6.899,8.072,0.4665,2.66,nan,16.1573,0.2676,0.1579,0.1579,16542.4668,2.12,6.899,47.5962,444.621,0.4533,0.4533,0.6799,-1346.9081,156.0966,54.853,0.0716,4.0
1410.42,5166.6797,5166679.5,nan,8.636,8.636,125.066,4.0,nan,76.2312,6.479,7.611,0.4424,2.601,nan,19.7235,0.2678,0.1666,0.1666,16951.0488,2.12,6.479,41.9774,444.957,0.482,0.482,0.7146,-1347.0601,156.1048,50.588,0.0803,4.0
1410.572,5391.417,5391417.0,nan,8.633,8.633,120.305,1.0,nan,77.1395,5.556,6.476,0.4395,2.444,nan,24.6426,0.2678,0.1747,0.1747,17688.375,2.128,5.556,30.8691,445.362,0.5365,0.5365,0.7681,-1347.212,156.113,46.584,0.0937,4.0
1410.7241,5625.8833,5625883.5,nan,8.622,8.622,115.562,1.0,nan,75.7367,4.454,5.144,0.4215,2.258,nan,28.1344,0.2682,0.1862,0.1862,18457.623,2.133,4.454,19.8381,445.924,0.616,0.616,0.8216,-1347.3641,156.1212,41.005,0.1147,4.0
1410.8761,5786.0854,5786085.5,nan,8.619,8.619,112.099,1.0,nan,72.8247,3.689,4.261,0.3773,2.176,nan,36.98,0.2712,0.2039,0.2039,18983.2207,2.128,3.689,13.6087,446.64,0.6949,0.6949,0.8574,-1347.5161,156.1294,33.687,0.1417,4.0
1411.028,5831.4712,5831471.5,nan,8.633,8.633,111.122,1.0,nan,71.8815,3.385,3.969,0.3489,2.232,nan,54.0471,0.2738,0.2165,0.2165,19132.125,2.126,3.385,11.4582,447.299,0.7401,0.7401,0.8697,-1347.668,156.1376,28.626,0.1602,4.0
1411.18,5847.7051,5847705.0,nan,8.658,8.658,111.439,1.0,nan,73.7298,3.426,4.135,0.3456,2.367,nan,64.5731,0.2672,0.2091,0.2091,19185.3828,2.138,3.426,11.7375,447.85,0.7508,0.7508,0.8625,-1347.8201,156.1458,29.05,0.157,4.0
1411.332,5906.9346,5906934.5,nan,8.687,8.687,111.56,1.0,nan,76.4633,3.613,4.503,0.3499,2.549,nan,59.5043,0.2531,0.1874,0.1874,19379.7051,2.162,3.613,13.0538,448.546,0.7513,0.7513,0.8494,-1347.972,156.154,32.867,0.1408,4.0
1411.4841,6035.1792,6035179.0,nan,8.714,8.714,110.553,1.0,nan,78.2651,3.693,4.701,0.3582,2.801,nan,48.0371,0.2389,0.172,0.172,19800.457,2.189,3.693,13.6382,449.332,0.7809,0.7809,0.864,-1348.124,156.1622,33.451,0.1343,4.0
1411.6361,6525.8223,6525822.5,nan,8.729,8.729,103.689,1.0,nan,79.271,3.626,4.656,0.3713,3.183,nan,36.11,0.2333,0.1914,0.1914,21410.1777,2.22,3.626,13.1479,449.935,0.8767,0.8767,0.9271,-1348.276,156.1704,20.897,0.1678,4.0
1411.7881,7510.0635,7510063.5,nan,8.758,8.758,92.048,1.0,nan,79.0618,3.601,4.664,0.3857,3.783,nan,23.739,0.2297,0.2203,0.2203,24639.3164,2.268,3.601,12.9672,450.373,0.9737,0.9737,0.9852,-1348.4281,156.1786,4.704,0.2145,4.0
1411.94,8415.6016,8415601.0,nan,8.819,8.819,85.222,1.0,nan,75.5569,3.751,4.918,0.4106,4.605,nan,10.6723,0.2119,0.2059,0.2059,27610.2402,2.353,3.751,14.07,450.754,1.0,1.0,1.0,-1348.5801,156.1868,3.022,0.2059,4.0
1412.092,8579.7158,8579716.0,nan,8.878,8.878,87.251,1.0,nan,70.3076,3.735,4.8,0.4334,5.09,nan,1.6175,0.1746,0.1238,0.1238,28148.6738,2.456,3.735,13.9502,451.127,1.0,1.0,1.0,-1348.7321,156.195,25.404,0.1238,4.0
1412.2441,7861.7178,7861718.0,nan,8.91,8.91,97.158,1.0,nan,68.9803,3.184,3.8,0.4472,4.793,nan,0.0657,0.1435,0.0285,0.0285,25793.0371,2.506,3.184,10.1379,451.781,1.0,1.0,1.0,-1348.884,156.2032,57.488,0.0285,4.0
1412.3961,7044.5024,7044502.5,nan,8.957,8.957,108.256,0.0,nan,73.7232,2.53,2.821,0.4645,4.504,nan,0.0036,0.1406,0.0008,0.01,23111.8848,2.502,2.53,6.4009,452.792,1.0,1.0,1.0,-1349.0361,156.2114,69.904,0.0008,4.0
1412.5481,6670.625,6670625.0,nan,9.019,9.019,113.364,0.0,nan,79.793,2.227,2.387,0.4826,4.551,nan,0.0024,0.1451,0.003,0.01,21885.2539,2.481,2.227,4.9595,453.656,1.0,1.0,1.0,-1349.1881,156.2196,71.029,0.003,5.0
1412.7,6712.2988,6712298.5,nan,9.021,9.021,111.752,0.0,nan,82.3435,2.217,2.327,0.4782,4.707,nan,0.0026,0.1477,0.0084,0.01,22021.9766,2.461,2.217,4.9151,453.92,1.0,1.0,1.0,-1349.34,156.2278,69.637,0.0084,5.0
1412.852,6926.1172,6926117.0,nan,8.953,8.953,107.906,0.0,nan,81.5382,2.331,2.411,0.4642,4.816,nan,0.0042,0.1473,0.0134,0.0134,22723.4805,2.452,2.331,5.4336,453.666,1.0,1.0,1.0,-1349.4921,156.236,66.956,0.0134,5.0
1413.0041,6992.251,6992251.0,nan,8.895,8.895,106.929,0.0,nan,81.0531,2.39,2.446,0.4629,4.899,nan,0.0055,0.1444,0.0141,0.0141,22940.457,2.453,2.39,5.7121,453.248,1.0,1.0,1.0,-1349.644,156.2442,65.172,0.0141,5.0
1413.1561,6998.7666,6998766.5,nan,8.885,8.885,106.873,0.0,nan,81.9991,2.422,2.467,0.467,4.795,nan,0.0055,0.141,0.0134,0.0134,22961.832,2.454,2.422,5.8661,452.858,1.0,1.0,1.0,-1349.796,156.2524,63.832,0.0134,5.0
1413.3081,7053.9175,7053917.5,nan,8.893,8.893,105.951,0.0,nan,81.9734,2.583,2.634,0.4595,4.475,nan,0.0059,0.1383,0.0155,0.0155,23142.7734,2.452,2.583,6.6719,452.446,1.0,1.0,1.0,-1349.948,156.2606,61.431,0.0155,5.0
1413.46,7292.4482,7292448.0,nan,8.9,8.9,102.778,0.0,nan,79.8375,2.981,3.056,0.4362,4.385,nan,0.0063,0.1379,0.0305,0.0305,23925.3555,2.459,2.981,8.8864,452.062,1.0,1.0,1.0,-1350.1001,156.2688,53.684,0.0305,5.0
1413.612,8003.0181,8003018.0,nan,8.9,8.9,95.176,0.0,0.0,75.2731,3.742,3.865,0.4261,4.823,nan,0.0041,0.1337,0.0508,0.0508,26256.6211,2.499,3.742,14.0026,451.996,1.0,1.0,1.0,-1350.2521,156.277,41.432,0.0508,6.0
1413.764,8873.2529,8873253.0,nan,8.897,8.897,89.105,0.0,0.0,68.192,4.99,5.194,0.4479,5.472,nan,0.0029,0.1137,0.0403,0.0403,29111.7227,2.594,4.99,24.9001,452.317,1.0,1.0,1.0,-1350.4041,156.2852,36.7,0.0403,6.0
1413.9161,9256.3545,9256354.0,nan,8.898,8.898,88.249,0.0,0.0,60.2959,6.126,6.291,0.4727,5.567,nan,0.0025,0.0915,0.011,0.011,30368.6172,2.68,6.126,37.5279,452.908,1.0,1.0,1.0,-1350.556,156.2934,40.209,0.011,6.0
1414.0681,8849.0312,8849032.0,nan,8.905,8.905,91.45,0.0,0.0,56.9033,5.657,5.513,0.4665,5.026,nan,0.0022,0.0915,0.0032,0.01,29032.2559,2.655,5.657,32.0016,453.865,1.0,1.0,1.0,-1350.7081,156.3016,44.155,0.0032,6.0
1414.22,7782.375,7782375.0,nan,8.91,8.91,99.676,0.0,0.0,61.0955,4.224,3.918,0.4539,4.731,nan,0.0021,0.1096,0.0051,0.01,25532.7266,2.545,4.224,17.8422,455.154,1.0,1.0,1.0,-1350.8601,156.3098,52.229,0.0051,6.0
1414.372,6922.9116,6922912.0,nan,8.922,8.922,108.0,0.0,0.0,69.8935,3.287,2.98,0.4642,4.825,nan,0.0066,0.1298,0.002,0.01,22712.9648,2.453,3.287,10.8044,456.454,1.0,1.0,1.0,-1351.0121,156.318,63.894,0.002,6.0
1414.524,6535.9575,6535957.5,nan,8.95,8.95,112.482,0.0,0.0,77.1872,2.849,2.572,0.4879,4.904,nan,0.018,0.1444,0.0008,0.01,21443.4297,2.412,2.849,8.1168,457.594,1.0,1.0,1.0,-1351.1641,156.3262,71.807,0.0008,6.0
1414.6761,6320.895,6320895.0,nan,8.973,8.973,115.634,0.0,0.0,80.6229,2.596,2.366,0.5059,4.858,nan,0.0249,0.154,0.0025,0.01,20737.8457,2.398,2.596,6.7392,458.63,1.0,1.0,1.0,-1351.316,156.3344,75.784,0.0025,6.0
1414.8281,6196.7983,6196798.5,nan,8.977,8.977,117.507,0.0,0.0,81.0521,2.415,2.239,0.5066,4.837,nan,0.0272,0.1608,0.0052,0.01,20330.7031,2.389,2.415,5.8322,459.488,1.0,1.0,1.0,-1351.468,156.3426,77.839,0.0052,6.0
1414.98,6228.5659,6228566.0,nan,8.977,8.977,116.663,0.0,0.0,79.4349,2.334,2.207,0.487,4.815,nan,0.0312,0.1638,0.0091,0.01,20434.9277,2.384,2.334,5.4476,460.043,1.0,1.0,1.0,-1351.62,156.3508,77.33,0.0091,6.0
1415.132,6320.7554,6320755.5,nan,8.968,8.968,115.299,0.0,0.0,76.9424,2.372,2.289,0.4653,4.795,nan,0.0358,0.1612,0.0106,0.0106,20737.3867,2.391,2.372,5.6264,460.238,1.0,1.0,1.0,-1351.7721,156.359,75.305,0.0106,6.0
1415.284,6385.6987,6385698.5,nan,8.939,8.939,114.556,0.0,0.0,75.2549,2.5,2.456,0.4705,4.671,nan,0.0376,0.1558,0.0086,0.01,20950.4551,2.4,2.5,6.25,460.107,1.0,1.0,1.0,-1351.9241,156.3672,73.578,0.0086,6.0
1415.4361,6360.4189,6360419.0,nan,8.917,8.917,114.58,0.0,0.0,74.8722,2.657,2.647,0.4888,4.422,nan,0.0409,0.1522,0.0057,0.01,20867.5156,2.391,2.657,7.0596,459.818,1.0,1.0,1.0,-1352.076,156.3754,73.258,0.0057,6.0
1415.5881,6259.6611,6259661.0,nan,8.916,8.916,115.207,0.0,0.0,76.2696,2.815,2.829,0.4901,4.277,nan,0.0527,0.1521,0.0018,0.01,20536.9453,2.366,2.815,7.9242,459.503,1.0,1.0,1.0,-1352.228,156.3836,75.212,0.0018,6.0
1415.7401,6231.5513,6231551.5,nan,8.918,8.918,114.993,0.0,0.0,79.7819,2.96,2.984,0.4683,4.329,nan,1.0961,0.1528,0.0001,0.01,20444.7227,2.351,2.96,8.7616,459.155,1.0,1.0,1.0,-1352.38,156.3918,76.407,0.0001,6.0
1415.892,6294.1123,6294112.5,nan,8.905,8.905,114.189,0.0,0.0,84.2757,3.062,3.078,0.4493,4.616,nan,2.4692,0.1514,0.0001,0.01,20649.9746,2.358,3.062,9.3758,458.765,1.0,1.0,1.0,-1352.5321,156.4,75.702,0.0001,6.0
1416.044,6379.4409,6379441.0,nan,8.893,8.893,113.665,0.0,0.0,88.7776,3.102,3.099,0.4509,5.033,nan,0.8805,0.1487,0.0001,0.01,20929.9258,2.379,3.102,9.6224,458.383,1.0,1.0,1.0,-1352.6841,156.4082,74.348,0.0001,6.0
1416.1961,6462.4946,6462495.0,nan,8.897,8.897,113.289,0.0,0.0,92.8165,3.098,3.077,0.4807,5.336,nan,0.114,0.1462,0.0001,0.01,21202.4102,2.402,3.098,9.5976,458.135,1.0,1.0,1.0,-1352.8361,156.4164,73.082,0.0001,6.0
1416.3481,6568.4277,6568427.5,nan,8.914,8.914,112.39,0.0,0.0,94.1481,3.106,3.071,0.5213,5.391,nan,0.0208,0.1452,0.0001,0.01,21549.959,2.422,3.106,9.6472,458.1,1.0,1.0,1.0,-1352.988,156.4246,72.575,0.0001,6.0
1416.5001,6696.4849,6696485.0,nan,8.93,8.93,110.878,0.0,0.0,91.2666,3.149,3.107,0.5337,5.274,nan,0.008,0.1433,0.0001,0.01,21970.0938,2.436,3.149,9.9162,457.986,1.0,1.0,1.0,-1353.14,156.4328,71.625,0.0001,6.0
1416.652,6683.8618,6683861.5,nan,8.934,8.934,111.133,0.0,0.0,86.3075,3.175,3.128,0.5191,5.073,nan,0.0056,0.1411,0.0001,0.01,21928.6797,2.437,3.175,10.0806,457.619,1.0,1.0,1.0,-1353.292,156.441,70.557,0.0001,6.0
1416.804,6396.0112,6396011.0,nan,8.933,8.933,115.515,0.0,0.0,82.5128,3.095,3.049,0.4999,4.81,nan,0.0084,0.1459,0.0001,0.01,20984.2871,2.424,3.095,9.579,457.387,1.0,1.0,1.0,-1353.4441,156.4492,72.93,0.0001,6.0
1416.9561,6103.7441,6103744.0,nan,8.933,8.933,119.648,0.0,0.0,79.674,2.867,2.829,0.4807,4.565,nan,0.0198,0.1559,0.0021,0.01,20025.4062,2.396,2.867,8.2197,457.616,1.0,1.0,1.0,-1353.5961,156.4574,76.936,0.0021,6.0
1417.1081,5950.0498,5950050.0,nan,8.933,8.933,120.792,0.0,0.0,76.9404,2.597,2.578,0.4621,4.521,nan,0.9491,0.1638,0.0095,0.01,19521.1602,2.358,2.597,6.7444,458.058,1.0,1.0,1.0,-1353.748,156.4656,77.171,0.0095,6.0
1417.2601,5947.8999,5947900.0,nan,8.932,8.932,119.862,0.0,0.0,75.7674,2.471,2.473,0.4598,4.644,nan,3.1364,0.1661,0.0135,0.0135,19514.1074,2.339,2.471,6.1058,458.244,1.0,1.0,1.0,-1353.9,156.4738,76.268,0.0135,6.0
1417.412,6168.1846,6168184.5,nan,8.929,8.929,116.372,0.0,0.0,76.8416,2.541,2.568,0.4707,4.654,nan,3.635,0.1601,0.0095,0.01,20236.8262,2.355,2.541,6.4567,457.967,1.0,1.0,1.0,-1354.052,156.482,75.309,0.0095,6.0
1417.564,6423.3506,6423350.5,nan,8.928,8.928,112.888,0.0,0.0,78.0894,2.698,2.746,0.4778,4.405,nan,1.1473,0.1524,0.0089,0.01,21073.9844,2.379,2.698,7.2792,457.379,1.0,1.0,1.0,-1354.2041,156.4902,71.785,0.0089,6.0
1417.716,6570.8706,6570871.0,nan,8.926,8.926,111.003,0.0,0.0,78.4535,2.78,2.833,0.4737,4.27,nan,0.1295,0.1492,0.0109,0.0109,21557.9746,2.393,2.78,7.7284,456.779,1.0,1.0,1.0,-1354.3561,156.4984,69.151,0.0109,6.0
1417.8681,6614.9468,6614946.5,nan,8.923,8.923,110.632,0.0,0.0,78.1444,2.78,2.819,0.4595,4.444,nan,0.0396,0.1484,0.0105,0.0105,21702.5801,2.401,2.78,7.7284,456.233,1.0,1.0,1.0,-1354.5081,156.5066,68.943,0.0105,6.0
1418.0201,6687.1353,6687135.0,nan,8.921,8.921,110.167,0.0,0.0,76.3043,2.777,2.792,0.4517,4.65,nan,0.0304,0.1464,0.01,0.01,21939.4199,2.417,2.777,7.7117,455.619,1.0,1.0,1.0,-1354.66,156.5148,68.223,0.01,6.0
1418.172,6793.1392,6793139.0,nan,8.921,8.921,109.435,0.0,0.0,74.5887,2.786,2.782,0.4625,4.671,nan,0.0209,0.1427,0.01,0.01,22287.2012,2.439,2.786,7.7618,454.892,1.0,1.0,1.0,-1354.812,156.5229,66.369,0.01,6.0
1418.324,6905.8818,6905881.5,nan,8.92,8.92,108.487,0.0,0.0,75.5642,2.826,2.828,0.4688,4.664,nan,0.0111,0.1377,0.0126,0.0126,22657.0918,2.458,2.826,7.9863,454.165,1.0,1.0,1.0,-1354.9641,156.5312,62.564,0.0126,6.0
1418.476,7420.6919,7420691.5,nan,8.919,8.919,102.768,0.0,0.0,76.846,3.024,3.069,0.4587,4.863,nan,0.0046,0.1266,0.0152,0.0152,24346.1016,2.502,3.024,9.1446,453.474,1.0,1.0,1.0,-1355.1161,156.5394,55.688,0.0152,6.0
1418.6281,7968.1426,7968142.5,nan,8.919,8.919,98.691,0.0,0.0,74.0623,3.567,3.725,0.452,5.09,nan,0.0026,0.1093,0.0098,0.01,26142.1992,2.58,3.567,12.7235,452.772,1.0,1.0,1.0,-1355.2681,156.5476,49.753,0.0098,6.0
1418.7801,7775.6621,7775662.0,nan,8.916,8.916,102.506,0.0,0.0,68.1623,4.379,4.772,0.4448,4.706,nan,0.0025,0.1015,0.0024,0.01,25510.7031,2.615,4.379,19.1756,452.256,1.0,1.0,1.0,-1355.42,156.5557,49.612,0.0024,6.0
1418.932,7023.5366,7023536.5,nan,8.94,8.94,110.532,0.0,0.0,65.2973,4.538,5.027,0.4353,4.06,nan,0.0025,0.1132,0.0001,0.01,23043.0996,2.547,4.538,20.5934,452.264,1.0,1.0,1.0,-1355.572,156.5639,56.57,0.0001,6.0
1419.084,6369.9629,6369963.0,nan,9.099,9.099,118.332,0.0,0.0,69.3473,3.682,3.959,0.4413,3.918,nan,0.0046,0.1328,0.0001,0.01,20898.8281,2.473,3.682,13.5571,452.836,1.0,1.0,1.0,-1355.724,156.5722,66.384,0.0001,6.0
1419.236,6214.9414,6214941.5,nan,9.39,9.39,119.469,0.0,0.0,77.5421,2.868,3.023,0.4633,4.056,nan,0.0106,0.1446,0.0002,0.01,20390.2266,2.436,2.868,8.2254,453.626,1.0,1.0,1.0,-1355.876,156.5804,72.241,0.0002,6.0
