DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,BIT,CALI,CALI_1,NPHI,DT,FACIES,FLD1,GR,M2R2,LLS,LLD,DEPTH_1,NPHI_1,PEF,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI_MODELLING,TDVSS,ZCOR,RHOB_1,ZLT
1358.8748,6044.2432,6044243.0,nan,0.2159,9.4443,9.7443,0.5104,120.8914,0.0,nan,86.7262,1.5326,1.5261,1.537,1358.8748,0.5104,5.9858,0.0,19830.1934,2.3973,1.537,2.3624,195.2802,1.0,-1278.1548,0.0675,2.3973,0.0
1359.0272,6238.2876,6238287.5,nan,0.2159,9.3619,9.6619,0.5015,118.2206,0.0,nan,88.8728,1.5707,1.5645,1.5772,1359.0272,0.5015,6.0154,0.0,20466.8223,2.4196,1.5772,2.4876,194.4794,1.0,-1278.3073,0.0593,2.4196,0.0
1359.1796,6235.897,6235897.0,nan,0.2159,9.3346,9.6346,0.4979,118.7547,0.0,nan,92.4014,1.5296,1.5229,1.5369,1359.1796,0.4979,5.8769,0.0,20458.9805,2.4296,1.5369,2.3621,194.0122,1.0,-1278.4596,0.0834,2.4296,0.0
1359.332,6113.5698,6113569.5,nan,0.2159,9.3346,9.6346,0.4761,121.5746,0.0,nan,94.7592,1.4711,1.4627,1.4777,1359.332,0.4761,5.7617,0.0,20057.6426,2.4385,1.4777,2.1836,193.9745,1.0,-1278.6121,0.1048,2.4385,0.0
1359.4844,6044.4766,6044477.0,nan,0.2159,9.327,9.627,0.4566,123.5089,0.0,nan,94.4838,1.4609,1.4498,1.4661,1359.4844,0.4566,5.7334,0.0,19830.9609,2.4493,1.4661,2.1494,194.0446,1.0,-1278.7644,0.0958,2.4493,0.0
1359.6368,6089.9136,6089913.5,nan,0.2159,9.3106,9.6106,0.4502,122.9077,0.0,nan,93.4661,1.4878,1.4729,1.4909,1359.6368,0.4502,5.8018,0.0,19980.0312,2.4557,1.4909,2.2228,194.0016,1.0,-1278.9169,0.071,2.4557,0.0
1359.7892,6153.0186,6153018.5,nan,0.2159,9.3042,9.6042,0.4465,121.1964,0.0,nan,94.8952,1.4919,1.4729,1.4924,1359.7892,0.4465,5.9585,0.0,20187.0684,2.4466,1.4924,2.2273,193.9551,1.0,-1279.0692,0.0611,2.4466,0.0
1359.9416,6141.2983,6141298.5,nan,0.2159,9.3279,9.6279,0.4555,120.2564,0.0,nan,97.5431,1.4389,1.4174,1.4365,1359.9417,0.4555,6.1568,0.0,20148.6172,2.423,1.4365,2.0635,194.0936,1.0,-1279.2216,0.0718,2.423,0.0
1360.0941,6073.9644,6073964.5,nan,0.2159,9.4274,9.7274,0.4806,121.168,0.0,nan,98.3167,1.3574,1.3351,1.3527,1360.0941,0.4806,6.3813,0.0,19927.7051,2.4146,1.3527,1.8298,194.4147,1.0,-1279.374,0.0988,2.4146,0.0
1360.2464,6091.9287,6091929.0,nan,0.2159,9.5437,9.8437,0.486,122.4918,0.0,nan,95.8008,1.3047,1.2812,1.2979,1360.2465,0.486,6.5193,0.0,19986.6426,2.4482,1.2979,1.6845,194.7206,1.0,-1279.5264,0.1121,2.4482,0.0
1360.3989,6110.1147,6110115.0,nan,0.2159,9.513,9.813,0.4638,124.6015,0.0,nan,92.2782,1.3081,1.2816,1.2985,1360.3989,0.4638,6.5467,0.0,20046.3086,2.4978,1.2985,1.6861,194.89,1.0,-1279.6788,0.1039,2.4978,0.0
1360.5512,6041.0366,6041036.5,nan,0.2159,9.375,9.675,0.4543,126.5157,0.0,nan,91.9363,1.3485,1.3173,1.3354,1360.5513,0.4543,6.5641,0.0,19819.6738,2.5075,1.3354,1.7833,194.9737,1.0,-1279.8312,0.1016,2.5075,0.0
1360.7036,6023.4629,6023463.0,nan,0.2159,9.3207,9.6207,0.4593,125.4882,0.0,nan,94.9009,1.3982,1.3625,1.3819,1360.7036,0.4593,6.5591,0.0,19762.0176,2.4799,1.3819,1.9096,194.9661,1.0,-1279.9836,0.1137,2.4799,0.0
1360.856,6072.7563,6072756.5,nan,0.2159,9.353,9.653,0.4722,123.6615,0.0,nan,96.8112,1.4661,1.4262,1.4475,1360.856,0.4722,6.3986,0.0,19923.7422,2.4638,1.4475,2.0953,194.7667,1.0,-1280.136,0.1079,2.4638,0.0
1361.0084,6258.8413,6258841.5,nan,0.2159,9.3197,9.6198,0.473,120.3842,0.0,nan,97.1169,1.5708,1.5267,1.5512,1361.0084,0.473,6.1175,0.0,20534.2559,2.472,1.5512,2.4062,194.3824,1.0,-1280.2885,0.0782,2.472,0.0
1361.1608,6459.563,6459563.0,nan,0.2159,9.2074,9.5074,0.4606,116.8133,0.0,nan,97.6005,1.6725,1.6265,1.6544,1361.1608,0.4606,5.9149,0.0,21192.793,2.4756,1.6544,2.737,193.9543,1.0,-1280.4408,0.0486,2.4756,0.0
1361.3132,6333.2227,6333222.5,nan,0.2159,9.1408,9.4408,0.4577,118.0126,0.0,nan,97.2399,1.67,1.6289,1.6573,1361.3132,0.4577,5.8055,0.0,20778.2891,2.4521,1.6573,2.7466,193.6155,1.0,-1280.5933,0.035,2.4521,0.0
1361.4656,5993.2119,5993212.0,nan,0.2159,9.234,9.534,0.4749,122.8057,0.0,nan,95.5803,1.5474,1.5158,1.5406,1361.4656,0.4749,5.7179,0.0,19662.7695,2.4147,1.5406,2.3734,193.473,1.0,-1280.7456,0.065,2.4147,0.0
1361.618,5879.7637,5879763.5,nan,0.2159,9.3475,9.6475,0.4912,124.1125,0.0,nan,94.8429,1.4272,1.4016,1.423,1361.618,0.4912,5.6506,0.0,19290.5625,2.3942,1.423,2.0249,193.6433,1.0,-1280.8981,0.1055,2.3942,0.0
1361.7704,5982.1772,5982177.0,nan,0.2159,9.2912,9.5912,0.4906,122.5278,0.0,nan,95.555,1.3995,1.3743,1.395,1361.7704,0.4906,5.6292,0.0,19626.5664,2.4048,1.395,1.946,194.0878,1.0,-1281.0504,0.1045,2.4048,0.0
1361.9228,6188.8169,6188816.5,nan,0.2159,9.1477,9.4477,0.4876,119.993,0.0,nan,96.7869,1.4504,1.4208,1.4431,1361.9229,0.4876,5.615,0.0,20304.5156,2.4364,1.4431,2.0825,194.5256,1.0,-1281.2028,0.0754,2.4364,0.0
1362.0753,6516.4551,6516455.0,nan,0.2159,9.091,9.391,0.503,115.3912,0.0,nan,99.0007,1.5162,1.4805,1.5045,1362.0753,0.503,5.5643,0.0,21379.4453,2.467,1.5045,2.2635,194.7145,1.0,-1281.3552,0.0598,2.467,0.0
1362.2276,6635.1479,6635148.0,nan,0.2159,9.114,9.4141,0.5239,113.7818,0.0,nan,100.6636,1.5605,1.5199,1.5449,1362.2277,0.5239,5.6117,0.0,21768.8574,2.4769,1.5449,2.3867,194.6532,1.0,-1281.5076,0.0466,2.4769,0.0
1362.3801,6394.5005,6394500.5,nan,0.2159,9.1503,9.4503,0.5117,117.1248,0.0,nan,99.5851,1.578,1.5358,1.5607,1362.3801,0.5117,5.9655,0.0,20979.332,2.4572,1.5607,2.4358,194.3976,1.0,-1281.66,0.0296,2.4572,0.0
1362.5324,6149.3013,6149301.5,nan,0.2159,9.217,9.517,0.4784,120.1792,0.0,nan,96.1862,1.5531,1.5134,1.5369,1362.5325,0.4784,6.3407,0.0,20174.873,2.4246,1.5369,2.3621,194.0232,1.0,-1281.8124,0.0504,2.4246,0.0
1362.6848,6112.7979,6112798.0,nan,0.2159,9.2959,9.5959,0.4625,120.3384,0.0,nan,92.9354,1.5239,1.4882,1.5101,1362.6848,0.4625,6.3867,0.0,20055.1113,2.4134,1.5101,2.2804,193.5792,1.0,-1281.9648,0.0918,2.4134,0.0
1362.8372,6083.4102,6083410.0,nan,0.2159,9.3203,9.6203,0.4693,120.8546,0.0,nan,91.7361,1.5677,1.5334,1.5558,1362.8372,0.4693,6.247,0.0,19958.6953,2.4121,1.5558,2.4205,192.992,1.0,-1282.1172,0.1068,2.4121,0.0
1362.9896,6339.5776,6339577.5,nan,0.2159,9.2559,9.5559,0.4799,115.5192,0.0,nan,91.1842,1.7172,1.6814,1.7074,1362.9896,0.4799,6.3098,0.0,20799.1387,2.4027,1.7074,2.9152,192.2307,1.0,-1282.2697,0.1148,2.4027,0.0
1363.142,6711.2754,6711275.5,nan,0.2159,9.1394,9.4394,0.4725,107.7588,0.0,nan,87.8859,1.9077,1.8708,1.9017,1363.142,0.4725,6.8406,0.0,22018.6191,2.3727,1.9017,3.6165,191.5754,1.0,-1282.422,0.1424,2.3727,0.0
1363.2944,6648.752,6648752.0,nan,0.2159,9.0385,9.3385,0.4566,106.6771,0.0,nan,83.536,1.8983,1.873,1.9011,1363.2944,0.4566,7.592,0.0,21813.4902,2.327,1.9011,3.6142,191.4747,1.0,-1282.5745,0.1558,2.327,0.0
1363.4468,6295.0586,6295059.0,nan,0.2159,9.0313,9.3314,0.4717,110.5162,0.0,nan,82.1235,1.614,1.6039,1.6239,1363.4468,0.4717,7.9392,0.0,20653.0801,2.2825,1.6239,2.6371,192.058,1.0,-1282.7268,0.1595,2.2825,0.0
1363.5992,5764.8857,5764886.0,nan,0.2159,9.143,9.443,0.5127,119.4956,0.0,nan,82.7248,1.3351,1.3323,1.3474,1363.5992,0.5127,7.5919,0.0,18913.668,2.2601,1.3474,1.8155,193.021,1.0,-1282.8793,0.1773,2.2601,0.0
1363.7516,5453.8813,5453881.0,nan,0.2159,9.2759,9.5759,0.5269,127.3325,0.0,nan,83.354,1.2114,1.2107,1.2235,1363.7516,0.5269,6.942,0.0,17893.3105,2.2784,1.2235,1.497,193.9238,1.0,-1283.0316,0.1904,2.2784,0.0
1363.904,5518.8408,5518841.0,nan,0.2159,9.3146,9.6146,0.5191,129.0315,0.0,nan,86.3347,1.2169,1.2141,1.226,1363.9041,0.5191,6.4824,0.0,18106.4336,2.3363,1.226,1.5031,194.5368,1.0,-1283.184,0.1781,2.3363,0.0
1364.0565,5804.2788,5804279.0,nan,0.2159,9.2485,9.5485,0.5145,126.0049,0.0,nan,91.2572,1.3051,1.2966,1.3085,1364.0565,0.5145,6.2985,0.0,19042.9102,2.3995,1.3085,1.7122,194.7518,1.0,-1283.3364,0.1592,2.3995,0.0
1364.2088,6148.1196,6148119.5,nan,0.2159,9.1629,9.4629,0.4936,120.7625,0.0,nan,93.964,1.4226,1.4062,1.4192,1364.2089,0.4936,6.162,0.0,20170.9961,2.4359,1.4192,2.0141,194.5519,1.0,-1283.4888,0.1279,2.4359,0.0
1364.3613,6352.6997,6352700.0,nan,0.2159,9.1131,9.4131,0.4691,117.3725,0.0,nan,92.7363,1.5302,1.5061,1.5211,1364.3613,0.4691,6.0045,0.0,20842.1914,2.4463,1.5211,2.3137,193.9638,1.0,-1283.6412,0.0816,2.4463,0.0
1364.5136,6427.5352,6427535.0,nan,0.2159,9.1005,9.4005,0.4584,116.1482,0.0,nan,91.0154,1.6201,1.5927,1.6098,1364.5137,0.4584,5.9511,0.0,21087.7148,2.4493,1.6098,2.5915,193.0435,1.0,-1283.7936,0.0468,2.4493,0.0
1364.666,6454.7656,6454765.5,nan,0.2159,9.1081,9.4081,0.4553,115.6346,0.0,nan,90.9254,1.6886,1.6639,1.6833,1364.666,0.4553,5.9545,0.0,21177.0527,2.4488,1.6833,2.8335,191.9161,1.0,-1283.946,0.0345,2.4488,0.0
1364.8184,6422.2725,6422272.5,nan,0.2159,9.1171,9.4171,0.4499,116.1532,0.0,nan,91.0007,1.7322,1.7149,1.7364,1364.8184,0.4499,5.9456,0.0,21070.4473,2.4474,1.7364,3.0151,190.8775,1.0,-1284.0984,0.0295,2.4474,0.0
1364.9708,6410.3721,6410372.0,nan,0.2159,9.1107,9.4107,0.4499,116.5828,0.0,nan,90.1003,1.7525,1.7441,1.7677,1364.9708,0.4499,5.8822,0.0,21031.4043,2.4519,1.7677,3.1248,190.1775,1.0,-1284.2509,0.0242,2.4519,0.0
1365.1232,6413.6069,6413607.0,nan,0.2159,9.0961,9.3961,0.4635,116.6048,0.0,nan,87.6109,1.7387,1.7384,1.7635,1365.1232,0.4635,5.8433,0.0,21042.0176,2.4536,1.7635,3.1099,190.0254,1.0,-1284.4032,0.0168,2.4536,0.0
1365.2756,6314.2085,6314208.5,nan,0.2159,9.0915,9.3915,0.4786,117.5039,0.0,nan,84.763,1.6755,1.6812,1.7072,1365.2756,0.4786,6.1092,0.0,20715.9082,2.4342,1.7072,2.9145,190.6677,1.0,-1284.5557,0.026,2.4342,0.0
1365.428,6169.4087,6169408.5,nan,0.2159,9.1003,9.4003,0.4827,118.834,0.0,nan,83.2508,1.5821,1.5921,1.6188,1365.428,0.4827,6.5526,0.0,20240.8418,2.4053,1.6188,2.6205,191.9657,1.0,-1284.708,0.0781,2.4053,0.0
1365.5804,6068.9888,6068989.0,nan,0.2159,9.1199,9.4199,0.485,119.5447,0.0,nan,84.4214,1.505,1.5185,1.5459,1365.5804,0.485,6.8184,0.0,19911.3809,2.3803,1.5459,2.3898,193.2903,1.0,-1284.8605,0.1304,2.3803,0.0
1365.7328,5964.3086,5964309.0,nan,0.2159,9.1442,9.4442,0.4994,120.5492,0.0,nan,86.8083,1.4701,1.4872,1.5157,1365.7328,0.4994,6.8741,0.0,19567.9414,2.3589,1.5157,2.2973,194.2468,1.0,-1285.0128,0.1362,2.3589,0.0
1365.8852,5916.8071,5916807.0,nan,0.2159,9.169,9.469,0.514,121.1564,0.0,nan,88.0504,1.4729,1.4936,1.5236,1365.8853,0.514,6.9093,0.0,19412.0977,2.3519,1.5236,2.3214,194.9086,1.0,-1285.1652,0.1093,2.3519,0.0
1366.0377,5903.0522,5903052.0,nan,0.2159,9.2095,9.5095,0.5227,121.2735,0.0,nan,87.0344,1.4958,1.5203,1.5516,1366.0377,0.5227,6.9783,0.0,19366.9688,2.3487,1.5516,2.4075,195.3209,1.0,-1285.3176,0.098,2.3487,0.0
1366.19,5784.6562,5784656.5,nan,0.2159,9.2785,9.5785,0.5213,123.0759,0.0,nan,85.3758,1.5246,1.5526,1.5846,1366.1901,0.5213,7.1659,0.0,18978.5312,2.3358,1.5846,2.511,195.4432,1.0,-1285.47,0.1153,2.3358,0.0
1366.3425,5615.5342,5615534.5,nan,0.2159,9.3762,9.6762,0.495,126.2452,0.0,nan,85.7268,1.5556,1.5861,1.6183,1366.3425,0.495,7.2994,0.0,18423.6699,2.3259,1.6183,2.6189,195.3413,1.0,-1285.6224,0.1364,2.3259,0.0
1366.4948,5661.3672,5661367.0,nan,0.2159,9.4829,9.7829,0.4651,125.4385,0.0,nan,87.0167,1.5927,1.6244,1.6564,1366.4949,0.4651,7.1243,0.0,18574.0391,2.3299,1.6564,2.7437,195.07,1.0,-1285.7748,0.1576,2.3299,0.0
1366.6472,5887.0479,5887048.0,nan,0.2159,9.5082,9.8082,0.4614,121.9915,0.0,nan,88.508,1.6437,1.6746,1.7062,1366.6472,0.4614,6.8832,0.0,19314.4609,2.3562,1.7062,2.9111,194.633,1.0,-1285.9272,0.1702,2.3562,0.0
1366.7996,6142.5498,6142550.0,nan,0.2159,9.3706,9.6706,0.4677,118.7383,0.0,nan,91.8364,1.6996,1.7277,1.7588,1366.7996,0.4677,6.8211,0.0,20152.7227,2.3929,1.7588,3.0934,194.0349,1.0,-1286.0796,0.1529,2.3929,0.0
1366.952,6362.0674,6362067.5,nan,0.2159,9.1578,9.4578,0.4595,115.5612,0.0,nan,95.9596,1.7283,1.7514,1.7819,1366.952,0.4595,6.7786,0.0503,20872.9238,2.4121,1.7819,3.1752,193.2692,1.0584,-1286.2321,0.1285,2.4121,0.0
1367.1044,6335.104,6335104.0,nan,0.2159,9.0236,9.3236,0.446,116.1204,0.0,nan,97.1023,1.7234,1.7407,1.7709,1367.1044,0.446,6.7159,0.1001,20784.4629,2.4135,1.7709,3.1361,192.3069,1.1179,-1286.3844,0.1312,2.4135,0.0
1367.2568,6202.8594,6202859.5,nan,0.2159,8.9896,9.2896,0.4457,118.7091,0.0,nan,95.2568,1.7154,1.7274,1.758,1367.2568,0.4457,6.5612,0.0998,20350.5898,2.4158,1.758,3.0906,191.1249,1.1202,-1286.5369,0.1248,2.4158,0.0
1367.4092,6127.0,6127000.0,nan,0.2159,8.9871,9.2871,0.4641,120.5818,0.0,nan,92.3335,1.7188,1.7263,1.7587,1367.4092,0.4641,6.5721,0.0996,20101.7051,2.4239,1.7587,3.093,189.7226,1.121,-1286.6892,0.1081,2.4239,0.0
1367.5616,6083.3979,6083398.0,nan,0.2159,8.9841,9.2841,0.4785,121.3709,0.0,nan,89.3525,1.7183,1.7215,1.7565,1367.5616,0.4785,6.5998,0.0995,19958.6543,2.4224,1.7565,3.0853,188.087,1.1221,-1286.8417,0.1094,2.4224,0.0
1367.7141,6002.6343,6002634.5,nan,0.2159,8.981,9.281,0.4398,122.1153,0.0,nan,87.1656,1.7069,1.7054,1.7434,1367.7141,0.4398,6.6329,0.0992,19693.6816,2.4049,1.7434,3.0394,186.1578,1.1244,-1286.994,0.1038,2.4049,0.0
1367.8664,5865.314,5865314.0,nan,0.2159,8.9797,9.2797,0.3865,123.7375,0.0,nan,85.0423,1.7016,1.6944,1.7355,1367.8665,0.3865,7.0022,0.0991,19243.1562,2.3811,1.7355,3.012,183.9276,1.1249,-1287.1464,0.0823,2.3811,0.0
1368.0189,5742.3813,5742381.5,nan,0.2159,8.9808,9.2808,0.3755,125.0595,0.0,nan,82.5501,1.7245,1.71,1.7557,1368.0189,0.3755,7.0974,0.0999,18839.834,2.3561,1.7557,3.0825,181.5679,1.1197,-1287.2988,0.0784,2.3561,0.0
1368.1712,5681.8247,5681825.0,nan,0.2159,8.9834,9.2835,0.3892,124.9547,0.0,nan,80.2077,1.779,1.7551,1.8066,1368.1713,0.3892,7.0932,0.1015,18641.1582,2.3293,1.8066,3.2638,179.3922,1.1088,-1287.4512,0.0862,2.3293,0.0
1368.3237,5664.0762,5664076.0,nan,0.2159,8.9842,9.2842,0.387,124.0924,0.0,nan,79.1505,1.8389,1.8042,1.8618,1368.3237,0.387,7.1691,0.1031,18582.9277,2.306,1.8618,3.4663,177.7676,1.0975,-1287.6036,0.0819,2.306,0.0
1368.476,5739.5586,5739558.5,nan,0.2159,8.983,9.283,0.3878,121.7913,0.0,nan,79.1789,1.872,1.8279,1.8894,1368.4761,0.3878,7.2491,0.1041,18830.5723,2.2934,1.8894,3.5698,176.9023,1.0908,-1287.756,0.0693,2.2934,0.0
1368.6284,5855.7783,5855778.5,nan,0.2159,8.9854,9.2854,0.405,119.1503,0.0,nan,79.405,1.8786,1.8281,1.8917,1368.6284,0.405,7.3066,0.1042,19211.8711,2.2891,1.8917,3.5785,176.6516,1.0893,-1287.9084,0.0613,2.2891,0.0
1368.7808,5931.7285,5931728.5,nan,0.2159,8.9915,9.2915,0.4192,117.265,0.0,nan,79.7912,1.8754,1.8219,1.8864,1368.7808,0.4192,7.4061,0.1039,19461.0508,2.2821,1.8864,3.5585,176.7583,1.0912,-1288.0608,0.065,2.2821,0.0
1368.9332,6124.7661,6124766.5,nan,0.2159,8.9937,9.2937,0.4269,113.1411,0.0,nan,80.3749,1.8496,1.7979,1.8615,1368.9332,0.4269,7.5064,0.1028,20094.377,2.2735,1.8615,3.4652,177.1852,1.0989,-1288.2133,0.0764,2.2735,0.0
1369.0856,6342.6396,6342639.5,nan,0.2159,8.9961,9.2961,0.4402,110.3503,0.0,nan,80.328,1.7706,1.727,1.7858,1369.0856,0.4402,7.4666,0.0509,20809.1855,2.2963,1.7858,3.1891,178.1862,1.0523,-1288.3656,0.0765,2.2963,0.0
1369.238,6561.437,6561437.0,nan,0.2159,9.0248,9.3248,0.4536,109.8201,0.0,nan,77.7283,1.644,1.6128,1.6636,1369.238,0.4536,7.4711,0.0,21527.0254,2.3641,1.6636,2.7676,180.2474,1.0,-1288.5181,0.0295,2.3641,0.0
1369.3904,6614.6841,6614684.0,nan,0.2159,9.1398,9.4398,0.4603,110.5212,0.0,nan,71.6349,1.4752,1.4576,1.496,1369.3904,0.4603,7.3849,0.0,21701.7188,2.3985,1.496,2.238,183.5395,1.0,-1288.6704,-0.0144,2.3985,0.0
1369.5428,5981.4233,5981423.0,nan,0.2159,9.3693,9.6693,0.4862,118.1303,0.0,nan,65.5018,1.2529,1.2449,1.2733,1369.5428,0.4862,7.209,0.0,19624.0918,2.3182,1.2733,1.6213,187.3354,1.0,-1288.8229,0.0248,2.3182,0.0
1369.6953,5326.5303,5326530.5,nan,0.2159,9.6189,9.9189,0.5411,127.613,0.0,nan,65.1466,1.0462,1.043,1.0632,1369.6953,0.5411,7.082,0.0,17475.4941,2.2301,1.0632,1.1304,190.5093,1.0,-1288.9752,0.1066,2.2301,0.0
1369.8476,4907.7432,4907743.0,nan,0.2159,9.7664,10.0664,0.5831,134.5898,0.0,nan,68.4102,0.9277,0.926,0.9409,1369.8477,0.5831,6.9572,0.0,16101.5186,2.1671,0.9409,0.8853,192.5419,1.0,-1289.1276,0.1379,2.1671,0.0
1370.0001,4695.0312,4695031.5,nan,0.2159,9.8264,10.1264,0.5697,139.6098,0.0,nan,70.3887,0.8863,0.8839,0.8953,1370.0001,0.5697,6.8527,0.0,15403.6465,2.1505,0.8953,0.8016,193.7289,1.0,-1289.28,0.1173,2.1505,0.0
1370.1524,4722.9863,4722986.5,nan,0.2159,9.9176,10.2176,0.5279,139.8612,0.0,nan,71.3025,0.8809,0.8766,0.8851,1370.1525,0.5279,6.7431,0.0,15495.3623,2.1672,0.8851,0.7834,194.5247,1.0,-1289.4324,0.0838,2.1672,1.0
1370.3047,4869.0942,4869094.0,nan,0.2159,10.0626,10.3626,0.5016,136.2215,0.0,nan,72.6744,0.8775,0.8712,0.8773,1370.3047,0.5016,6.6803,0.0,15974.7178,2.1761,0.8773,0.7697,195.1662,1.0,-1289.5847,0.0676,2.1761,1.0
1370.4572,4960.981,4960981.0,nan,0.2159,10.1769,10.4768,0.5059,133.3605,0.0,nan,73.1002,0.8645,0.8567,0.8606,1370.4573,0.5059,6.6767,0.0,16276.1846,2.1706,0.8606,0.7406,195.6448,1.0,-1289.7372,0.0871,2.1706,1.0
1370.6096,5041.7451,5041745.0,nan,0.2159,10.1613,10.4613,0.5133,131.1335,0.0,nan,72.9308,0.8505,0.8419,0.8439,1370.6096,0.5133,6.6753,0.0,16541.1582,2.1691,0.8439,0.7122,195.9481,1.0,-1289.8896,0.1166,2.1691,1.0
1370.762,5247.0112,5247011.0,nan,0.2159,10.0242,10.3242,0.5142,126.2649,0.0,nan,72.9562,0.8477,0.8387,0.8389,1370.762,0.5142,6.5818,0.0,17214.6035,2.1736,0.8389,0.7038,196.1369,1.0,-1290.042,0.1272,2.1736,1.0
1370.9144,5289.3281,5289328.5,nan,0.2159,9.8564,10.1564,0.522,125.4103,0.0,nan,72.497,0.8574,0.8477,0.8464,1370.9144,0.522,6.6075,0.0,17353.4395,2.1763,0.8464,0.7164,196.2872,1.0,-1290.1945,0.1211,2.1763,1.0
1371.0668,5225.4214,5225421.5,nan,0.2159,9.7494,10.0493,0.5258,126.7924,0.0,nan,71.9375,0.8715,0.8607,0.858,1371.0668,0.5258,6.6612,0.0,17143.7715,2.1737,0.858,0.7362,196.3875,1.0,-1290.3468,0.1261,2.1737,1.0
1371.2192,5147.1372,5147137.0,nan,0.2159,9.7239,10.0239,0.5329,128.5254,0.0,nan,71.8384,0.8809,0.8686,0.8648,1371.2192,0.5329,6.6496,0.0,16886.9336,2.1704,0.8648,0.7479,196.4623,1.0,-1290.4993,0.1424,2.1704,1.0
1371.3716,4947.8452,4947845.5,nan,0.2159,9.7372,10.0372,0.555,133.9055,0.0,nan,72.2802,0.8803,0.8662,0.8616,1371.3716,0.555,6.6294,0.0,16233.0889,2.1737,0.8616,0.7424,196.5494,1.0,-1290.6516,0.1392,2.1737,1.0
1371.524,4869.1016,4869101.5,nan,0.2159,9.7245,10.0245,0.5735,136.7221,0.0,nan,73.5395,0.8734,0.8573,0.8524,1371.524,0.5735,6.5545,0.0,15974.7422,2.1841,0.8524,0.7266,196.5981,1.0,-1290.804,0.1152,2.1841,1.0
1371.6765,4909.3203,4909320.5,nan,0.2159,9.6328,9.9328,0.57,136.465,0.0,nan,75.998,0.8706,0.8523,0.8475,1371.6765,0.57,6.4625,0.0,16106.6943,2.198,0.8475,0.7183,196.6154,1.0,-1290.9564,0.104,2.198,1.0
1371.8288,4968.3262,4968326.0,nan,0.2159,9.4887,9.7887,0.559,135.8136,0.0,nan,77.4195,0.8779,0.8571,0.8526,1371.8289,0.559,6.2251,0.0,16300.2822,2.2138,0.8526,0.7269,196.6548,1.0,-1291.1088,0.1048,2.2138,1.0
1371.9813,5079.9507,5079951.0,nan,0.2159,9.3681,9.6681,0.5477,133.9093,0.0,nan,76.8377,0.8933,0.8698,0.8659,1371.9813,0.5477,6.045,0.0,16666.5059,2.2318,0.8659,0.7498,196.7037,1.0,-1291.2612,0.0907,2.2318,1.0
1372.1336,5209.0508,5209050.5,nan,0.2159,9.3126,9.6126,0.5454,131.556,0.0,nan,76.7649,0.9119,0.8862,0.8834,1372.1337,0.5454,6.1042,0.0,17090.0605,2.2483,0.8834,0.7804,196.7787,1.0,-1291.4136,0.0701,2.2483,1.0
1372.2859,5310.9658,5310966.0,nan,0.2159,9.2978,9.5977,0.5679,129.3988,0.0,nan,77.9534,0.9264,0.9002,0.8986,1372.2859,0.5679,6.2109,0.0,17424.4277,2.2547,0.8986,0.8075,196.8814,1.0,-1291.5659,0.063,2.2547,1.0
1372.4384,5372.3423,5372342.5,nan,0.2159,9.3031,9.6031,0.6013,127.5063,0.0,nan,78.7661,0.9273,0.903,0.9028,1372.4385,0.6013,6.3332,0.0,17625.7949,2.2474,0.9028,0.815,196.9081,1.0,-1291.7184,0.0681,2.2474,1.0
1372.5908,5337.8184,5337818.5,nan,0.2159,9.3632,9.6632,0.6163,127.4402,0.0,nan,78.2691,0.9136,0.8932,0.8942,1372.5908,0.6163,6.5932,0.0,17512.5273,2.2318,0.8942,0.7996,196.8922,1.0,-1291.8709,0.0853,2.2318,1.0
1372.7432,5249.0137,5249014.0,nan,0.2159,9.4985,9.7985,0.5907,128.6788,0.0,nan,76.6463,0.8958,0.8796,0.8816,1372.7432,0.5907,6.8865,0.0,17221.1738,2.216,0.8816,0.7772,196.9806,1.0,-1292.0232,0.1024,2.216,1.0
1372.8956,5147.8105,5147810.5,nan,0.2159,9.6168,9.9168,0.563,130.8237,0.0,nan,73.9977,0.8839,0.8708,0.8734,1372.8956,0.563,6.9999,0.0,16889.1426,2.2095,0.8734,0.7628,197.1481,1.0,-1292.1757,0.112,2.2095,1.0
1373.048,5055.9155,5055915.5,nan,0.2159,9.639,9.9389,0.5669,133.2196,0.0,nan,73.9542,0.8824,0.8706,0.8736,1373.048,0.5669,6.9954,0.0,16587.6484,2.2098,0.8736,0.7632,197.2468,1.0,-1292.328,0.1348,2.2098,1.0
1373.2004,5071.0679,5071068.0,nan,0.2159,9.5399,9.8399,0.5625,133.1461,0.0,nan,78.7837,0.9061,0.8935,0.8966,1373.2004,0.5625,7.0142,0.0,16637.3613,2.2152,0.8966,0.8039,197.2139,1.0,-1292.4805,0.1689,2.2152,1.0
1373.3528,5370.8169,5370816.5,nan,0.2159,9.3235,9.6235,0.5152,128.53,0.0,nan,84.1713,0.9961,0.9804,0.9838,1373.3528,0.5152,7.0531,0.0,17620.7891,2.2648,0.9838,0.9679,197.0229,1.0,-1292.6328,0.1756,2.2648,1.0
1373.5052,6150.2476,6150247.5,nan,0.2159,9.0879,9.3879,0.4821,119.2389,0.0,nan,85.4025,1.2288,1.2036,1.2084,1373.5052,0.4821,7.0542,0.0,20177.9785,2.406,1.2084,1.4602,196.5622,1.0,-1292.7852,0.1503,2.406,1.0
