DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,AZI1,CALI,CALI[DERIVED]1,DEVI,DFL,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,ONE-WAYTIME1,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD,RT_MODELLING,RT_POWER,SUWI,SUWI_MODELLING,SXWI,TDVSS,VCL,WATER_VOL,ZLT
1302.1052,4494.479,4494479.0,nan,-639.25,13.1582,13.1582,-639.25,1.921,143.08,0.0,nan,50.4408,1.6772,1.7117,1302.1052,0.6999,-687.5743,nan,nan,0.0236,0.0236,14745.666,2.1098,1.6755,1.6755,2.8073,1.0,1.0,1.0,-1220.7953,50.432,0.0236,nan
1302.2576,4508.8584,4508858.0,nan,-639.25,13.1132,13.1132,-639.25,1.8975,142.6649,0.0,nan,51.1155,1.6616,1.6902,1302.2577,0.6871,-687.6602,nan,nan,0.0229,0.0229,14792.8418,2.1104,1.6594,1.6594,2.7537,1.0,1.0,1.0,-1220.9476,51.954,0.0229,nan
1302.41,4536.1479,4536148.0,nan,-639.25,13.0713,13.0713,-639.25,1.8529,142.5068,0.0,nan,51.0756,1.6423,1.6594,1302.41,0.6738,-687.746,nan,nan,0.0215,0.0215,14882.376,2.1208,1.6415,1.6415,2.6947,1.0,1.0,1.0,-1221.1,54.77,0.0215,nan
1302.5624,4615.3521,4615352.0,nan,-639.25,13.0286,13.0286,-639.25,1.7757,141.95,0.0,nan,50.1956,1.6367,1.6404,1302.5624,0.6518,-687.8318,nan,nan,0.02,0.02,15142.2305,2.1494,1.6388,1.6388,2.6858,1.0,1.0,1.0,-1221.2524,57.959,0.02,nan
1302.7148,4750.1064,4750106.5,nan,-639.25,13.0088,13.0088,-639.25,1.7918,140.5526,0.0,nan,49.7491,1.6588,1.651,1302.7148,0.6247,-687.9177,nan,nan,0.0173,0.0173,15584.3379,2.1904,1.6651,1.6651,2.7727,1.0,1.0,1.0,-1221.4048,62.997,0.0173,nan
1302.8672,4930.6147,4930615.0,nan,-639.25,13.03,13.03,-639.25,1.8547,138.3205,0.0,nan,50.3251,1.719,1.7078,1302.8672,0.6019,-688.0035,nan,nan,0.0151,0.0151,16176.5576,2.2376,1.7276,1.7276,2.9845,1.0,1.0,1.0,-1221.5573,66.697,0.0151,nan
1303.0196,5112.3203,5112320.5,nan,-639.25,13.0515,13.0515,-639.25,1.9712,135.745,0.0,nan,51.862,1.7984,1.7917,1303.0197,0.5881,-688.0893,nan,nan,0.015,0.015,16772.7051,2.2768,1.8067,1.8067,3.2641,1.0,1.0,1.0,-1221.7096,73.722,0.015,nan
1303.172,5214.8027,5214802.5,nan,-639.25,13.0553,13.0553,-639.25,2.0389,133.6431,0.0,nan,54.5829,1.8753,1.8795,1303.172,0.5818,-688.1752,nan,nan,0.015,0.015,17108.9336,2.2865,1.883,1.883,3.5458,1.0,1.0,1.0,-1221.8621,95.578,0.015,nan
1303.3244,5226.4102,5226410.0,nan,-639.25,13.0545,13.0545,-639.25,2.084,132.4738,0.0,nan,57.3654,1.9478,1.9663,1303.3245,0.579,-688.261,nan,nan,0.015,0.015,17147.0137,2.2715,1.9566,1.9566,3.8284,1.0,1.0,1.0,-1222.0144,95.214,0.015,nan
1303.4768,5199.9604,5199960.5,nan,-639.25,13.0551,13.0551,-639.25,2.1456,132.038,0.0,nan,58.2037,2.0296,2.0616,1303.4768,0.5779,-688.3468,nan,nan,0.015,0.015,17060.2383,2.2526,2.0387,2.0387,4.1562,1.0,1.0,1.0,-1222.1669,95.317,0.015,nan
1303.6292,5187.5601,5187560.0,nan,-639.25,13.0536,13.0536,-639.25,2.286,131.8795,0.0,nan,57.109,2.1117,2.1549,1303.6293,0.5756,-688.4326,nan,nan,0.015,0.015,17019.5527,2.2445,2.1173,2.1173,4.483,1.0,1.0,1.0,-1222.3192,94.73,0.015,nan
1303.7816,5230.1221,5230122.0,nan,-639.25,13.0525,13.0525,-639.25,2.4475,131.4124,0.0,nan,55.3207,2.1593,2.2072,1303.7816,0.5682,-688.5185,nan,nan,0.0152,0.0152,17159.1934,2.2549,2.157,2.157,4.6525,1.0,1.0,1.0,-1222.4717,92.823,0.0152,nan
1303.934,5353.4585,5353458.5,nan,-639.25,13.0468,13.0468,-639.25,2.5029,129.7655,0.0,nan,54.002,2.134,2.1708,1303.9341,0.5552,-688.6043,nan,nan,0.0166,0.0166,17563.8398,2.2792,2.1247,2.1247,4.5143,1.0,1.0,1.0,-1222.624,90.022,0.0166,nan
1304.0864,5552.6104,5552610.0,nan,-639.25,13.0356,13.0356,-639.25,2.3642,126.4556,0.0,nan,53.8837,2.0473,2.0573,1304.0864,0.5415,-688.6901,nan,nan,0.02,0.02,18217.2246,2.3037,2.0376,2.0376,4.1519,1.0,1.0,1.0,-1222.7765,88.011,0.02,nan
1304.2388,5783.7583,5783758.0,nan,-639.25,12.9674,12.9674,-639.25,2.1177,122.1006,0.0,nan,54.001,1.9607,1.9508,1304.2389,0.5256,-688.776,nan,nan,0.0245,0.0245,18975.584,2.3169,1.9566,1.9566,3.8284,1.0,1.0,1.0,-1222.9288,85.332,0.0245,nan
1304.3912,5970.8291,5970829.5,nan,-639.25,12.7829,12.7829,-639.25,2.019,118.2786,0.0,nan,52.8305,1.9248,1.9089,1304.3912,0.5034,-688.8618,nan,nan,0.0323,0.0323,19589.334,2.317,1.9244,1.9244,3.7032,1.0,1.0,1.0,-1223.0812,80.6,0.0323,nan
1304.5436,6042.2295,6042229.5,nan,-639.25,12.5601,12.5601,-639.25,2.092,116.4189,0.0,nan,50.4154,1.9196,1.9134,1304.5436,0.477,-688.9476,nan,nan,0.0423,0.0423,19823.5879,2.3078,1.9167,1.9167,3.6737,1.0,1.0,1.0,-1223.2336,74.613,0.0423,nan
1304.696,6002.5532,6002553.5,nan,-639.25,12.4239,12.4239,-639.25,2.2522,116.5811,0.0,nan,47.8731,1.8901,1.8971,1304.696,0.454,-689.0335,nan,nan,0.0508,0.0508,19693.416,2.2959,1.8822,1.8822,3.5426,1.0,1.0,1.0,-1223.386,69.542,0.0508,nan
1304.8484,5920.5312,5920531.0,nan,-639.25,12.3892,12.3892,-639.25,2.3087,117.5151,0.0,nan,45.8253,1.8163,1.8321,1304.8484,0.4423,-689.1193,nan,nan,0.054,0.054,19424.3145,2.2826,1.8072,1.8072,3.266,1.0,1.0,1.0,-1223.5385,67.567,0.054,nan
1305.0008,5839.4932,5839493.0,nan,-639.25,12.4131,12.4131,-639.25,2.2831,118.2539,0.0,nan,44.7105,1.7336,1.7591,1305.0009,0.4447,-689.2051,nan,nan,0.0527,0.0527,19158.4414,2.2656,1.728,1.728,2.9859,1.0,1.0,1.0,-1223.6908,68.361,0.0527,nan
1305.1532,5785.5464,5785546.5,nan,-639.25,12.47,12.47,-639.25,2.2506,118.6801,0.0,nan,44.9308,1.6839,1.7158,1305.1532,0.4569,-689.291,nan,nan,0.0485,0.0485,18981.4512,2.2527,1.6822,1.6822,2.8298,1.0,1.0,1.0,-1223.8433,70.914,0.0485,nan
1305.3056,5767.2886,5767288.5,nan,-639.25,12.5182,12.5182,-639.25,2.3107,119.0077,0.0,nan,45.241,1.6703,1.7064,1305.3057,0.4702,-689.3768,nan,nan,0.0443,0.0443,18921.5508,2.2518,1.6732,1.6732,2.7996,1.0,1.0,1.0,-1223.9956,73.429,0.0443,nan
1305.458,5769.0327,5769032.5,nan,-639.25,12.5564,12.5564,-639.25,2.3546,119.4779,0.0,nan,45.2305,1.6993,1.7365,1305.458,0.4818,-689.4626,nan,nan,0.0376,0.0376,18927.2715,2.2614,1.7062,1.7062,2.911,1.0,1.0,1.0,-1224.1481,72.809,0.0376,nan
1305.6104,5752.479,5752479.0,nan,-639.25,12.6317,12.6317,-639.25,2.3015,120.6864,0.0,nan,46.4013,1.7648,1.8014,1305.6105,0.4967,-689.5485,nan,nan,0.0178,0.0178,18872.9629,2.2777,1.7755,1.7755,3.1525,1.0,1.0,1.0,-1224.3004,61.413,0.0178,nan
1305.7628,5659.9541,5659954.0,nan,-639.25,12.7456,12.7456,-639.25,2.365,123.7261,0.0,nan,49.2799,1.8645,1.903,1305.7628,0.5209,-689.6343,nan,nan,0.017,0.017,18569.4023,2.2975,1.8756,1.8756,3.518,1.0,1.0,1.0,-1224.4529,64.277,0.017,nan
1305.9152,5446.4551,5446455.0,nan,-639.25,12.8329,12.8329,-639.25,2.5061,129.0927,3.0,nan,52.155,1.9657,2.0114,1305.9153,0.5555,-689.7202,nan,nan,0.0169,0.0169,17868.9473,2.3068,1.9731,1.9731,3.8932,1.0,1.0,1.0,-1224.6052,64.546,0.0169,nan
1306.0676,5037.4204,5037420.5,nan,-639.25,12.8653,12.8653,-639.25,2.6314,135.9191,3.0,nan,54.3322,2.0317,2.0865,1306.0676,0.5977,-689.806,nan,nan,0.0182,0.0182,16526.9688,2.2463,2.0349,2.0349,4.1409,1.0,1.0,1.0,-1224.7577,61.842,0.0182,nan
1306.22,4496.4155,4496415.5,nan,-639.25,12.8713,12.8713,-639.25,2.5522,142.2876,3.0,nan,55.2831,2.0613,2.1189,1306.2201,0.643,-689.8918,nan,nan,0.0205,0.0205,14752.0186,2.099,2.0644,2.0644,4.2619,1.0,1.0,1.0,-1224.91,56.864,0.0205,nan
1306.3724,4115.5244,4115524.25,nan,-639.25,12.8807,12.8807,-639.25,2.38,146.1691,3.0,nan,54.85,2.0884,2.1335,1306.3724,0.6753,-689.9777,nan,nan,0.0224,0.0224,13502.376,1.9736,2.0877,2.0877,4.3586,1.0,1.0,1.0,-1225.0624,52.868,0.0224,nan
1306.5248,4003.2834,4003283.5,nan,-639.25,12.9118,12.9118,-639.25,2.3742,146.95,3.0,nan,54.6681,2.074,2.1068,1306.5248,0.6778,-690.0635,nan,nan,0.0234,0.0234,13134.1318,1.9301,2.0568,2.0568,4.2305,1.0,1.0,1.0,-1225.2148,50.787,0.0234,nan
1306.6772,4072.8357,4072835.75,nan,-639.25,13.0154,13.0154,-639.25,2.4236,145.5151,3.0,nan,55.2104,1.9101,1.9324,1306.6772,0.6505,-690.1494,nan,nan,0.0234,0.0234,13362.3223,1.9444,1.8829,1.8829,3.5453,1.0,1.0,1.0,-1225.3672,50.83,0.0234,nan
1306.8296,4337.6631,4337663.5,nan,-639.25,13.1832,13.1832,-639.25,2.0985,142.8223,3.0,nan,55.8877,1.6623,1.6799,1306.8296,0.6126,-690.2352,nan,nan,0.0225,0.0225,14231.1787,2.0325,1.6434,1.6434,2.7006,1.0,1.0,1.0,-1225.5197,52.85,0.0225,nan
1306.982,4715.8853,4715885.5,nan,-639.25,13.3133,13.3133,-639.25,1.6364,139.5825,3.0,nan,56.7148,1.4942,1.5172,1306.9821,0.5841,-690.321,nan,nan,0.0204,0.0204,15472.0654,2.1596,1.49,1.49,2.2202,1.0,1.0,1.0,-1225.672,57.13,0.0204,nan
1307.1344,5001.3667,5001366.5,nan,-639.25,13.3594,13.3594,-639.25,1.5264,136.8026,0.0,nan,57.2874,1.4591,1.478,1307.1344,0.5713,-690.4069,nan,nan,0.0185,0.0185,16408.6836,2.2448,1.4617,1.4617,2.1365,1.0,1.0,1.0,-1225.8245,61.066,0.0185,0.0
1307.2868,5172.8247,5172825.0,nan,-639.25,13.3597,13.3597,-639.25,1.5733,134.7517,0.0,nan,57.4343,1.4828,1.4973,1307.2869,0.574,-690.4927,nan,nan,0.0185,0.0185,16971.2109,2.2869,1.4852,1.4852,2.2057,1.0,1.0,1.0,-1225.9768,67.49,0.0185,0.0
1307.4392,5308.4609,5308461.0,nan,-639.25,13.3683,13.3683,-639.25,1.6687,133.1685,0.0,nan,57.9937,1.5043,1.5187,1307.4392,0.5844,-690.5785,nan,nan,0.0247,0.0247,17416.2109,2.3193,1.5059,1.5059,2.2678,1.0,1.0,1.0,-1226.1293,85.172,0.0247,0.0
1307.5916,5420.0713,5420071.5,nan,-639.25,13.3941,13.3941,-639.25,1.6897,131.9828,0.0,nan,58.4895,1.52,1.5356,1307.5917,0.5896,-690.6644,nan,nan,0.02,0.02,17782.3867,2.347,1.5224,1.5224,2.3179,1.0,1.0,1.0,-1226.2816,87.988,0.02,0.0
1307.744,5468.2124,5468212.0,nan,-639.25,13.4237,13.4237,-639.25,1.7413,131.2122,0.0,nan,58.1995,1.5431,1.56,1307.744,0.5852,-690.7502,nan,nan,0.021,0.021,17940.3281,2.354,1.5467,1.5467,2.3923,1.0,1.0,1.0,-1226.4341,87.375,0.021,0.0
1307.8964,5441.4644,5441464.0,nan,-639.25,13.4473,13.4473,-639.25,1.8093,130.8562,0.0,nan,57.8917,1.5771,1.5968,1307.8965,0.574,-690.836,nan,nan,0.0269,0.0269,17852.5723,2.3361,1.5813,1.5813,2.5004,1.0,1.0,1.0,-1226.5864,83.879,0.0269,0.0
1308.0488,5417.6743,5417674.5,nan,-639.25,13.4532,13.4532,-639.25,1.922,130.8918,0.0,nan,57.301,1.6158,1.6376,1308.0488,0.5596,-690.9219,nan,nan,0.0322,0.0322,17774.5215,2.3265,1.6193,1.6193,2.6222,1.0,1.0,1.0,-1226.7389,80.692,0.0322,0.0
1308.2012,5428.6465,5428646.5,nan,-639.25,13.4292,13.4292,-639.25,1.9337,131.0607,0.0,nan,56.1111,1.6486,1.6724,1308.2013,0.5483,-691.0077,nan,nan,0.0344,0.0344,17810.5195,2.3343,1.6523,1.6523,2.7301,1.0,1.0,1.0,-1226.8912,79.333,0.0344,0.0
1308.3536,5438.1382,5438138.0,nan,-639.25,13.3541,13.3541,-639.25,1.8341,131.0741,0.0,nan,54.619,1.6838,1.7063,1308.3536,0.546,-691.0935,nan,nan,0.0347,0.0347,17841.6602,2.3386,1.6892,1.6892,2.8534,1.0,1.0,1.0,-1227.0436,79.209,0.0347,0.0
1308.506,5443.6753,5443675.5,nan,-639.25,13.2446,13.2446,-639.25,1.7757,130.7095,0.0,nan,52.7002,1.7357,1.7523,1308.506,0.5525,-691.1793,nan,nan,0.0338,0.0338,17859.8281,2.3345,1.7445,1.7445,3.0433,1.0,1.0,1.0,-1227.196,79.727,0.0338,0.0
1308.6584,5455.9575,5455957.5,nan,-639.25,13.1457,13.1457,-639.25,1.8371,129.9349,0.0,nan,51.469,1.8187,1.8219,1308.6584,0.5573,-691.2652,nan,nan,0.0343,0.0343,17900.123,2.3259,1.8304,1.8304,3.3502,1.0,1.0,1.0,-1227.3484,79.422,0.0343,0.0
1308.8108,5450.2358,5450236.0,nan,-639.25,13.0523,13.0523,-639.25,1.9678,129.191,0.0,nan,51.9607,1.9268,1.9158,1308.8108,0.5526,-691.351,nan,nan,0.0382,0.0382,17881.3516,2.3101,1.939,1.939,3.7599,1.0,1.0,1.0,-1227.5009,77.094,0.0382,0.0
1308.9632,5407.5601,5407560.0,nan,-639.25,12.953,12.953,-639.25,2.1601,129.1301,0.0,nan,53.2666,2.0392,2.0317,1308.9633,0.5427,-691.4368,nan,nan,0.0436,0.0436,17741.3398,2.2909,2.0491,2.0491,4.1987,1.0,1.0,1.0,-1227.6532,73.843,0.0436,0.0
1309.1156,5345.9282,5345928.5,nan,-639.25,12.8856,12.8856,-639.25,2.3617,130.1638,0.0,nan,54.1115,2.1279,2.1392,1309.1156,0.5336,-691.5227,nan,nan,0.0472,0.0472,17539.1348,2.283,2.1328,2.1328,4.549,1.0,1.0,1.0,-1227.8057,71.672,0.0472,0.0
1309.268,5243.0776,5243077.5,nan,-639.25,12.8645,12.8645,-639.25,2.5106,132.5282,0.0,nan,54.8466,2.1721,2.208,1309.2681,0.5295,-691.6085,nan,nan,0.0478,0.0478,17201.6973,2.2797,2.174,2.174,4.7264,1.0,1.0,1.0,-1227.958,71.329,0.0478,0.0
1309.4204,5057.1084,5057108.5,nan,-639.25,12.867,12.867,-639.25,2.5889,136.4001,0.0,nan,54.8795,2.1894,2.244,1309.4204,0.5351,-691.6943,nan,nan,0.0456,0.0456,16591.5625,2.2631,2.1901,2.1901,4.7967,1.0,1.0,1.0,-1228.1105,72.659,0.0456,0.0
1309.5728,4837.2529,4837252.5,nan,-639.25,12.8798,12.8798,-639.25,2.5981,141.0116,0.0,nan,53.4998,2.1953,2.2572,1309.5729,0.5583,-691.7802,nan,nan,0.0389,0.0389,15870.252,2.2379,2.194,2.194,4.8138,1.0,1.0,1.0,-1228.2628,76.658,0.0389,0.0
1309.7252,4684.2314,4684231.5,nan,-639.25,12.9307,12.9307,-639.25,2.6022,144.4534,0.0,nan,53.2566,2.1795,2.2361,1309.7252,0.5988,-691.866,nan,nan,0.028,0.028,15368.2139,2.22,2.1708,2.1708,4.7124,1.0,1.0,1.0,-1228.4153,83.184,0.028,0.0
1309.8776,4639.2749,4639275.0,nan,-639.25,13.0483,13.0483,-639.25,2.5686,145.2658,0.0,nan,55.1257,2.0928,2.1265,1309.8777,0.6401,-691.9518,nan,nan,0.0178,0.0178,15220.7188,2.2111,2.0728,2.0728,4.2963,1.0,1.0,1.0,-1228.5676,89.633,0.0178,0.0
1310.03,4683.9771,4683977.0,nan,-639.25,13.203,13.203,-639.25,2.3682,143.7461,0.0,nan,56.2881,1.9041,1.9125,1310.03,0.662,-692.0377,nan,nan,0.015,0.015,15367.3779,2.209,1.8788,1.8788,3.5301,1.0,1.0,1.0,-1228.7201,92.706,0.015,0.0
1310.1824,4770.2871,4770287.5,nan,-639.25,13.3265,13.3265,-639.25,1.9481,141.7797,0.0,nan,56.1371,1.6741,1.6751,1310.1824,0.6553,-692.1235,nan,nan,0.0159,0.0159,15650.5488,2.2189,1.6564,1.6564,2.7437,1.0,1.0,1.0,-1228.8724,91.173,0.0159,0.0
1310.3348,4885.0981,4885098.5,nan,-639.25,13.3803,13.3803,-639.25,1.5983,139.9793,0.0,nan,55.466,1.5152,1.5147,1310.3348,0.6291,-692.2094,nan,nan,0.0218,0.0218,16027.2256,2.2435,1.5068,1.5068,2.2706,1.0,1.0,1.0,-1229.0248,86.895,0.0218,0.0
1310.4872,5004.7666,5004766.5,nan,-639.25,13.3754,13.3754,-639.25,1.4547,138.6067,0.0,nan,54.1633,1.4396,1.4378,1310.4872,0.5991,-692.2952,nan,nan,0.0276,0.0276,16419.8379,2.2759,1.4351,1.4351,2.0595,1.0,1.0,1.0,-1229.1772,83.449,0.0276,0.0
1310.6396,5111.2964,5111296.0,nan,-639.25,13.3221,13.3221,-639.25,1.4294,137.7478,0.0,nan,53.3439,1.3986,1.4011,1310.6396,0.5741,-692.381,nan,nan,0.0299,0.0299,16769.3438,2.3099,1.3956,1.3956,1.9477,1.0,1.0,1.0,-1229.3296,82.071,0.0299,0.0
1310.792,5188.7964,5188796.5,nan,-639.25,13.2354,13.2354,-639.25,1.4222,137.2787,0.0,nan,53.521,1.3725,1.3809,1310.792,0.5621,-692.4669,nan,nan,0.0294,0.0294,17023.6094,2.337,1.3725,1.3725,1.8837,1.0,1.0,1.0,-1229.4821,82.347,0.0294,0.0
1310.9444,5225.2954,5225295.5,nan,-639.25,13.1529,13.1529,-639.25,1.3777,136.8699,0.0,nan,53.6352,1.3734,1.3823,1310.9445,0.5641,-692.5527,nan,nan,0.0276,0.0276,17143.3574,2.3464,1.3756,1.3756,1.8923,1.0,1.0,1.0,-1229.6344,83.424,0.0276,0.0
1311.0968,5216.8447,5216844.5,nan,-639.25,13.1252,13.1252,-639.25,1.4265,136.4343,0.0,nan,52.8099,1.3932,1.3965,1311.0968,0.5741,-692.6385,nan,nan,0.0265,0.0265,17115.6328,2.3352,1.3944,1.3944,1.9444,1.0,1.0,1.0,-1229.7869,84.075,0.0265,0.0
1311.2492,5190.4336,5190433.5,nan,-639.25,13.156,13.156,-639.25,1.5081,135.9382,0.0,nan,51.2221,1.4032,1.4016,1311.2493,0.5858,-692.7244,nan,nan,0.026,0.026,17028.9824,2.3149,1.4024,1.4024,1.9667,1.0,1.0,1.0,-1229.9392,84.421,0.026,0.0
1311.4016,5185.9111,5185911.5,nan,-639.25,13.2028,13.2028,-639.25,1.5386,135.338,0.0,nan,50.4955,1.3949,1.3909,1311.4016,0.5975,-692.8102,nan,nan,0.0241,0.0241,17014.1445,2.3027,1.3936,1.3936,1.942,1.0,1.0,1.0,-1230.0917,85.536,0.0241,0.0
1311.554,5212.0293,5212029.0,nan,-639.25,13.2401,13.2401,-639.25,1.47,134.5159,0.0,nan,51.4134,1.3838,1.3822,1311.5541,0.6095,-692.8961,nan,nan,0.0208,0.0208,17099.834,2.3002,1.3852,1.3852,1.9189,1.0,1.0,1.0,-1230.244,87.508,0.0208,0.0
1311.7064,5252.4897,5252490.0,nan,-639.25,13.2608,13.2608,-639.25,1.4109,133.3817,0.0,nan,53.3425,1.4002,1.4025,1311.7064,0.6196,-692.9819,nan,nan,0.0182,0.0182,17232.5781,2.2985,1.4079,1.4079,1.9823,1.0,1.0,1.0,-1230.3965,89.105,0.0182,0.0
1311.8588,5308.0161,5308016.5,nan,-639.25,13.2473,13.2473,-639.25,1.447,132.03,0.0,nan,56.1428,1.4741,1.4743,1311.8589,0.6205,-693.0677,nan,nan,0.0181,0.0181,17414.752,2.2993,1.4859,1.4859,2.208,1.0,1.0,1.0,-1230.5488,89.155,0.0181,0.0
1312.0112,5393.7217,5393722.0,nan,-639.25,13.1932,13.1932,-639.25,1.5912,130.5339,0.0,nan,57.9636,1.5836,1.5781,1312.0112,0.6044,-693.1536,nan,nan,0.0218,0.0218,17695.9375,2.3099,1.5956,1.5956,2.5459,1.0,1.0,1.0,-1230.7013,86.911,0.0218,0.0
1312.1636,5497.938,5497938.0,nan,-639.25,13.1434,13.1434,-639.25,1.7787,128.9948,0.0,nan,57.199,1.6932,1.6842,1312.1636,0.5728,-693.2394,nan,nan,0.0292,0.0292,18037.8535,2.3268,1.7025,1.7025,2.8985,1.0,1.0,1.0,-1230.8536,82.467,0.0292,0.0
1312.316,5604.8472,5604847.5,nan,-639.25,13.1287,13.1287,-639.25,1.9108,127.6122,0.0,nan,55.5685,1.7783,1.7685,1312.316,0.5354,-693.3252,nan,nan,0.0376,0.0376,18388.6074,2.3466,1.785,1.785,3.1863,1.0,1.0,1.0,-1231.006,77.425,0.0376,0.0
1312.4684,5707.6748,5707674.5,nan,-639.25,13.1398,13.1398,-639.25,1.9875,126.4613,0.0,nan,54.3666,1.8397,1.8306,1312.4684,0.5024,-693.4111,nan,nan,0.0443,0.0443,18725.9668,2.3681,1.8452,1.8452,3.4048,1.0,1.0,1.0,-1231.1584,73.403,0.0443,0.0
1312.6208,5784.6006,5784601.0,nan,-639.25,13.1514,13.1514,-639.25,2.0489,125.5151,0.0,nan,53.7366,1.8898,1.8828,1312.6208,0.4812,-693.4969,nan,nan,0.0485,0.0485,18978.3496,2.3821,1.8938,1.8938,3.5864,1.0,1.0,1.0,-1231.3108,70.921,0.0485,0.0
1312.7732,5820.1411,5820141.0,nan,-639.25,13.1584,13.1584,-639.25,2.1185,124.7901,0.0,nan,54.5926,1.9258,1.9217,1312.7732,0.4755,-693.5827,nan,nan,0.0496,0.0496,19094.9512,2.3829,1.9284,1.9284,3.7189,1.0,1.0,1.0,-1231.4633,70.215,0.0496,0.0
1312.9256,5827.0957,5827095.5,nan,-639.25,13.1518,13.1518,-639.25,2.1528,124.3064,0.0,nan,56.0138,1.9504,1.9492,1312.9257,0.4828,-693.6685,nan,nan,0.0482,0.0482,19117.7676,2.3765,1.9527,1.9527,3.8131,1.0,1.0,1.0,-1231.6156,71.093,0.0482,0.0
1313.078,5818.9009,5818901.0,nan,-639.25,13.127,13.127,-639.25,2.1628,123.9534,0.0,nan,55.4276,1.9721,1.9758,1313.078,0.4952,-693.7544,nan,nan,0.0461,0.0461,19090.8828,2.3664,1.9746,1.9746,3.8989,1.0,1.0,1.0,-1231.7681,72.327,0.0461,0.0
1313.2304,5791.6797,5791680.0,nan,-639.25,13.0921,13.0921,-639.25,2.1721,123.7482,0.0,nan,53.5444,1.9949,2.006,1313.2305,0.5082,-693.8402,nan,nan,0.0448,0.0448,19001.5742,2.3514,1.9968,1.9968,3.9871,1.0,1.0,1.0,-1231.9204,73.106,0.0448,0.0
1313.3828,5735.1357,5735136.0,nan,-639.25,13.0776,13.0776,-639.25,2.2028,124.0126,0.0,nan,51.2387,2.0114,2.0307,1313.3828,0.518,-693.926,nan,nan,0.0449,0.0449,18816.0625,2.3334,2.0111,2.0111,4.0444,1.0,1.0,1.0,-1232.0729,73.057,0.0449,0.0
1313.5352,5640.7373,5640737.0,nan,-639.25,13.1093,13.1093,-639.25,2.2355,125.03,0.0,nan,48.2665,2.0074,2.0318,1313.5353,0.5233,-694.0119,nan,nan,0.0464,0.0464,18506.3555,2.3139,2.0045,2.0045,4.0179,1.0,1.0,1.0,-1232.2252,72.143,0.0464,0.0
1313.6876,5516.8193,5516819.5,nan,-639.25,13.1717,13.1717,-639.25,2.1819,126.5892,0.0,nan,46.7675,1.9796,2.0023,1313.6876,0.5275,-694.0977,nan,nan,0.0482,0.0482,18099.8008,2.2912,1.9754,1.9754,3.9022,1.0,1.0,1.0,-1232.3777,71.087,0.0482,0.0
1313.84,5393.1099,5393110.0,nan,-639.25,13.2251,13.2251,-639.25,2.1173,128.2366,0.0,nan,46.7419,1.9408,1.9609,1313.8401,0.5337,-694.1835,nan,nan,0.0483,0.0483,17693.9297,2.269,1.9375,1.9375,3.7539,1.0,1.0,1.0,-1232.53,71.046,0.0483,0.0
1313.9924,5300.9062,5300906.0,nan,-639.25,13.2478,13.2478,-639.25,2.0224,129.7755,0.0,nan,46.5859,1.9108,1.9333,1313.9924,0.5411,-694.2694,nan,nan,0.0462,0.0462,17391.4238,2.257,1.9089,1.9089,3.6437,1.0,1.0,1.0,-1232.6824,72.262,0.0462,0.0
1314.1448,5239.5479,5239548.0,nan,-639.25,13.2592,13.2592,-639.25,2.0072,131.1562,0.0,nan,47.3631,1.893,1.9193,1314.1448,0.5453,-694.3552,nan,nan,0.045,0.045,17190.1172,2.2546,1.8914,1.8914,3.5772,1.0,1.0,1.0,-1232.8348,72.983,0.045,0.0
1314.2972,5186.4805,5186480.5,nan,-639.25,13.2751,13.2751,-639.25,1.9591,132.0574,0.0,nan,48.8685,1.8783,1.9013,1314.2972,0.5446,-694.441,nan,nan,0.0448,0.0448,17016.0117,2.2471,1.8774,1.8774,3.5248,1.0,1.0,1.0,-1232.9872,73.125,0.0448,0.0
1314.4496,5151.7471,5151747.0,nan,-639.25,13.3107,13.3107,-639.25,1.9794,132.4454,0.0,nan,49.926,1.8707,1.8851,1314.4496,0.5414,-694.5269,nan,nan,0.0452,0.0452,16902.0566,2.2386,1.8712,1.8712,3.5015,1.0,1.0,1.0,-1233.1396,72.85,0.0452,0.0
1314.602,5155.7959,5155795.5,nan,-639.25,13.3325,13.3325,-639.25,1.9769,132.5749,0.0,nan,50.16,1.8757,1.8875,1314.6021,0.539,-694.6127,nan,nan,0.0459,0.0459,16915.3398,2.2426,1.8773,1.8773,3.5244,1.0,1.0,1.0,-1233.292,72.477,0.0459,0.0
1314.7544,5178.2476,5178247.5,nan,-639.25,13.2687,13.2687,-639.25,1.9909,132.461,0.0,nan,49.746,1.891,1.9086,1314.7544,0.5375,-694.6985,nan,nan,0.0465,0.0465,16989.002,2.2504,1.8931,1.8931,3.5838,1.0,1.0,1.0,-1233.4445,72.08,0.0465,0.0
1314.9068,5209.2588,5209259.0,nan,-639.25,13.1283,13.1283,-639.25,2.0092,131.8638,0.0,nan,49.9592,1.9106,1.9354,1314.9069,0.5345,-694.7844,nan,nan,0.0474,0.0474,17090.7441,2.2536,1.9129,1.9129,3.6593,1.0,1.0,1.0,-1233.5968,71.588,0.0474,0.0
