DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,DEPTH_1,NPHI,ONE-WAYTIME1,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,SP,SUWI_MODELLING,TDVSS,ZLT
1369.848,30049.8203,30049820.0,nan,9.3518,9.3518,24.3172,0.0,nan,66.3453,1.6072,1.6806,1369.848,0.3309,-620.9766,0.0,98588.6484,2.3974,1.6072,0.55,1.0,-1287.038,1.0
1370.0004,29236.1934,29236194.0,nan,9.4758,9.4758,24.873,0.0,nan,66.0829,1.6436,1.7128,1370.0004,0.3245,-621.0501,0.0,95919.2734,2.3858,1.6436,-0.4919,1.0,-1287.1904,1.0
1370.1528,27995.707,27995708.0,nan,9.5441,9.5441,25.7933,0.0,nan,65.7558,1.6808,1.7519,1370.1528,0.3255,-621.1237,0.0,91849.4375,2.3691,1.6808,-1.3912,1.0,-1287.3428,1.0
1370.3052,27977.4316,27977432.0,nan,9.4623,9.4623,25.65,0.0,nan,66.2013,1.7188,1.7929,1370.3052,0.3367,-621.1972,0.0,91789.4688,2.3544,1.7188,-1.9091,1.0,-1287.4952,1.0
1370.4576,29217.4258,29217426.0,nan,9.3943,9.3943,24.5322,0.0,nan,67.4448,1.7765,1.8262,1370.4576,0.3564,-621.2708,0.0,95857.6953,2.3516,1.7765,-1.8039,1.0,-1287.6476,1.0
1370.61,30657.6953,30657694.0,nan,9.3945,9.3945,23.4314,0.0,nan,67.8231,1.7735,1.8861,1370.61,0.3724,-621.3442,0.0,100582.9922,2.3568,1.7735,-1.2173,1.0,-1287.7999,1.0
1370.7625,32445.5801,32445580.0,nan,9.3988,9.3988,22.2896,0.0,nan,68.8771,1.7678,1.9299,1370.7625,0.386,-621.4178,0.0,106448.75,2.3727,1.7678,-0.2596,1.0,-1287.9525,1.0
1370.9148,31067.8574,31067858.0,nan,9.3486,9.3486,23.5292,0.0,nan,71.0799,1.7622,1.8992,1370.9148,0.4085,-621.4913,0.0,101928.6641,2.3983,1.7622,0.8793,1.0,-1288.1047,1.0
1371.0673,27858.9688,27858968.0,nan,9.2821,9.2821,26.456,0.0,nan,72.5408,1.741,1.8647,1371.0673,0.4265,-621.5649,0.0,91400.8203,2.4181,1.741,1.9119,1.0,-1288.2573,1.0
1371.2196,25413.8105,25413812.0,nan,9.2416,9.2416,29.0578,0.0,nan,73.8541,1.6602,1.8519,1371.2196,0.4383,-621.6384,0.0,83378.6484,2.4228,1.6602,3.3361,1.0,-1288.4095,1.0
1371.3721,25775.1094,25775108.0,nan,9.2465,9.2465,28.4329,0.0,nan,74.8243,1.5831,1.8351,1371.3721,0.447,-621.712,0.0,84564.0078,2.4044,1.5831,4.0385,1.0,-1288.5621,1.0
1371.5244,26248.4062,26248406.0,nan,9.2688,9.2688,27.3129,0.0,nan,73.7537,1.5096,1.7484,1371.5244,0.4523,-621.7855,0.0,86116.8203,2.3521,1.5096,4.8601,1.0,-1288.7144,1.0
1371.6768,22162.3613,22162360.0,nan,9.3362,9.3362,31.1424,0.0,nan,70.1016,1.4396,1.5687,1371.6768,0.4574,-621.8589,0.0,72711.1562,2.2644,1.4396,5.2423,1.0,-1288.8668,1.0
1371.8292,17414.1426,17414144.0,nan,9.5013,9.5013,38.0498,0.0,nan,66.3354,1.3747,1.4052,1371.8292,0.4652,-621.9325,0.0,57133.0156,2.1739,1.3747,5.6586,1.0,-1289.0192,1.0
1371.9816,16120.9102,16120910.0,nan,9.7516,9.7516,40.1644,0.0,nan,62.5668,1.3171,1.3254,1371.9816,0.4783,-622.006,0.0,52890.125,2.1243,1.3171,6.0744,1.0,-1289.1716,1.0
1372.134,10961.5479,10961548.0,nan,10.0367,10.0367,58.6101,0.0,nan,58.9255,1.262,1.2521,1372.134,0.4932,-622.0796,0.0,35963.082,2.1078,1.262,6.4326,1.0,-1289.324,1.0
1372.2864,10042.6816,10042681.0,nan,10.2598,10.2598,64.6313,0.0,nan,56.7958,1.2092,1.2027,1372.2864,0.5058,-622.1531,0.0,32948.4297,2.1295,1.2092,6.723,1.0,-1289.4764,1.0
1372.4388,11511.0752,11511075.0,nan,10.2818,10.2818,57.6418,0.0,nan,57.5396,1.1586,1.1609,1372.4388,0.5077,-622.2266,0.0,37765.9961,2.1769,1.1586,7.0109,1.0,-1289.6288,1.0
1372.5912,16243.3047,16243305.0,nan,10.2685,10.2685,41.0458,0.0,nan,59.0443,1.1101,1.1263,1372.5912,0.4968,-622.3002,0.0,53291.6797,2.1874,1.1101,7.2834,1.0,-1289.7811,1.0
1372.7437,30393.5938,30393594.0,nan,10.4017,10.4017,21.8008,0.0,nan,60.5783,1.0637,1.13,1372.7437,0.4838,-622.3737,0.0,99716.5156,2.1739,1.0637,7.4067,1.0,-1289.9337,1.0
1372.896,64572.5,64572500.0,nan,10.3068,10.3068,10.2784,0.0,nan,62.1215,1.032,1.1351,1372.896,0.4728,-622.4472,0.0,211852.0312,2.1775,1.032,7.5375,1.0,-1290.0859,1.0
1373.0485,36930.6992,36930696.0,nan,10.1437,10.1437,18.1523,0.0,nan,63.6706,1.0839,1.14,1373.0485,0.4645,-622.5208,0.0,121163.7109,2.1994,1.0839,7.5984,1.0,-1290.2385,1.0
1373.2008,21656.3027,21656302.0,nan,10.0192,10.0192,31.279,0.0,nan,64.9923,1.1258,1.1546,1373.2008,0.4608,-622.5943,0.0,71050.8594,2.2224,1.1258,7.4563,1.0,-1290.3907,1.0
1373.3533,17051.7852,17051784.0,nan,9.9392,9.9392,40.0846,0.0,nan,66.1681,1.1694,1.1874,1373.3533,0.4634,-622.6678,0.0,55944.1758,2.2425,1.1694,7.3168,1.0,-1290.5433,1.0
1373.5056,14548.2363,14548236.0,nan,9.8719,9.8719,47.2822,0.0,nan,67.1109,1.2146,1.221,1373.5056,0.4685,-622.7413,0.0,47730.4336,2.2568,1.2146,7.1585,1.0,-1290.6956,1.0
1373.658,16565.4082,16565408.0,nan,9.8025,9.8025,41.67,0.0,nan,66.4657,1.2616,1.2692,1373.658,0.4731,-622.8149,0.0,54348.4531,2.2647,1.2616,6.9308,1.0,-1290.848,2.0
1373.8104,17283.7383,17283738.0,nan,9.6978,9.6978,39.9311,0.0,nan,65.8323,1.3104,1.3234,1373.8104,0.4722,-622.8884,0.0,56705.1797,2.2643,1.3104,6.701,1.0,-1291.0004,2.0
1373.9628,18575.6348,18575636.0,nan,9.555,9.555,37.0145,0.0,nan,65.1989,1.3551,1.3799,1373.9628,0.4577,-622.9619,0.0,60943.6836,2.2558,1.3551,6.4713,1.0,-1291.1528,2.0
1374.1152,19049.1484,19049148.0,nan,9.4483,9.4483,35.8496,0.0,nan,64.6458,1.3952,1.4388,1374.1152,0.4304,-623.0355,0.0,62497.207,2.2405,1.3952,6.2416,1.0,-1291.3052,2.0
1374.2676,19321.9902,19321990.0,nan,9.4877,9.4877,35.0547,0.0,nan,64.98,1.4365,1.4983,1374.2676,0.4075,-623.109,0.0,63392.3555,2.2222,1.4365,6.0119,1.0,-1291.4576,2.0
1374.42,19482.1191,19482118.0,nan,9.6246,9.6246,34.5804,0.0,nan,66.2562,1.479,1.5052,1374.4199,0.3986,-623.1826,0.0,63917.7109,2.2103,1.479,5.7822,1.0,-1291.61,2.0
1374.5724,19555.4453,19555446.0,nan,9.7063,9.7063,34.5801,0.0,nan,67.708,1.5332,1.512,1374.5724,0.3988,-623.256,0.0,64158.2852,2.2186,1.5332,5.5526,1.0,-1291.7623,2.0
1374.7249,19442.0391,19442038.0,nan,9.7296,9.7296,35.2098,0.0,nan,69.605,1.5126,1.5191,1374.7249,0.4087,-623.3297,0.0,63786.2148,2.2459,1.5126,5.3228,1.0,-1291.9149,2.0
1374.8772,18844.2422,18844242.0,nan,9.7227,9.7227,36.8395,0.0,nan,71.6111,1.4863,1.5191,1374.8772,0.4221,-623.4031,0.0,61824.9453,2.2776,1.4863,5.093,1.0,-1292.0671,2.0
1375.0297,18292.6738,18292672.0,nan,9.6925,9.6925,38.4785,0.0,nan,72.7361,1.4604,1.5065,1375.0297,0.4341,-623.4767,0.0,60015.332,2.3093,1.4604,4.8657,1.0,-1292.2197,2.0
1375.182,19048.4746,19048476.0,nan,9.6557,9.6557,37.4558,0.0,nan,71.3738,1.435,1.4954,1375.182,0.4445,-623.5502,0.0,62494.9961,2.3408,1.435,4.7069,1.0,-1292.3719,2.0
1375.3345,20430.1895,20430188.0,nan,9.6619,9.6619,35.3329,0.0,nan,69.5947,1.41,1.4681,1375.3345,0.454,-623.6238,0.0,67028.1797,2.3683,1.41,4.7855,1.0,-1292.5245,2.0
1375.4868,22123.4941,22123494.0,nan,9.7566,9.7566,32.8738,0.0,nan,68.2104,1.3855,1.4241,1375.4868,0.4599,-623.6973,0.0,72583.6406,2.3861,1.3855,4.8585,1.0,-1292.6768,2.0
1375.6392,19087.4082,19087410.0,nan,9.9332,9.9332,38.296,0.0,nan,66.8295,1.3613,1.4242,1375.6392,0.4556,-623.7708,0.0,62622.7344,2.3982,1.3613,4.9307,1.0,-1292.8292,2.0
1375.7916,18326.459,18326458.0,nan,10.0706,10.0706,40.0857,0.0,nan,65.6678,1.3354,1.4362,1375.7916,0.4393,-623.8443,0.0,60126.1758,2.4102,1.3354,5.002,1.0,-1292.9816,2.0
1375.944,11475.665,11475665.0,nan,10.0134,10.0134,64.1942,0.0,nan,64.9237,1.3375,1.4491,1375.944,0.4211,-623.9178,0.0,37649.8203,2.4169,1.3375,5.0645,1.0,-1293.134,2.0
1376.0964,10479.4014,10479402.0,nan,9.8173,9.8173,69.9713,0.0,nan,64.533,1.3396,1.4642,1376.0964,0.419,-623.9914,0.0,34381.2383,2.4057,1.3396,5.127,1.0,-1293.2864,2.0
1376.2488,12753.6943,12753695.0,nan,9.6878,9.6878,56.8604,0.0,nan,64.4298,1.3418,1.4615,1376.2488,0.4295,-624.0649,0.0,41842.832,2.3792,1.3418,5.1894,1.0,-1293.4388,2.0
1376.4012,15900.1221,15900122.0,nan,9.7647,9.7647,45.1829,0.0,nan,65.0001,1.3439,1.4575,1376.4011,0.4435,-624.1384,0.0,52165.7578,2.357,1.3439,5.2514,1.0,-1293.5912,2.0
1376.5536,17123.2578,17123256.0,nan,9.9312,9.9312,41.5389,0.0,nan,68.6635,1.3462,1.4667,1376.5536,0.4585,-624.212,0.0,56178.6641,2.3336,1.3462,5.3135,1.0,-1293.7435,2.0
1376.7061,15684.4668,15684467.0,nan,10.0482,10.0482,44.9141,0.0,nan,71.9761,1.3623,1.479,1376.7061,0.4736,-624.2855,0.0,51458.2266,2.3112,1.3623,5.3811,1.0,-1293.8961,2.0
1376.8584,16850.375,16850374.0,nan,10.0152,10.0152,41.8028,0.0,nan,74.5564,1.4108,1.4913,1376.8584,0.4838,-624.359,0.0,55283.3828,2.311,1.4108,5.1377,1.0,-1294.0483,2.0
1377.0109,18075.6777,18075678.0,nan,9.8544,9.8544,39.2136,0.0,nan,76.0232,1.4611,1.5223,1377.0109,0.48,-624.4326,0.0,59303.4062,2.3255,1.4611,4.713,1.0,-1294.2009,2.0
1377.1632,22068.9746,22068974.0,nan,9.6684,9.6684,32.3777,0.0,nan,76.5296,1.513,1.5784,1377.1632,0.4599,-624.5061,0.0,72404.7734,2.3443,1.513,3.9737,1.0,-1294.3531,2.0
1377.3157,25395.8848,25395886.0,nan,9.4975,9.4975,28.399,0.0,nan,75.7618,1.5668,1.6367,1377.3157,0.419,-624.5797,0.0,83319.8359,2.3662,1.5668,3.0478,1.0,-1294.5057,2.0
1377.468,30624.2305,30624230.0,nan,9.3567,9.3567,23.9437,0.0,nan,72.8983,1.6273,1.6972,1377.468,0.3862,-624.6531,0.0,100473.1953,2.4057,1.6273,2.1012,1.0,-1294.658,2.0
1377.6204,40116.7734,40116772.0,nan,9.295,9.295,18.8821,0.0,nan,67.8949,1.742,1.7856,1377.6204,0.3759,-624.7267,0.0,131616.7031,2.4852,1.742,1.0243,1.0,-1294.8104,2.0
1377.7728,58388.3125,58388312.0,nan,9.33,9.33,13.4285,0.0,nan,62.743,1.8769,1.9058,1377.7728,0.3709,-624.8002,0.0,191562.7031,2.5724,1.8769,-0.0381,1.0,-1294.9628,2.0
1377.9252,99114.7812,99114776.0,nan,9.4691,9.4691,8.0128,0.0,nan,59.281,2.0227,2.0344,1377.9252,0.3584,-624.8737,0.0,325179.7188,2.6056,2.0227,-0.7773,1.0,-1295.1152,2.0
1378.0776,273871.2812,273871264.0,nan,9.7205,9.7205,2.853,0.0,nan,57.4274,2.2148,2.1753,1378.0776,0.353,-624.9473,0.0,898527.8125,2.5635,2.2148,-1.3075,1.0,-1295.2676,2.0
1378.23,153652.9688,153652976.0,nan,9.9176,9.9176,4.9382,0.0,nan,58.8271,2.106,2.0285,1378.23,0.3579,-625.0208,0.0,504110.7812,2.4894,2.106,-0.8107,1.0,-1295.4199,2.0
1378.3824,58798.125,58798124.0,nan,10.0296,10.0296,12.4521,0.0,nan,62.9485,1.9673,1.8881,1378.3823,0.3679,-625.0943,0.0,192907.2344,2.4021,1.9673,-0.028,1.0,-1295.5724,2.0
1378.5348,35609.5,35609500.0,nan,10.1354,10.1354,19.9197,0.0,nan,69.9452,1.8392,1.7686,1378.5348,0.3871,-625.1678,0.0,116829.0625,2.3272,1.8392,1.2528,1.0,-1295.7247,2.0
1378.6873,26845.4922,26845494.0,nan,10.2702,10.2702,26.0503,0.0,nan,74.4742,1.7195,1.6837,1378.6873,0.4133,-625.2415,0.0,88075.7656,2.2944,1.7195,2.3032,1.0,-1295.8773,2.0
1378.8396,23441.9102,23441910.0,nan,10.4791,10.4791,29.8248,0.0,nan,77.2875,1.6076,1.603,1378.8396,0.4249,-625.3149,0.0,76909.1484,2.2938,1.6076,3.3348,1.0,-1296.0295,2.0
1378.9921,21018.4883,21018488.0,nan,10.7185,10.7185,33.4115,0.0,nan,77.9086,1.503,1.5328,1378.9921,0.4274,-625.3885,0.0,68958.2891,2.304,1.503,4.0278,1.0,-1296.1821,2.0
1379.1444,19913.4336,19913434.0,nan,10.7108,10.7108,35.4906,0.0,nan,77.7078,1.4375,1.4763,1379.1444,0.419,-625.462,0.0,65332.7852,2.3187,1.4375,4.6117,1.0,-1296.3344,2.0
1379.2968,21535.1289,21535128.0,nan,10.4222,10.4222,33.1591,0.0,nan,76.9928,1.446,1.4048,1379.2968,0.4133,-625.5355,0.0,70653.3125,2.3428,1.446,4.912,1.0,-1296.4868,2.0
1379.4492,25213.9219,25213920.0,nan,10.1306,10.1306,28.6245,0.0,nan,76.7116,1.4525,1.4392,1379.4492,0.416,-625.6091,0.0,82722.8359,2.3679,1.4525,5.0504,1.0,-1296.6392,2.0
1379.6016,33151.3359,33151338.0,nan,9.953,9.953,22.0008,0.0,nan,76.3517,1.4698,1.4915,1379.6016,0.4275,-625.6826,0.0,108764.2266,2.3929,1.4698,5.0463,1.0,-1296.7916,2.0
1379.754,40151.0117,40151012.0,nan,10.0172,10.0172,18.3551,0.0,nan,76.0889,1.5251,1.5456,1379.754,0.4424,-625.7561,0.0,131729.0469,2.4179,1.5251,4.9511,1.0,-1296.944,2.0
1379.9064,39703.3242,39703324.0,nan,10.1304,10.1304,18.7087,0.0,nan,76.0166,1.5826,1.6018,1379.9064,0.4506,-625.8297,0.0,130260.2578,2.437,1.5826,4.797,1.0,-1297.0964,2.0
1380.0588,36461.8203,36461824.0,nan,10.0588,10.0588,20.3736,0.0,nan,75.7184,1.6423,1.6599,1380.0588,0.4269,-625.9031,0.0,119625.3984,2.4372,1.6423,4.4578,1.0,-1297.2488,2.0
1380.2112,33732.3398,33732340.0,nan,9.7519,9.7519,21.9851,0.0,nan,76.7065,1.7043,1.7202,1380.2112,0.3793,-625.9767,0.0,110670.4062,2.4331,1.7043,3.9626,1.0,-1297.4011,2.0
1380.3636,34537.0234,34537020.0,nan,9.4833,9.4833,21.5823,0.0,nan,78.6642,1.7889,1.759,1380.3635,0.3752,-626.0502,0.0,113310.4375,2.4455,1.7889,3.3303,1.0,-1297.5536,2.0
1380.516,38712.5859,38712588.0,nan,9.3435,9.3435,19.2182,0.0,nan,79.4119,1.7727,1.7952,1380.516,0.3622,-626.1238,0.0,127009.8047,2.4409,1.7727,2.46,1.0,-1297.7059,2.0
1380.6685,41546.5195,41546516.0,nan,9.3293,9.3293,17.7239,0.0,nan,79.1175,1.7407,1.8178,1380.6685,0.3494,-626.1973,0.0,136307.4688,2.4159,1.7407,1.846,1.0,-1297.8585,2.0
1380.8208,40026.8398,40026840.0,nan,9.3464,9.3464,18.227,0.0,nan,78.9411,1.7092,1.7893,1380.8208,0.3707,-626.2708,0.0,131321.6562,2.3936,1.7092,1.5446,1.0,-1298.0107,2.0
1380.9733,35386.1562,35386156.0,nan,9.4024,9.4024,20.4873,0.0,nan,77.4648,1.6783,1.7556,1380.9733,0.407,-626.3444,0.0,116096.3047,2.3785,1.6783,1.7395,1.0,-1298.1633,2.0
1381.1256,33328.8711,33328872.0,nan,9.4809,9.4809,21.6376,0.0,nan,76.6149,1.6481,1.7225,1381.1256,0.4606,-626.4179,0.0,109346.6875,2.366,1.6481,2.4092,1.0,-1298.3156,2.0
1381.278,27928.9258,27928926.0,nan,9.5969,9.5969,25.688,0.0,nan,76.9159,1.6184,1.6794,1381.278,0.4998,-626.4914,0.0,91630.3359,2.3538,1.6184,3.5449,1.0,-1298.468,2.0
1381.4304,25028.9531,25028954.0,nan,9.7679,9.7679,28.6485,0.0,nan,77.9573,1.5892,1.6352,1381.4304,0.517,-626.5649,0.0,82115.9922,2.3525,1.5892,4.6574,1.0,-1298.6204,2.0
1381.5828,23295.2148,23295216.0,nan,9.9741,9.9741,31.0515,0.0,nan,78.9743,1.5605,1.6533,1381.5828,0.5131,-626.6385,0.0,76427.875,2.3732,1.5605,5.4088,1.0,-1298.7728,2.0
1381.7352,23796.8008,23796802.0,nan,9.9997,9.9997,30.9452,0.0,nan,77.6785,1.5324,1.6717,1381.7352,0.4856,-626.712,0.0,78073.4922,2.416,1.5324,5.8664,1.0,-1298.9252,2.0
1381.8876,28265.4551,28265456.0,nan,9.7771,9.7771,26.8293,0.0,nan,75.8362,1.5044,1.6966,1381.8876,0.4605,-626.7855,0.0,92734.4297,2.488,1.5044,6.1163,1.0,-1299.0776,2.0
1382.04,42335.8516,42335852.0,nan,9.624,9.624,18.153,0.0,nan,73.4167,1.4847,1.6714,1382.04,0.4409,-626.8591,0.0,138897.1562,2.5214,1.4847,6.1484,1.0,-1299.23,2.0
1382.1924,70262.3438,70262344.0,nan,9.723,9.723,10.721,0.0,nan,70.6103,1.5198,1.6347,1382.1924,0.4388,-626.9326,0.0,230519.5,2.4714,1.5198,6.088,1.0,-1299.3823,2.0
1382.3448,51149.5664,51149564.0,nan,9.9472,9.9472,14.416,0.0,nan,69.1967,1.5488,1.5988,1382.3447,0.4525,-627.0061,0.0,167813.5312,2.4192,1.5488,5.8957,1.0,-1299.5348,2.0
1382.4972,38836.2422,38836244.0,nan,9.9948,9.9948,18.5935,0.0,nan,70.9975,1.5782,1.5761,1382.4972,0.4605,-627.0797,0.0,127415.5,2.3691,1.5782,5.6534,1.0,-1299.6871,2.0
1382.6497,33058.5117,33058512.0,nan,9.9061,9.9061,21.6403,0.0,nan,74.1005,1.6082,1.604,1382.6497,0.4496,-627.1533,0.0,108459.6875,2.3471,1.6082,5.3797,1.0,-1299.8397,2.0
1382.802,35637.5938,35637592.0,nan,9.7808,9.7808,20.1965,0.0,nan,77.3385,1.6386,1.6441,1382.802,0.4186,-627.2267,0.0,116921.2422,2.3614,1.6386,5.128,1.0,-1299.9919,2.0
1382.9545,38097.9961,38097996.0,nan,9.6543,9.6543,18.9898,0.0,nan,80.4691,1.6842,1.7229,1382.9545,0.3906,-627.3003,0.0,124993.4219,2.3736,1.6842,4.8624,1.0,-1300.1445,2.0
1383.1068,38814.4805,38814480.0,nan,9.5252,9.5252,18.6746,0.0,nan,81.279,1.7334,1.8265,1383.1068,0.3767,-627.3738,0.0,127344.0938,2.3781,1.7334,4.1512,1.0,-1300.2968,2.0
1383.2592,39026.4805,39026480.0,nan,9.3945,9.3945,18.5919,0.0,nan,78.7907,1.784,1.9363,1383.2592,0.3738,-627.4473,0.0,128039.6328,2.3805,1.784,3.7169,1.0,-1300.4492,2.0
1383.4116,45009.5547,45009556.0,nan,9.2636,9.2636,16.2065,0.0,nan,74.0376,1.836,2.0526,1383.4116,0.3596,-627.5208,0.0,147669.1406,2.3932,1.836,3.0604,1.0,-1300.6016,2.0
1383.564,75247.5859,75247584.0,nan,9.1329,9.1329,9.8009,0.0,nan,69.1999,1.8896,2.176,1383.564,0.3267,-627.5944,0.0,246875.2812,2.4196,1.8896,2.584,1.0,-1300.754,2.0
1383.7164,197842.8438,197842848.0,nan,9.0286,9.0286,3.7665,0.0,nan,64.782,1.9295,2.2988,1383.7164,0.2926,-627.6679,0.0,649090.6875,2.4448,1.9295,2.0433,1.0,-1300.9064,2.0
1383.8688,525489.8125,525489824.0,nan,9.0194,9.0194,1.418,0.0,nan,63.0098,1.8458,2.1885,1383.8688,0.2962,-627.7415,0.0,1724048.0,2.4447,1.8458,1.7289,1.0,-1301.0588,2.0
1384.0212,135237.5781,135237584.0,nan,9.1932,9.1932,5.4256,0.0,nan,65.375,1.7813,2.0658,1384.0212,0.3352,-627.8149,0.0,443692.8438,2.4073,1.7813,1.9886,1.0,-1301.2112,2.0
1384.1736,46414.8711,46414872.0,nan,9.6112,9.6112,15.4643,0.0,nan,69.1482,1.7192,1.9317,1384.1736,0.3825,-627.8885,0.0,152279.7656,2.3549,1.7192,2.8597,1.0,-1301.3635,2.0
1384.326,27218.832,27218832.0,nan,10.0667,10.0667,25.8688,0.0,nan,73.5298,1.6594,1.8151,1384.3259,0.4465,-627.962,0.0,89300.6328,2.3101,1.6594,3.9285,1.0,-1301.516,2.0
1384.4784,21515.8672,21515868.0,nan,10.2607,10.2607,32.4323,0.0,nan,76.8134,1.6017,1.732,1384.4784,0.4948,-628.0356,0.0,70590.1172,2.2894,1.6017,4.7521,1.0,-1301.6683,2.0
1384.6309,20599.4883,20599488.0,nan,10.2378,10.2378,34.171,0.0,nan,77.1424,1.546,1.6527,1384.6309,0.4928,-628.1091,0.0,67583.625,2.3094,1.546,5.2476,1.0,-1301.8209,2.0
1384.7832,23383.502,23383502.0,nan,10.1064,10.1064,30.5745,0.0,nan,75.37,1.471,1.5473,1384.7832,0.4679,-628.1826,0.0,76717.5312,2.3456,1.471,5.3821,1.0,-1301.9731,2.0
1384.9357,27643.4551,27643456.0,nan,9.9279,9.9279,26.2157,0.0,nan,72.2469,1.5006,1.572,1384.9357,0.4414,-628.2562,0.0,90693.75,2.3776,1.5006,5.2098,1.0,-1302.1257,2.0
1385.088,34390.0547,34390056.0,nan,9.7711,9.7711,21.3209,0.0,nan,68.1568,1.5935,1.6144,1385.088,0.4151,-628.3297,0.0,112828.2578,2.4056,1.5935,5.5836,1.0,-1302.278,2.0
1385.2404,50165.5391,50165540.0,nan,9.6737,9.6737,14.7085,0.0,nan,65.4349,1.6921,1.7085,1385.2404,0.3921,-628.4032,0.0,164585.1094,2.4208,1.6921,4.4569,1.0,-1302.4304,2.0
1385.3928,83177.5312,83177528.0,nan,9.5978,9.5978,8.8753,0.0,nan,64.6976,1.7968,1.8588,1385.3928,0.3785,-628.4767,0.0,272892.1562,2.422,1.7968,3.7917,1.0,-1302.5828,2.0
1385.5452,119874.7578,119874752.0,nan,9.4908,9.4908,6.1489,0.0,nan,66.0022,1.9354,2.0224,1385.5452,0.3737,-628.5503,0.0,393289.875,2.4183,1.9354,2.9792,1.0,-1302.7352,2.0
1385.6976,100733.4141,100733416.0,nan,9.3487,9.3487,7.3276,0.0,nan,67.7531,2.0938,2.1356,1385.6976,0.3621,-628.6238,0.0,330490.1875,2.4217,2.0938,1.6585,1.0,-1302.8876,2.0
1385.85,84388.5781,84388576.0,nan,9.231,9.231,8.8292,0.0,nan,68.2605,2.3101,2.3004,1385.85,0.3305,-628.6973,0.0,276865.4062,2.4445,2.3101,0.1574,1.0,-1303.04,2.0
1386.0024,87260.5859,87260584.0,nan,9.1953,9.1953,8.6902,0.0,nan,66.9115,2.3089,2.4542,1386.0024,0.2968,-628.7709,0.0,286288.0,2.4879,2.3089,-0.8794,1.0,-1303.1924,2.0
1386.1548,121450.7344,121450736.0,nan,9.195,9.195,6.3783,0.0,nan,65.0706,2.3964,2.603,1386.1548,0.267,-628.8444,0.0,398460.4062,2.5415,2.3964,-1.9551,1.0,-1303.3447,2.0
1386.3073,205308.3438,205308336.0,nan,9.195,9.195,3.8359,0.0,nan,64.1144,2.5316,2.6993,1386.3073,0.2475,-628.918,0.0,673583.8125,2.5838,2.5316,-2.8253,1.0,-1303.4973,2.0
1386.4596,335922.2812,335922272.0,nan,9.1956,9.1956,2.3397,0.0,nan,65.1646,2.6745,2.7891,1386.4596,0.2505,-628.9915,0.0,1102107.125,2.5786,2.6745,-3.5343,1.0,-1303.6495,2.0
1386.6121,272028.125,272028096.0,nan,9.214,9.214,2.846,0.0,nan,67.231,2.8254,2.8384,1386.6121,0.2616,-629.065,0.0,892480.6875,2.54,2.8254,-3.6432,1.0,-1303.8021,2.0
1386.7644,176287.4531,176287456.0,nan,9.2233,9.2233,4.3007,0.0,nan,68.9111,2.9625,2.9014,1386.7644,0.2727,-629.1385,0.0,578370.875,2.4874,2.9625,-3.7674,1.0,-1303.9543,2.0
1386.9169,122467.9062,122467904.0,nan,9.1467,9.1467,6.0304,0.0,nan,68.4329,3.1635,3.0134,1386.9169,0.2838,-629.2121,0.0,401797.5938,2.423,3.1635,-3.8952,1.0,-1304.1069,2.0
1387.0692,85424.3672,85424368.0,nan,9.0562,9.0562,8.2533,0.0,nan,63.7232,3.3782,3.1601,1387.0692,0.3045,-629.2856,0.0,280263.6875,2.3131,3.3782,-4.0237,1.0,-1304.2592,2.0
1387.2216,47035.2773,47035276.0,nan,9.0012,9.0012,13.5126,3.0,nan,54.1144,3.6075,3.3913,1387.2216,0.3427,-629.3591,0.0,154315.2031,2.0852,3.6075,-4.1198,1.0,-1304.4116,2.0
1387.374,24682.8496,24682848.0,nan,8.958,8.958,22.3239,3.0,nan,43.4404,3.8523,3.8726,1387.374,0.4013,-629.4326,0.0,80980.4766,1.8078,3.8523,-3.6191,1.0,-1304.564,2.0
1387.5264,15530.6084,15530608.0,nan,8.9194,8.9194,31.3129,3.0,nan,31.5072,4.1847,4.5015,1387.5264,0.5049,-629.5062,0.0,50953.4414,1.5955,4.1847,-3.1106,1.0,-1304.7164,2.0
1387.6788,10816.5381,10816538.0,nan,8.9007,8.9007,40.3947,3.0,nan,23.0919,5.0598,6.5314,1387.6788,0.633,-629.5797,0.0,35487.332,1.4335,5.0598,-2.6058,1.0,-1304.8688,2.0
1387.8312,8495.3447,8495345.0,nan,8.9039,8.9039,47.4134,3.0,nan,17.9585,6.1154,6.5091,1387.8312,0.7508,-629.6533,0.0,27871.8672,1.3215,6.1154,-2.1063,1.0,-1305.0212,2.0
1387.9836,7542.376,7542376.0,nan,8.905,8.905,50.555,3.0,nan,16.1018,7.406,8.7533,1387.9836,0.8178,-629.7267,0.0,24745.3281,1.251,7.406,-1.603,1.0,-1305.1736,2.0
1388.136,7315.5244,7315524.5,nan,8.905,8.905,51.7977,3.0,nan,14.3484,8.9283,9.7916,1388.136,0.8484,-629.8003,0.0,24001.0645,1.2432,8.9283,-0.6398,1.0,-1305.3259,2.0
1388.2885,7413.3481,7413348.0,nan,8.905,8.905,51.2211,3.0,nan,14.0293,7.7916,12.3398,1388.2885,0.8609,-629.8738,0.0,24322.0078,1.2458,7.7916,0.3928,1.0,-1305.4785,2.0
