DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,BS,CALI,CALI[DERIVED]1,CALI1,DEVI,DFL,DT,DT1,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,VCL,WATER_VOL,ZLT
1321.3627,4722.4521,4722452.0,nan,8.5,9.1159,9.1159,9.1606,1.3293,1.155,143.8199,143.7577,0.0,nan,76.8038,0.9409,0.9663,1321.3627,0.6601,nan,nan,0.0161,0.0161,15493.6094,2.2283,1.155,1.334,286.3634,1.0,1.0,-1245.2026,82.2939,0.0161,0.0
1321.4884,4744.7251,4744750.5,nan,8.5,8.9984,8.9984,8.9984,1.2806,1.1637,143.7101,143.7101,0.0,nan,78.4475,0.9453,0.972,1321.4884,0.6577,nan,nan,0.0169,0.0169,15566.7656,2.2371,1.1637,1.3542,286.3744,1.0,1.0,-1245.3284,81.418,0.0169,0.0
1321.515,4749.4688,4749469.0,nan,8.5,8.9735,8.9735,8.982,1.2703,1.1613,143.6869,143.6346,0.0,nan,78.6156,0.9454,0.9721,1321.515,0.6558,nan,nan,0.0171,0.0171,15582.2471,2.239,1.1613,1.3486,286.4057,1.0,1.0,-1245.355,81.1988,0.0171,0.0
1321.6408,4781.9121,4783256.5,nan,8.5,8.9044,8.9044,8.9044,1.295,1.1497,143.2771,143.2772,0.0,nan,79.4106,0.946,0.9724,1321.6407,0.6468,nan,nan,0.018,0.018,15693.0977,2.2478,1.1497,1.3219,286.5538,1.0,1.0,-1245.4807,80.162,0.018,0.0
1321.6674,4790.4004,4790400.5,nan,8.5,8.8898,8.8898,8.8999,1.3002,1.1484,143.1905,143.152,0.0,nan,79.4688,0.946,0.9722,1321.6674,0.6449,nan,nan,0.0182,0.0182,15716.5371,2.2505,1.1484,1.3188,286.5656,1.0,1.0,-1245.5073,79.9599,0.0182,0.0
1321.7932,4838.1763,4836673.0,nan,8.5,8.8782,8.8782,8.8782,1.1405,1.142,142.5597,142.5598,0.0,nan,79.7438,0.946,0.9711,1321.7932,0.6355,nan,nan,0.0191,0.0191,15868.3496,2.2629,1.142,1.3041,286.6209,1.0,1.0,-1245.6332,79.004,0.0191,0.0
1321.8198,4846.457,4846457.0,nan,8.5,8.8758,8.8758,8.8814,1.1067,1.1375,142.4263,142.437,0.0,nan,79.672,0.9461,0.9709,1321.8198,0.634,nan,nan,0.0193,0.0193,15900.4502,2.2646,1.1375,1.294,286.6615,1.0,1.0,-1245.6598,78.7518,0.0193,0.0
1321.9456,4883.7319,4882093.5,nan,8.5,8.8962,8.8962,8.8962,1.3024,1.1164,141.8565,141.8565,0.0,nan,79.3323,0.9466,0.9701,1321.9456,0.6265,nan,nan,0.0204,0.0204,16017.3682,2.2729,1.1164,1.2463,286.8532,1.0,1.0,-1245.7855,77.559,0.0204,0.0
1321.9722,4889.6289,4889629.0,nan,8.5,8.9005,8.9005,8.8975,1.3438,1.1169,141.736,141.7701,0.0,nan,79.3006,0.9473,0.9706,1321.9722,0.6244,nan,nan,0.0207,0.0207,16042.0898,2.2737,1.1169,1.2475,286.8611,1.0,1.0,-1245.8121,77.2262,0.0207,0.0
1322.098,4910.874,4909965.5,nan,8.5,8.9039,8.9039,8.9039,1.3615,1.1193,141.3611,141.3611,0.0,nan,79.1503,0.9507,0.9726,1322.0979,0.6143,nan,nan,0.0221,0.0221,16108.8105,2.2776,1.1193,1.2528,286.8983,1.0,1.0,-1245.938,75.652,0.0221,0.0
1322.1246,4914.2656,4914265.5,nan,8.5,8.9046,8.9046,8.8998,1.3652,1.1179,141.2818,141.2247,0.0,nan,79.3334,0.9526,0.9743,1322.1245,0.6116,nan,nan,0.0225,0.0225,16122.9189,2.2779,1.1179,1.2497,286.8603,1.0,1.0,-1245.9646,75.2532,0.0225,0.0
1322.2504,4941.8467,4943151.0,nan,8.5,8.8803,8.8803,8.8803,1.2327,1.1114,140.5793,140.5794,0.0,nan,80.1995,0.9616,0.982,1322.2504,0.5986,nan,nan,0.0242,0.0242,16217.6875,2.2793,1.1114,1.2353,286.6808,1.0,1.0,-1246.0903,73.367,0.0242,0.0
1322.277,4949.2593,4949259.0,nan,8.5,8.8752,8.8752,8.8718,1.2047,1.1135,140.4308,140.5768,0.0,nan,80.4187,0.9652,0.9856,1322.277,0.5952,nan,nan,0.0246,0.0246,16237.7266,2.2803,1.1135,1.2399,286.6247,1.0,1.0,-1246.1169,72.9814,0.0246,0.0
1322.4028,4954.8882,4955761.0,nan,8.5,8.8314,8.8314,8.8314,1.2504,1.1232,140.5643,140.5643,0.0,nan,81.4556,0.9826,1.0026,1322.4027,0.5791,nan,nan,0.0262,0.0262,16259.0596,2.285,1.1232,1.2615,286.3592,1.0,1.0,-1246.2428,71.158,0.0262,0.0
1322.4294,4957.1362,4957136.0,nan,8.5,8.8221,8.8221,8.8271,1.2601,1.1268,140.5925,141.5106,0.0,nan,81.5758,0.9879,1.0079,1322.4293,0.5758,nan,nan,0.0264,0.0264,16263.5703,2.2865,1.1268,1.2696,286.2785,1.0,1.0,-1246.2694,70.9257,0.0264,0.0
1322.5552,4788.7422,4790985.0,nan,8.5,8.8067,8.8067,8.8068,1.1591,1.1437,145.9866,145.9861,0.0,nan,82.144,1.0132,1.0325,1322.5552,0.5606,nan,nan,0.0274,0.0274,15718.4561,2.2936,1.1437,1.308,285.897,1.0,1.0,-1246.3951,69.827,0.0274,0.0
1322.5818,4755.853,4755853.0,nan,8.5,8.8035,8.8035,8.8073,1.1378,1.1541,147.1272,147.826,0.0,nan,82.2561,1.0193,1.0385,1322.5818,0.5588,nan,nan,0.0274,0.0274,15603.1934,2.2957,1.1541,1.3325,285.8296,1.0,1.0,-1246.4218,69.8434,0.0274,0.0
1322.7076,4489.2065,4492944.5,nan,8.5,8.8097,8.8097,8.8097,0.8491,1.2034,156.5224,156.5276,0.0,nan,82.7863,1.048,1.0667,1322.7075,0.5501,nan,nan,0.0273,0.0273,14740.6309,2.3053,1.2034,1.4481,285.5106,1.0,1.0,-1246.5476,69.921,0.0273,0.0
1322.7343,4437.144,4437144.5,nan,8.5,8.811,8.811,8.8105,0.7878,1.2161,158.5165,158.089,0.0,nan,82.9154,1.0526,1.0712,1322.7343,0.5504,nan,nan,0.0272,0.0272,14557.5596,2.3076,1.2161,1.4796,285.4561,1.0,1.0,-1246.5743,70.1283,0.0272,0.0
1322.86,4271.356,4273698.0,nan,8.5,8.8145,8.8145,8.8146,0.9136,1.2759,165.4396,165.4398,0.0,nan,83.5229,1.0742,1.0923,1322.86,0.5518,nan,nan,0.0263,0.0263,14021.3184,2.3184,1.2759,1.6278,285.1997,1.0,1.0,-1246.7,71.104,0.0263,0.0
1322.8866,4239.1104,4239110.5,nan,8.5,8.8153,8.8153,8.8195,0.9402,1.2799,166.9046,166.3046,0.0,nan,83.4973,1.0757,1.093,1322.8866,0.5538,nan,nan,0.026,0.026,13907.8418,2.3213,1.2799,1.6383,285.2046,1.0,1.0,-1246.7266,71.2806,0.026,0.0
1323.0124,4176.6514,4180406.75,nan,8.5,8.8429,8.8429,8.8429,0.8851,1.2992,170.3921,170.394,0.0,nan,83.3766,1.0827,1.0962,1323.0123,0.5629,nan,nan,0.0249,0.0249,13715.2451,2.3349,1.2992,1.6879,285.2279,1.0,1.0,-1246.8523,72.116,0.0249,0.0
1323.0391,4167.9473,4167947.5,nan,8.5,8.8487,8.8487,8.8583,0.8734,1.2825,171.1323,170.8993,0.0,nan,83.0886,1.083,1.0954,1323.0391,0.5642,nan,nan,0.0245,0.0245,13674.3682,2.3401,1.2825,1.6462,285.2214,1.0,1.0,-1246.879,72.1204,0.0245,0.0
1323.1648,4159.8682,4160405.0,nan,8.5,8.931,8.931,8.931,0.8821,1.2042,173.2777,173.2778,0.0,nan,81.7331,1.0846,1.0921,1323.1648,0.5703,nan,nan,0.0223,0.0223,13649.6221,2.3649,1.2042,1.4502,285.1907,1.0,1.0,-1247.0048,72.141,0.0223,0.0
1323.1914,4158.8086,4158808.75,nan,8.5,8.9484,8.9484,8.9487,0.8839,1.1876,173.7317,173.6177,0.0,nan,81.3759,1.0893,1.0964,1323.1914,0.5696,nan,nan,0.0218,0.0218,13644.3857,2.3705,1.1876,1.4116,285.1794,1.0,1.0,-1247.0314,72.0077,0.0218,0.0
1323.3172,4169.3901,4164846.5,nan,8.5,9.0323,9.0323,9.0323,0.9173,1.1086,175.2242,175.2251,0.0,nan,79.6865,1.1115,1.117,1323.3171,0.5664,nan,nan,0.0195,0.0195,13664.1953,2.3969,1.1086,1.229,285.1259,1.0,1.0,-1247.1571,71.377,0.0195,0.0
1323.3439,4166.1279,4166128.0,nan,8.5,9.0501,9.0501,9.0443,0.9244,1.1495,175.541,174.7872,0.0,nan,79.4981,1.1241,1.1304,1323.3439,0.5648,nan,nan,0.0198,0.0198,13668.3994,2.3994,1.1495,1.3292,285.179,1.0,1.0,-1247.1838,71.1866,0.0198,0.0
1323.4696,4254.4189,4250911.0,nan,8.5,9.1004,9.1004,9.1004,0.9393,1.342,172.7259,172.7258,0.0,nan,78.6115,1.1836,1.1935,1323.4696,0.5574,nan,nan,0.021,0.021,13946.5596,2.4109,1.342,1.8011,285.429,1.0,1.0,-1247.3096,70.29,0.021,0.0
1323.4962,4268.8525,4268852.5,nan,8.5,9.111,9.111,9.0984,0.9425,1.4406,172.1302,170.8283,0.0,nan,78.5201,1.1977,1.2093,1323.4962,0.5564,nan,nan,0.0219,0.0219,14005.4219,2.4108,1.4406,2.1213,285.4356,1.0,1.0,-1247.3362,70.1478,0.0219,0.0
1323.622,4538.4424,4537191.0,nan,8.5,9.0893,9.0893,9.0893,1.0392,1.9067,161.8533,161.8543,0.0,nan,78.0876,1.2644,1.2844,1323.6219,0.5516,nan,nan,0.0258,0.0258,14885.7979,2.41,1.9067,3.6355,285.4669,1.0,1.0,-1247.4619,69.475,0.0258,0.0
1323.6486,4593.9302,4593930.5,nan,8.5,9.0847,9.0847,9.0764,1.0596,1.9627,159.6803,158.9964,0.0,nan,78.0006,1.2708,1.2917,1323.6486,0.5516,nan,nan,0.0262,0.0262,15071.9502,2.4067,1.9627,3.867,285.5245,1.0,1.0,-1247.4885,69.4762,0.0262,0.0
1323.7744,5009.8232,5013420.5,nan,8.5,9.0154,9.0154,9.0155,1.152,2.2274,145.4787,145.4801,0.0,nan,77.5892,1.301,1.3263,1323.7744,0.5517,nan,nan,0.0277,0.0277,16448.2285,2.3911,2.2274,4.9615,285.797,1.0,1.0,-1247.6144,69.482,0.0277,0.0
1323.801,5102.1196,5102120.0,nan,8.5,9.0008,9.0008,9.0059,1.1715,2.1484,142.4758,143.3945,0.0,nan,77.5956,1.2964,1.321,1323.801,0.5524,nan,nan,0.0277,0.0277,16739.2383,2.3849,2.1484,4.6451,285.8726,1.0,1.0,-1247.641,69.5234,0.0277,0.0
1323.9268,5376.8647,5382033.5,nan,8.5,8.9608,8.9608,8.9609,1.1073,1.7744,133.5298,133.5307,0.0,nan,77.6258,1.2744,1.2957,1323.9268,0.5559,nan,nan,0.0275,0.0275,17657.5898,2.3556,1.7744,3.1484,286.2301,1.0,1.0,-1247.7667,69.719,0.0275,0.0
1323.9534,5441.2202,5441220.0,nan,8.5,8.9524,8.9524,8.9573,1.0937,1.6986,131.6382,132.7797,0.0,nan,77.6246,1.2675,1.288,1323.9534,0.5565,nan,nan,0.0276,0.0276,17851.7715,2.35,1.6986,2.9123,286.2617,1.0,1.0,-1247.7933,69.6705,0.0276,0.0
1324.0792,5480.52,5482576.0,nan,8.5,8.9407,8.9407,8.9407,1.0497,1.3401,129.228,129.2282,0.0,nan,77.6194,1.2348,1.2514,1324.0791,0.5591,nan,nan,0.0278,0.0278,17987.4531,2.3236,1.3401,1.7958,286.4111,1.0,1.0,-1247.9192,69.441,0.0278,0.0
1324.1058,5491.3203,5491320.5,nan,8.5,8.9382,8.9382,8.939,1.0404,1.3351,128.7183,129.1254,0.0,nan,77.5,1.2341,1.2503,1324.1057,0.5589,nan,nan,0.0279,0.0279,18016.1426,2.319,1.3351,1.7826,286.4775,1.0,1.0,-1247.9458,69.3324,0.0279,0.0
1324.2316,5443.1235,5445227.5,nan,8.5,8.9313,8.9313,8.9313,1.07,1.3114,128.6391,128.6392,0.0,nan,76.9358,1.2308,1.2446,1324.2316,0.558,nan,nan,0.0283,0.0283,17864.918,2.2972,1.3114,1.7199,286.7917,1.0,1.0,-1248.0715,68.819,0.0283,0.0
1324.2582,5435.481,5435481.0,nan,8.5,8.9298,8.9298,8.9319,1.0762,1.3312,128.6224,128.7051,0.0,nan,76.8918,1.2343,1.2481,1324.2582,0.5572,nan,nan,0.0284,0.0284,17832.9414,2.2937,1.3312,1.7739,286.7982,1.0,1.0,-1248.0981,68.7869,0.0284,0.0
1324.384,5379.478,5383773.0,nan,8.5,8.9348,8.9348,8.9347,0.9603,1.4246,129.0171,129.0171,0.0,nan,76.6839,1.251,1.2649,1324.3839,0.5537,nan,nan,0.0285,0.0285,17663.2969,2.2771,1.4246,2.0295,286.829,1.0,1.0,-1248.224,68.635,0.0285,0.0
1324.4106,5372.8394,5372839.5,nan,8.5,8.9358,8.9358,8.9335,0.9358,1.442,129.1006,129.1298,0.0,nan,76.8796,1.2561,1.2698,1324.4105,0.5536,nan,nan,0.0284,0.0284,17627.4258,2.2757,1.442,2.0808,286.8918,1.0,1.0,-1248.2506,68.7807,0.0284,0.0
1324.5364,5334.6523,5337658.5,nan,8.5,8.9277,8.9277,8.9277,0.9261,1.5244,129.663,129.6629,0.0,nan,77.8049,1.2803,1.2932,1324.5364,0.5529,nan,nan,0.0278,0.0278,17512.0039,2.2694,1.5244,2.3237,287.1884,1.0,1.0,-1248.3763,69.47,0.0278,0.0
1324.563,5330.2197,5330219.5,nan,8.5,8.926,8.926,8.9202,0.9241,1.5394,129.7819,129.8028,0.0,nan,77.9293,1.2844,1.297,1324.563,0.5543,nan,nan,0.0275,0.0275,17487.5977,2.2696,1.5394,2.3707,287.2562,1.0,1.0,-1248.403,69.7891,0.0275,0.0
1324.6888,5304.4985,5305181.0,nan,8.5,8.8849,8.8849,8.8849,0.9383,1.6103,130.4639,130.4642,0.0,nan,78.5175,1.3037,1.315,1324.6887,0.5607,nan,nan,0.0261,0.0261,17405.4512,2.2705,1.6103,2.5931,287.5766,1.0,1.0,-1248.5288,71.298,0.0261,0.0
1324.7155,5299.8667,5299867.0,nan,8.5,8.8762,8.8762,8.8788,0.9413,1.6182,130.6086,130.6696,0.0,nan,78.3337,1.3038,1.3153,1324.7155,0.5635,nan,nan,0.0257,0.0257,17388.0156,2.271,1.6182,2.6189,287.6271,1.0,1.0,-1248.5555,71.7332,0.0257,0.0
1324.8412,5264.3013,5261316.5,nan,8.5,8.85,8.85,8.8499,0.9599,1.6555,131.6367,131.6367,0.0,nan,77.4684,1.3045,1.3166,1324.8412,0.5765,nan,nan,0.0238,0.0238,17261.5371,2.2735,1.6555,2.7405,287.865,1.0,1.0,-1248.6812,73.782,0.0238,0.0
1324.8678,5253.1587,5253158.5,nan,8.5,8.8444,8.8444,8.8421,0.9638,1.6555,131.8542,131.9546,0.0,nan,77.2859,1.3014,1.3135,1324.8678,0.5803,nan,nan,0.0235,0.0235,17234.7715,2.2725,1.6555,2.7406,287.8574,1.0,1.0,-1248.7078,74.1969,0.0235,0.0
1324.9936,5178.5708,5176103.5,nan,8.5,8.805,8.805,8.8049,1.0182,1.6555,133.4574,133.4583,0.0,nan,76.4224,1.2863,1.2989,1324.9935,0.5982,nan,nan,0.0217,0.0217,16981.9668,2.2674,1.6555,2.7408,287.8216,1.0,1.0,-1248.8335,76.159,0.0217,0.0
1325.0203,5159.7495,5159749.5,nan,8.5,8.7966,8.7966,8.7964,1.0297,1.6425,133.7977,133.825,0.0,nan,76.252,1.2817,1.2944,1325.0203,0.6019,nan,nan,0.0215,0.0215,16928.3105,2.265,1.6425,2.6985,287.7348,1.0,1.0,-1248.8602,76.381,0.0215,0.0
1325.146,5066.7334,5067527.0,nan,8.5,8.7562,8.7562,8.7562,1.1522,1.581,135.5514,135.5515,0.0,nan,75.45,1.26,1.2731,1325.146,0.6191,nan,nan,0.0205,0.0205,16625.7441,2.2533,1.581,2.4995,287.3262,1.0,1.0,-1248.986,77.426,0.0205,0.0
1325.1726,5048.0117,5048011.5,nan,8.5,8.7477,8.7477,8.7537,1.1781,1.5696,135.9225,135.868,0.0,nan,74.9603,1.2551,1.2691,1325.1726,0.621,nan,nan,0.0205,0.0205,16561.7168,2.2511,1.5696,2.4642,287.2624,1.0,1.0,-1249.0126,77.4078,0.0205,0.0
1325.2984,4972.1475,4973461.5,nan,8.5,8.7418,8.7418,8.7418,1.3238,1.5156,137.3644,137.3652,0.0,nan,72.6447,1.2321,1.2505,1325.2983,0.6298,nan,nan,0.0206,0.0206,16317.1309,2.2408,1.5156,2.2969,286.9609,1.0,1.0,-1249.1383,77.322,0.0206,0.0
1325.3251,4957.6392,4957639.0,nan,8.5,8.7405,8.7405,8.7474,1.3547,1.5069,137.6704,137.5626,0.0,nan,72.0236,1.2273,1.2469,1325.3251,0.6297,nan,nan,0.0208,0.0208,16265.2197,2.2392,1.5069,2.2711,286.8735,1.0,1.0,-1249.165,77.1426,0.0208,0.0
1325.4508,4912.0518,4914595.0,nan,8.5,8.7737,8.7737,8.7737,1.539,1.466,138.492,138.4921,0.0,nan,69.0996,1.2046,1.2298,1325.4508,0.6293,nan,nan,0.0215,0.0215,16123.999,2.2319,1.466,2.1493,286.4621,1.0,1.0,-1249.2908,76.298,0.0215,0.0
1325.4774,4905.4858,4905486.0,nan,8.5,8.7807,8.7807,8.7803,1.578,1.4596,138.6659,138.2914,0.0,nan,68.6365,1.2006,1.2261,1325.4774,0.6278,nan,nan,0.0218,0.0218,16094.1143,2.2317,1.4596,2.1307,286.4358,1.0,1.0,-1249.3174,76.0575,0.0218,0.0
1325.6032,4950.8242,4954152.5,nan,8.5,8.8114,8.8114,8.8114,1.6055,1.4292,137.3422,137.3423,0.0,nan,66.4459,1.1816,1.2084,1325.6031,0.6207,nan,nan,0.0228,0.0228,16253.7812,2.2308,1.4292,2.0427,286.3115,1.0,1.0,-1249.4431,74.92,0.0228,0.0
1325.6298,4964.4429,4964443.0,nan,8.5,8.8179,8.8179,8.8136,1.6113,1.417,137.0623,136.452,0.0,nan,66.0749,1.1795,1.2066,1325.6298,0.6187,nan,nan,0.023,0.023,16287.542,2.2324,1.417,2.0085,286.322,1.0,1.0,-1249.4697,74.6945,0.023,0.0
1325.7556,5162.6523,5164745.0,nan,8.5,8.8238,8.8238,8.8238,1.5293,1.3589,132.2406,132.2411,0.0,nan,64.3204,1.1699,1.1977,1325.7555,0.6091,nan,nan,0.024,0.024,16944.7012,2.2399,1.3589,1.8466,286.3716,1.0,1.0,-1249.5956,73.628,0.024,0.0
1325.7822,5207.0977,5207098.0,nan,8.5,8.8251,8.8251,8.8215,1.512,1.3477,131.2211,131.1582,0.0,nan,64.2207,1.1744,1.2029,1325.7821,0.6073,nan,nan,0.0241,0.0241,17083.6543,2.2417,1.3477,1.817,286.3641,1.0,1.0,-1249.6222,73.4653,0.0241,0.0
1325.908,5442.6504,5445596.5,nan,8.5,8.8105,8.8105,8.8105,1.2946,1.2949,126.0361,126.0367,0.0,nan,63.7492,1.1954,1.2277,1325.908,0.5988,nan,nan,0.0248,0.0248,17866.1309,2.2506,1.2949,1.6767,286.3289,1.0,1.0,-1249.7479,72.696,0.0248,0.0
1325.9346,5496.0259,5496026.0,nan,8.5,8.8074,8.8074,8.8114,1.2486,1.3104,124.9398,125.4914,0.0,nan,63.9905,1.2065,1.2401,1325.9346,0.5976,nan,nan,0.0249,0.0249,18031.582,2.2529,1.3104,1.7182,286.3611,1.0,1.0,-1249.7745,72.6283,0.0249,0.0
1326.0604,5613.6738,5615010.5,nan,8.5,8.8157,8.8157,8.8156,1.1541,1.3837,122.9126,122.9128,0.0,nan,65.132,1.2586,1.2992,1326.0603,0.5917,nan,nan,0.0252,0.0252,18421.9512,2.2638,1.3837,1.9147,286.5131,1.0,1.0,-1249.9004,72.308,0.0252,0.0
1326.087,5640.1699,5640169.5,nan,8.5,8.8174,8.8174,8.8335,1.1341,1.4274,122.4839,123.0663,0.0,nan,65.4713,1.2647,1.3062,1326.0869,0.591,nan,nan,0.0251,0.0251,18504.4941,2.2665,1.4274,2.0465,286.5579,1.0,1.0,-1249.927,72.3789,0.0251,0.0
1326.2128,5612.5918,5609181.0,nan,8.5,8.918,8.918,8.918,1.009,1.6338,123.7927,123.7925,0.0,nan,67.0757,1.2938,1.3395,1326.2128,0.5875,nan,nan,0.0248,0.0248,18402.8242,2.2795,1.6338,2.6694,286.7699,1.0,1.0,-1250.0527,72.714,0.0248,0.0
1326.2394,5602.6284,5602628.5,nan,8.5,8.9393,8.9393,8.9453,0.9825,1.6474,124.0694,124.5048,0.0,nan,67.4613,1.2881,1.3323,1326.2394,0.5878,nan,nan,0.0246,0.0246,18381.3262,2.2806,1.6474,2.7147,286.8553,1.0,1.0,-1250.0793,72.9278,0.0246,0.0
1326.3652,5447.6816,5446916.5,nan,8.5,9.0743,9.0743,9.0743,1.1324,1.7114,127.8735,127.8732,0.0,nan,69.2847,1.2613,1.2981,1326.3651,0.589,nan,nan,0.0237,0.0237,17870.4609,2.2855,1.7114,2.929,287.2594,1.0,1.0,-1250.2052,73.939,0.0237,0.0
1326.3918,5413.9917,5413992.0,nan,8.5,9.1029,9.1029,9.0918,1.1641,1.6726,128.6779,128.6658,0.0,nan,69.7087,1.2502,1.2852,1326.3917,0.5904,nan,nan,0.0235,0.0235,17762.4395,2.2856,1.6726,2.8046,287.2994,1.0,1.0,-1250.2318,74.1856,0.0235,0.0
1326.5176,5262.8735,5265741.0,nan,8.5,9.1742,9.1742,9.1742,1.1647,1.4887,132.4148,132.4145,0.0,nan,71.7139,1.1978,1.2241,1326.5176,0.5972,nan,nan,0.0224,0.0224,17276.0527,2.2864,1.4887,2.2163,287.4885,1.0,1.0,-1250.3575,75.352,0.0224,0.0
1326.5442,5234.394,5234394.0,nan,8.5,9.1893,9.1893,9.1629,1.1648,1.4528,133.205,132.8062,0.0,nan,72.1112,1.1915,1.2169,1326.5442,0.5989,nan,nan,0.0223,0.0223,17173.209,2.2876,1.4528,2.1168,287.5002,1.0,1.0,-1250.3842,75.4372,0.0223,0.0
1326.67,5190.7246,5190315.5,nan,8.5,9.1094,9.1094,9.1094,1.2755,1.283,134.6582,134.659,0.0,nan,73.9901,1.1616,1.1825,1326.6699,0.6073,nan,nan,0.022,0.022,17028.5938,2.2932,1.283,1.646,287.5555,1.0,1.0,-1250.51,75.84,0.022,0.0
1326.6967,5180.96,5180960.0,nan,8.5,9.0925,9.0925,9.0829,1.299,1.285,134.9666,134.6741,0.0,nan,74.302,1.1625,1.1836,1326.6967,0.6079,nan,nan,0.0222,0.0222,16997.9004,2.2941,1.285,1.6512,287.555,1.0,1.0,-1250.5367,75.6215,0.0222,0.0
1326.8224,5199.3594,5198162.5,nan,8.5,8.9583,8.9583,8.9583,1.4013,1.2944,134.7452,134.7452,0.0,nan,75.7705,1.1671,1.1891,1326.8224,0.6105,nan,nan,0.0231,0.0231,17054.3398,2.2985,1.2944,1.6756,287.5525,1.0,1.0,-1250.6624,74.593,0.0231,0.0
1326.849,5201.8032,5201803.0,nan,8.5,8.9299,8.9299,8.9452,1.423,1.3063,134.6984,134.6083,0.0,nan,75.866,1.1718,1.1944,1326.849,0.6086,nan,nan,0.0236,0.0236,17066.2832,2.2988,1.3063,1.707,287.4961,1.0,1.0,-1250.689,74.0907,0.0236,0.0
1326.9748,5233.4443,5233711.5,nan,8.5,8.8835,8.8835,8.8834,1.2536,1.3622,133.9614,133.961,0.0,nan,76.3176,1.1942,1.2195,1326.9747,0.5997,nan,nan,0.0257,0.0257,17170.9707,2.3001,1.3622,1.8557,287.229,1.0,1.0,-1250.8147,71.715,0.0257,0.0
1327.0015,5240.4839,5240484.0,nan,8.5,8.8736,8.8736,8.8849,1.2176,1.3753,133.805,133.8298,0.0,nan,76.3235,1.2011,1.2269,1327.0015,0.5954,nan,nan,0.0263,0.0263,17193.1895,2.3005,1.3753,1.8922,287.2238,1.0,1.0,-1250.8414,71.1106,0.0263,0.0
1327.1272,5268.1626,5270089.0,nan,8.5,8.8921,8.8921,8.8921,1.5137,1.4367,133.2122,133.2122,0.0,nan,76.3515,1.2338,1.2615,1327.1272,0.5752,nan,nan,0.0289,0.0289,17290.3184,2.3024,1.4367,2.064,287.1993,1.0,1.0,-1250.9672,68.265,0.0289,0.0
1327.1538,5276.354,5276354.0,nan,8.5,8.896,8.896,8.892,1.5763,1.4539,133.0868,133.1336,0.0,nan,76.4644,1.2404,1.2681,1327.1538,0.5702,nan,nan,0.0293,0.0293,17310.873,2.3038,1.4539,2.1151,287.2147,1.0,1.0,-1250.9938,67.7574,0.0293,0.0
1327.2796,5304.5693,5304438.5,nan,8.5,8.8914,8.8914,8.8914,1.5512,1.5351,132.7617,132.7617,0.0,nan,76.9982,1.2715,1.2994,1327.2795,0.5464,nan,nan,0.0315,0.0315,17403.0156,2.3105,1.5351,2.3567,287.2874,1.0,1.0,-1251.1195,65.357,0.0315,0.0
1327.3062,5310.377,5310377.0,nan,8.5,8.8904,8.8904,8.8916,1.5459,1.5491,132.6929,132.6942,0.0,nan,77.1661,1.2751,1.3025,1327.3062,0.5421,nan,nan,0.0318,0.0318,17422.498,2.3118,1.5491,2.4006,287.3222,1.0,1.0,-1251.1461,65.053,0.0318,0.0
1327.432,5337.6313,5334983.5,nan,8.5,8.8925,8.8925,8.8925,1.5113,1.615,132.375,132.3751,0.0,nan,77.9604,1.2921,1.3174,1327.432,0.5221,nan,nan,0.0331,0.0331,17503.2266,2.3181,1.615,2.6083,287.4868,1.0,1.0,-1251.272,63.615,0.0331,0.0
1327.4586,5340.186,5340186.5,nan,8.5,8.8929,8.8929,8.8953,1.504,1.6161,132.3078,132.353,0.0,nan,78.2088,1.2935,1.3178,1327.4586,0.5197,nan,nan,0.0332,0.0332,17520.2969,2.3181,1.6161,2.6118,287.5159,1.0,1.0,-1251.2986,63.534,0.0332,0.0
1327.5844,5341.8242,5342611.5,nan,8.5,8.9087,8.9087,8.9087,1.3783,1.6212,132.2489,132.2489,0.0,nan,79.3835,1.3001,1.3199,1327.5844,0.5081,nan,nan,0.0335,0.0335,17528.2539,2.3177,1.6212,2.6282,287.6537,1.0,1.0,-1251.4243,63.151,0.0335,0.0
1327.611,5343.1245,5343124.5,nan,8.5,8.912,8.912,8.9071,1.3517,1.6129,132.2364,132.2222,0.0,nan,79.6699,1.3006,1.3199,1327.611,0.5074,nan,nan,0.0334,0.0334,17529.9355,2.3181,1.6129,2.6017,287.6352,1.0,1.0,-1251.4509,63.2594,0.0334,0.0
1327.7368,5352.5786,5350908.0,nan,8.5,8.8996,8.8996,8.8996,1.1988,1.5736,132.0959,132.0959,0.0,nan,81.0243,1.3029,1.3202,1327.7367,0.5043,nan,nan,0.0329,0.0329,17555.4727,2.3197,1.5736,2.4763,287.5473,1.0,1.0,-1251.5768,63.772,0.0329,0.0
1327.7634,5352.5542,5352554.0,nan,8.5,8.897,8.897,8.8934,1.1665,1.5733,132.0662,132.0194,0.0,nan,81.1397,1.303,1.3204,1327.7633,0.5052,nan,nan,0.0327,0.0327,17560.873,2.3192,1.5733,2.4752,287.5573,1.0,1.0,-1251.6034,64.0354,0.0327,0.0
