DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,BIT,CALI,NPHI,DT,DTDS,FACIES,FLD1,GR,M2R1,LLD,NPHI_1,PEF,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD_1,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,TEMP,TH,U,VCL,WATER_VOL,RHOB_1,ZLT
1334.262,5857.1387,5857145.0,nan,0.2159,9.5412,0.5006,122.4635,122.4635,0.0,nan,88.5897,1.3318,1.2769,0.5006,5.6107,nan,nan,0.6688,0.0443,0.0443,19216.3535,2.3533,1.1135,1.1135,1.2398,247.7159,1.0,1.0,-1253.762,148.5068,0.0,0.0,78.606,0.0443,2.3533,0.0
1334.4144,5569.8843,5569884.0,nan,0.2159,9.5909,0.5018,129.3156,129.3156,0.0,nan,95.3502,1.2811,1.2343,0.5018,5.4009,nan,nan,0.7406,0.0384,0.0384,18273.8984,2.3631,1.0763,1.0763,1.1584,247.898,1.0,1.0,-1253.9144,148.5146,0.0,0.0,80.66,0.0384,2.3631,0.0
1334.5668,5583.4023,5583402.5,nan,0.2159,9.5366,0.511,128.7896,128.7896,0.0,nan,99.4062,1.2768,1.2312,0.511,5.3966,nan,nan,0.7343,0.0494,0.0494,18318.25,2.3592,1.0736,1.0736,1.1526,248.1305,1.0,1.0,-1254.0668,148.5224,0.0,0.0,77.631,0.0494,2.3592,0.0
1334.7192,5636.481,5636481.0,nan,0.2159,9.4692,0.5036,126.8035,126.8035,0.0,nan,99.3164,1.2962,1.2459,0.5036,5.6656,nan,nan,0.7105,0.0572,0.0572,18492.3906,2.3449,1.0864,1.0864,1.1803,248.2783,1.0,1.0,-1254.2192,148.5302,0.0,0.0,74.435,0.0572,2.3449,0.0
1334.8716,5631.5879,5631588.0,nan,0.2159,9.4349,0.4873,126.4861,126.4861,0.0,nan,95.091,1.3315,1.2733,0.4873,5.8877,nan,nan,0.7053,0.0537,0.0537,18476.3379,2.337,1.1103,1.1103,1.2328,248.2118,1.0,1.0,-1254.3716,148.5381,0.0,0.0,76.1,0.0537,2.337,0.0
1335.024,5618.0923,5618092.0,nan,0.2159,9.427,0.5032,127.186,127.186,0.0,nan,90.1524,1.3562,1.2928,0.5032,5.82,nan,nan,0.7142,0.0423,0.0423,18432.0605,2.3443,1.1273,1.1273,1.2709,247.9948,1.0,1.0,-1254.524,148.5459,0.0,0.0,81.282,0.0423,2.3443,0.0
1335.1764,5616.0479,5616047.5,nan,0.2159,9.4557,0.5603,127.6719,127.6719,0.0,nan,88.6135,1.3341,1.2738,0.5603,5.7419,nan,nan,0.7212,0.032,0.032,18425.3535,2.3524,1.1107,1.1107,1.2338,247.915,1.0,1.0,-1254.6764,148.5537,0.0,0.0,85.822,0.032,2.3524,0.0
1335.3288,5542.8584,5542838.0,nan,0.2159,9.5148,0.5906,128.8848,128.8848,0.0,nan,90.2681,1.2755,1.2237,0.5906,5.5959,nan,nan,0.7313,0.0257,0.0257,18185.1641,2.3438,1.0671,1.0671,1.1386,248.1502,1.0,1.0,-1254.8289,148.5615,0.0,0.0,88.487,0.0257,2.3438,0.0
1335.4812,5365.6948,5365694.5,nan,0.2159,9.5574,0.5708,131.8849,131.8849,0.0,nan,92.3679,1.2225,1.1776,0.5708,5.5294,nan,nan,0.7561,0.0253,0.0253,17603.9844,2.3217,1.0269,1.0269,1.0544,248.5374,1.0,1.0,-1254.9812,148.5694,0.0,0.0,88.557,0.0253,2.3217,0.0
1335.6336,5240.6187,5240635.0,nan,0.2159,9.5676,0.5502,133.8868,133.8868,0.0,nan,93.8505,1.199,1.1561,0.5502,5.4872,nan,nan,0.7714,0.027,0.027,17193.6855,2.302,1.0081,1.0081,1.0163,248.8372,1.0,1.0,-1255.1335,148.5772,0.0,0.0,87.727,0.027,2.302,0.0
1335.786,5195.1577,5195157.5,nan,0.2159,9.5695,0.5415,134.5069,134.5069,0.0,nan,93.5717,1.2019,1.1558,0.5415,5.4232,nan,nan,0.7753,0.0304,0.0304,17044.4805,2.2926,1.0079,1.0079,1.0158,248.9758,1.0,1.0,-1255.286,148.585,0.0,0.0,86.255,0.0304,2.2926,0.0
1335.9384,5152.3062,5152307.5,nan,0.2159,9.5721,0.5292,135.4126,135.4126,0.0,nan,91.2169,1.2168,1.164,0.5292,5.3937,nan,nan,0.7835,0.0379,0.0379,16903.8965,2.289,1.015,1.015,1.0302,249.0097,1.0,1.0,-1255.4384,148.5928,0.0,0.0,82.981,0.0379,2.289,0.0
1336.0908,5103.0156,5103015.5,nan,0.2159,9.5731,0.5038,136.5593,136.5593,0.0,nan,87.6787,1.2338,1.1736,0.5038,5.3803,nan,nan,0.7945,0.0455,0.0455,16742.1777,2.2863,1.0234,1.0234,1.0473,249.0161,1.0,1.0,-1255.5908,148.6006,0.0,0.0,79.647,0.0455,2.2863,0.0
1336.2432,5064.5215,5064526.5,nan,0.2159,9.5734,0.4796,137.5371,137.5371,0.0,nan,85.1354,1.2489,1.1826,0.4796,5.3764,nan,nan,0.8041,0.0487,0.0487,16615.8984,2.2853,1.0312,1.0312,1.0634,249.0348,1.0,1.0,-1255.7432,148.6085,0.0,0.0,78.238,0.0487,2.2853,0.0
1336.3956,5052.2593,5052259.5,nan,0.2159,9.5713,0.47,137.9855,137.9855,0.0,nan,86.2676,1.2616,1.1913,0.47,5.3665,nan,nan,0.8091,0.0479,0.0479,16575.6543,2.2872,1.0388,1.0388,1.0791,249.0479,1.0,1.0,-1255.8956,148.6163,0.0,0.0,78.575,0.0479,2.2872,0.0
1336.548,5069.1221,5069122.0,nan,0.2159,9.5637,0.4737,137.767,137.767,0.0,nan,90.3767,1.2796,1.2062,0.4737,5.3463,nan,nan,0.8079,0.0442,0.0442,16630.9785,2.2912,1.0518,1.0518,1.1063,249.0023,1.0,1.0,-1256.048,148.6241,0.0,0.0,80.172,0.0442,2.2912,0.0
1336.7004,5174.7852,5174785.0,nan,0.2159,9.5353,0.4933,135.6431,135.6431,0.0,nan,92.3031,1.3218,1.2424,0.4933,5.3538,nan,nan,0.7894,0.0425,0.0425,16977.6406,2.3029,1.0834,1.0834,1.1737,248.8289,1.0,1.0,-1256.2004,148.632,0.0,0.0,81.079,0.0425,2.3029,0.0
1336.8528,5419.7305,5419730.5,nan,0.2159,9.4821,0.5198,131.0199,131.0199,0.0,nan,90.1271,1.4081,1.3169,0.5198,5.4391,nan,nan,0.7494,0.0388,0.0388,17781.2695,2.3297,1.1484,1.1484,1.3187,248.4637,1.0,1.0,-1256.3528,148.6398,0.0,0.0,79.923,0.0388,2.3297,0.0
1337.0052,5737.9927,5737992.5,nan,0.2159,9.4337,0.5255,125.7129,125.7129,0.0,nan,88.8356,1.5369,1.4297,0.5255,5.5053,nan,nan,0.705,0.0235,0.0235,18825.4355,2.3666,1.2467,1.2467,1.5543,247.8333,1.0,1.0,-1256.5052,148.6476,0.0,0.0,78.389,0.0235,2.3666,0.0
1337.1576,6005.3721,6005372.0,nan,0.2159,9.4132,0.5027,121.7551,121.7551,0.0,nan,92.1888,1.6563,1.5387,0.5027,5.5378,nan,nan,0.6731,0.0158,0.0158,19702.6641,2.3989,1.3418,1.3418,1.8003,246.9008,1.0,1.0,-1256.6576,148.6554,0.0,0.0,77.922,0.0158,2.3989,0.0
1337.31,6077.4629,6077424.0,nan,0.2159,9.4083,0.4839,120.9578,120.9578,0.0,nan,95.7296,1.679,1.5715,0.4839,5.6834,nan,nan,0.6683,0.0241,0.0241,19939.0566,2.4118,1.3703,1.3703,1.8778,245.9502,1.0,1.0,-1256.8101,148.6633,0.0,0.0,78.159,0.0241,2.4118,0.0
1337.4624,5890.4595,5890459.5,nan,0.2159,9.4104,0.4925,124.239,124.239,0.0,nan,95.1633,1.5887,1.5073,0.4925,5.9383,nan,nan,0.6988,0.0342,0.0342,19325.6543,2.401,1.3144,1.3144,1.7275,245.6295,1.0,1.0,-1256.9624,148.6711,0.0,0.0,80.47,0.0342,2.401,0.0
1337.6148,5699.103,5699128.5,nan,0.2159,9.4193,0.5232,127.4104,127.4104,0.0,nan,93.2902,1.483,1.423,0.5232,6.071,nan,nan,0.7261,0.0338,0.0338,18697.9277,2.3823,1.2408,1.2408,1.5397,246.2096,1.0,1.0,-1257.1147,148.6789,0.0,0.0,82.894,0.0338,2.3823,0.0
1337.7672,5653.6074,5653607.0,nan,0.2159,9.4267,0.5484,128.1931,128.1931,0.0,nan,92.7682,1.4393,1.3903,0.5484,6.0121,nan,nan,0.7329,0.0296,0.0296,18548.5801,2.3778,1.2123,1.2123,1.4698,247.1261,1.0,1.0,-1257.2672,148.6867,0.0,0.0,83.377,0.0296,2.3778,0.0
1337.9196,5683.1602,5683140.5,nan,0.2159,9.4346,0.5576,127.9556,127.9556,0.0,nan,91.9353,1.4356,1.3916,0.5576,5.9199,nan,nan,0.7325,0.0341,0.0341,18645.4746,2.3858,1.2135,1.2135,1.4725,247.6692,1.0,1.0,-1257.4196,148.6945,0.0,0.0,82.85,0.0341,2.3858,0.0
1338.072,5678.4888,5678488.5,nan,0.2159,9.4653,0.5554,127.83,127.83,0.0,nan,90.8701,1.4057,1.3659,0.5554,5.9097,nan,nan,0.7302,0.0337,0.0337,18630.2109,2.3815,1.1911,1.1911,1.4186,247.8305,1.0,1.0,-1257.572,148.7024,0.0,0.0,84.776,0.0337,2.3815,0.0
1338.2244,5522.2061,5522206.0,nan,0.2159,9.5181,0.5508,130.123,130.123,0.0,nan,91.1484,1.3374,1.3013,0.5508,6.0826,nan,nan,0.7473,0.0324,0.0324,18117.4746,2.3575,1.1347,1.1347,1.2876,248.0605,1.0,1.0,-1257.7244,148.7102,0.0,0.0,85.426,0.0324,2.3575,0.0
1338.3768,5378.1377,5378137.5,nan,0.2159,9.55,0.5432,132.4979,132.4979,0.0,nan,91.6851,1.2824,1.2475,0.5432,6.1931,nan,nan,0.7664,0.0389,0.0389,17644.8086,2.3379,1.0878,1.0878,1.1834,248.6284,1.0,1.0,-1257.8768,148.718,0.0,0.0,82.542,0.0389,2.3379,0.0
1338.5292,5378.8521,5378852.0,nan,0.2159,9.5133,0.5217,132.3613,132.3613,0.0,nan,91.9523,1.2829,1.245,0.5217,6.124,nan,nan,0.7645,0.0518,0.0518,17647.1523,2.3358,1.0856,1.0856,1.1786,249.2889,1.0,1.0,-1258.0292,148.7258,0.0,0.0,76.815,0.0518,2.3358,0.0
1338.6816,5526.4824,5526482.5,nan,0.2159,9.4223,0.4915,130.0554,130.0554,0.0,nan,94.0899,1.3369,1.2927,0.4915,6.0804,nan,nan,0.7468,0.0342,0.0342,18131.5039,2.3581,1.1272,1.1272,1.2707,249.5352,1.0,1.0,-1258.1816,148.7337,0.0,0.0,76.463,0.0342,2.3581,0.0
1338.834,5809.1694,5809169.0,nan,0.2159,9.3379,0.4739,126.2871,126.2871,0.0,nan,98.0616,1.4096,1.3597,0.4739,6.0773,nan,nan,0.721,0.015,0.015,19058.9531,2.4069,1.1857,1.1857,1.4058,249.1526,1.0,1.0,-1258.334,148.7415,0.0,0.0,77.39,0.015,2.4069,0.0
1338.9864,6071.7515,6071726.0,nan,0.2159,9.2989,0.4669,122.9541,122.9541,0.0,nan,100.9966,1.466,1.4152,0.4669,5.955,nan,nan,0.698,0.0136,0.0136,19920.3633,2.4493,1.2341,1.2341,1.5229,248.412,1.0,1.0,-1258.4865,148.7493,0.0,0.0,76.724,0.0136,2.4493,0.0
1339.1388,6190.3989,6190399.0,nan,0.2159,9.292,0.4679,121.7792,121.7792,0.0,nan,101.0445,1.4883,1.4433,0.4679,5.7846,nan,nan,0.6921,0.0146,0.0146,20309.709,2.4733,1.2586,1.2586,1.584,247.7017,1.0,1.0,-1258.6388,148.7572,0.0,0.0,78.69,0.0146,2.4733,0.0
1339.2912,6115.3174,6115285.0,nan,0.2159,9.2999,0.4901,123.2494,123.2494,0.0,nan,99.8201,1.4691,1.4347,0.4901,5.857,nan,nan,0.7069,0.0155,0.0155,20063.2695,2.4728,1.251,1.251,1.5651,247.274,1.0,1.0,-1258.7913,148.765,0.0,0.0,82.702,0.0155,2.4728,0.0
1339.4436,5968.8232,5968823.0,nan,0.2159,9.3123,0.5265,125.1969,125.1969,0.0,nan,99.3061,1.4312,1.4055,0.5265,5.9393,nan,nan,0.7213,0.0152,0.0152,19582.7539,2.4517,1.2256,1.2256,1.5021,247.2727,1.0,1.0,-1258.9436,148.7728,0.0,0.0,85.473,0.0152,2.4517,0.0
1339.596,5769.1138,5769115.0,nan,0.2159,9.2734,0.5393,127.6447,127.6447,0.0,nan,99.2665,1.4164,1.3934,0.5393,5.9785,nan,nan,0.737,0.0195,0.0195,18927.543,2.416,1.215,1.215,1.4763,247.6357,1.0,1.0,-1259.0959,148.7806,0.0,0.0,85.426,0.0195,2.416,0.0
1339.7484,5614.2871,5614287.0,nan,0.2159,9.1619,0.5351,129.1832,129.1832,0.0,nan,99.2032,1.4359,1.4092,0.5351,5.9696,nan,nan,0.7434,0.0293,0.0293,18419.5781,2.3795,1.2288,1.2288,1.51,248.0229,1.0,1.0,-1259.2484,148.7885,0.0,0.0,83.664,0.0293,2.3795,0.0
1339.9008,5573.5513,5573597.0,nan,0.2159,9.0547,0.5459,128.9243,128.9243,0.0,nan,99.1892,1.4696,1.4348,0.5459,5.9901,nan,nan,0.7352,0.0255,0.0255,18286.0801,2.3575,1.2512,1.2512,1.5654,248.0884,1.0,1.0,-1259.4008,148.7963,0.0,0.0,84.51,0.0255,2.3575,0.0
1340.0532,5549.1899,5549190.0,nan,0.2159,9.0137,0.5689,129.9132,129.9132,0.0,nan,98.2469,1.5038,1.4589,0.5689,6.0436,nan,nan,0.7471,0.0163,0.0163,18206.0039,2.3652,1.2722,1.2722,1.6184,247.8963,1.0,1.0,-1259.5532,148.8041,0.0,0.0,83.159,0.0163,2.3652,0.0
1340.2056,5858.5088,5858509.0,nan,0.2159,9.0082,0.5601,125.9779,125.9779,0.0,nan,95.1167,1.5719,1.5167,0.5601,6.1991,nan,nan,0.7215,0.0157,0.0157,19220.8301,2.4214,1.3226,1.3226,1.7492,247.6548,1.0,1.0,-1259.7056,148.8119,0.0,0.0,73.227,0.0157,2.4214,0.0
1340.358,6567.2456,6567245.5,nan,0.2159,9.0021,0.5209,115.9422,115.9422,0.0,nan,89.1661,1.7192,1.6574,0.5209,6.27,nan,nan,0.6393,0.0174,0.0174,21546.082,2.4981,1.4453,1.4453,2.0888,247.3944,1.0,1.0,-1259.858,148.8197,0.0,0.0,66.566,0.0174,2.4981,0.0
1340.5104,7039.9282,7039928.0,nan,0.2159,9.0018,0.4946,109.6382,109.6382,0.0,nan,81.6949,1.8287,1.7801,0.4946,5.9381,nan,nan,0.5842,0.0187,0.0187,23096.877,2.5323,1.5522,1.5522,2.4094,247.1607,1.0,1.0,-1260.0104,148.8276,0.0,0.0,66.988,0.0187,2.5323,0.0
1340.6628,7033.2847,7033285.0,nan,0.2159,9.0546,0.4862,108.9617,108.9617,0.0,nan,78.2722,1.6838,1.6781,0.4862,5.6394,nan,nan,0.5727,0.046,0.046,23075.082,2.5143,1.4633,1.4633,2.1411,247.1981,1.0,1.0,-1260.1628,148.8354,0.0,0.0,69.165,0.046,2.5143,0.0
1340.8152,6328.4155,6328415.5,nan,0.2159,9.2293,0.4683,116.6766,116.6766,0.0,nan,81.6917,1.3942,1.4178,0.4683,5.5921,nan,nan,0.6276,0.063,0.063,20762.5176,2.4225,1.2363,1.2363,1.5284,247.6228,1.0,1.0,-1260.3152,148.8432,0.0,0.0,71.053,0.063,2.4225,0.0
1340.9676,5497.6689,5497744.0,nan,0.2159,9.5207,0.451,131.2748,131.2748,0.0,nan,88.076,1.1803,1.2128,0.451,5.6611,nan,nan,0.7617,0.0487,0.0487,18037.2188,2.3678,1.0575,1.0575,1.1184,248.2955,1.0,1.0,-1260.4677,148.851,0.0,0.0,78.145,0.0487,2.3678,0.0
1341.12,5065.0234,5065023.5,nan,0.2159,9.7728,0.4666,139.7801,139.7801,0.0,nan,92.8176,1.0928,1.1221,0.4666,5.6962,nan,nan,0.8363,0.0344,0.0344,16617.5312,2.3228,0.9785,0.9785,0.9574,248.9938,1.0,1.0,-1260.62,148.8589,0.0,0.0,84.327,0.0344,2.3228,0.0
1341.2724,4992.6514,4992718.5,nan,0.2159,9.8253,0.5055,140.0053,140.0053,0.0,nan,93.9304,1.1146,1.1299,0.5055,5.7933,nan,nan,0.8311,0.0317,0.0317,16380.3096,2.2933,0.9853,0.9853,0.9708,249.4407,1.0,1.0,-1260.7725,148.8667,0.0,0.0,85.661,0.0317,2.2933,0.0
1341.4248,5158.6929,5158693.0,nan,0.2159,9.6671,0.527,136.533,136.533,0.0,nan,91.6409,1.2229,1.213,0.527,5.8228,nan,nan,0.8004,0.0428,0.0428,16924.8457,2.3108,1.0577,1.0577,1.1188,249.3364,1.0,1.0,-1260.9248,148.8745,0.0,0.0,80.973,0.0428,2.3108,0.0
1341.5772,5483.1143,5483087.5,nan,0.2159,9.4341,0.518,131.173,131.173,0.0,nan,89.4012,1.3858,1.3388,0.518,5.8269,nan,nan,0.7585,0.0381,0.0381,17989.1328,2.3597,1.1674,1.1674,1.3629,248.5416,1.0,1.0,-1261.0771,148.8824,0.0,0.0,77.096,0.0381,2.3597,0.0
1341.7296,5709.1548,5709155.0,nan,0.2159,9.2638,0.4862,127.3676,127.3676,0.0,nan,90.1638,1.5537,1.4652,0.4862,5.8322,nan,nan,0.7266,0.034,0.034,18730.8223,2.3857,1.2777,1.2777,1.6324,247.2208,1.0,1.0,-1261.2296,148.8902,0.0,0.0,74.852,0.034,2.3857,0.0
1341.882,5803.4204,5803421.5,nan,0.2159,9.1941,0.4668,125.7242,125.7242,0.0,nan,91.0394,1.6641,1.5506,0.4668,5.8431,nan,nan,0.712,0.0299,0.0299,19040.0977,2.3938,1.3521,1.3521,1.8283,245.6465,1.0,1.0,-1261.382,148.898,0.0,0.0,75.975,0.0299,2.3938,0.0
1342.0344,5841.2749,5841275.0,nan,0.2159,9.174,0.4789,125.3373,125.3373,0.0,nan,88.4171,1.6878,1.578,0.4789,5.8466,nan,nan,0.7101,0.0391,0.0391,19164.2871,2.402,1.376,1.376,1.8934,244.2181,1.0,1.0,-1261.5344,148.9058,0.0,0.0,76.366,0.0391,2.402,0.0
1342.1868,5813.7217,5813721.5,nan,0.2159,9.1626,0.502,125.2445,125.2445,0.0,nan,83.1236,1.6648,1.5762,0.502,5.8298,nan,nan,0.7059,0.0456,0.0456,19073.8906,2.3889,1.3744,1.3744,1.8891,243.3752,1.0,1.0,-1261.6868,148.9137,0.0,0.0,76.165,0.0456,2.3889,0.0
1342.3392,5776.1108,5776110.5,nan,0.2159,9.1577,0.5079,125.8173,125.8173,0.0,nan,80.216,1.6244,1.5609,0.5079,5.8221,nan,nan,0.7105,0.0501,0.0501,18950.4941,2.3843,1.3611,1.3611,1.8526,243.4356,1.0,1.0,-1261.8392,148.9215,0.0,0.0,75.455,0.0501,2.3843,0.0
1342.4916,5694.1567,5694156.5,nan,0.2159,9.1823,0.5,127.4515,127.4515,0.0,nan,80.7786,1.5476,1.5074,0.5,5.8552,nan,nan,0.7262,0.0567,0.0567,18681.6172,2.381,1.3144,1.3144,1.7278,244.3232,1.0,1.0,-1261.9916,148.9293,0.0,0.0,74.751,0.0567,2.381,0.0
1342.644,5584.6313,5584631.5,nan,0.2159,9.2683,0.4961,129.0669,129.0669,0.0,nan,80.9444,1.4424,1.4187,0.4961,5.9994,nan,nan,0.7385,0.0521,0.0521,18322.2812,2.3648,1.2371,1.2371,1.5304,245.5612,1.0,1.0,-1262.144,148.9371,0.0,0.0,76.934,0.0521,2.3648,0.0
1342.7964,5366.8438,5366843.5,nan,0.2159,9.4008,0.4987,132.5098,132.5098,0.0,nan,78.8371,1.3531,1.3378,0.4987,6.3111,nan,nan,0.7653,0.0427,0.0427,17607.7539,2.3332,1.1666,1.1666,1.3608,246.6188,1.0,1.0,-1262.2964,148.9449,0.0,0.0,80.957,0.0427,2.3332,0.0
1342.9488,5084.7949,5084822.0,nan,0.2159,9.5126,0.5059,137.8099,137.8099,0.0,nan,77.0278,1.2979,1.2849,0.5059,6.5255,nan,nan,0.8104,0.0331,0.0331,16682.4883,2.299,1.1204,1.1204,1.2554,247.3511,1.0,1.0,-1262.4489,148.9528,0.0,0.0,85.127,0.0331,2.299,0.0
1343.1012,4975.5195,4975519.5,nan,0.2159,9.5633,0.5243,139.593,139.593,0.0,nan,77.9301,1.2701,1.2548,0.5243,6.4974,nan,nan,0.8232,0.0258,0.0258,16323.8828,2.2787,1.0942,1.0942,1.1972,247.8637,1.0,1.0,-1262.6012,148.9606,0.0,0.0,88.356,0.0258,2.2787,0.0
1343.2536,5008.7744,5008797.5,nan,0.2159,9.5749,0.546,138.3741,138.3741,0.0,nan,80.0918,1.2671,1.2453,0.546,6.2263,nan,nan,0.8097,0.028,0.028,16433.0625,2.2739,1.0859,1.0859,1.1792,248.2533,1.0,1.0,-1262.7535,148.9684,0.0,0.0,87.453,0.028,2.2739,0.0
1343.406,5068.0938,5068093.5,nan,0.2159,9.5699,0.5388,137.4281,137.4281,0.0,nan,81.6579,1.2872,1.2551,0.5388,5.8944,nan,nan,0.803,0.0374,0.0374,16627.6035,2.2851,1.0944,1.0944,1.1978,248.6008,1.0,1.0,-1262.906,148.9762,0.0,0.0,83.383,0.0374,2.2851,0.0
1343.5584,5224.0596,5224063.0,nan,0.2159,9.5339,0.5195,134.7779,134.7779,0.0,nan,83.3399,1.3227,1.2775,0.5195,5.6273,nan,nan,0.7824,0.0425,0.0425,17139.3145,2.31,1.114,1.114,1.241,248.962,1.0,1.0,-1263.0584,148.9841,0.0,0.0,81.184,0.0425,2.31,0.0
1343.7108,5370.8374,5370837.5,nan,0.2159,9.4576,0.5161,132.5588,132.5588,0.0,nan,84.66,1.3776,1.3167,0.5161,5.5076,nan,nan,0.7665,0.0423,0.0423,17620.8574,2.3358,1.1482,1.1482,1.3183,249.2464,1.0,1.0,-1263.2108,148.9919,0.0,0.0,79.335,0.0423,2.3358,0.0
1343.8632,5518.9194,5518925.0,nan,0.2159,9.3638,0.5053,130.819,130.819,0.0,nan,84.5467,1.4727,1.3915,0.5053,5.5298,nan,nan,0.7572,0.0271,0.0271,18106.709,2.3687,1.2134,1.2134,1.4724,249.2011,1.0,1.0,-1263.3632,148.9997,0.0,0.0,77.424,0.0271,2.3687,0.0
1344.0156,5765.6973,5765697.5,nan,0.2159,9.269,0.4736,127.1071,127.1071,0.0,nan,85.9023,1.6182,1.5112,0.4736,5.5241,nan,nan,0.7286,0.0161,0.0161,18916.3301,2.4044,1.3178,1.3178,1.7366,248.6794,1.0,1.0,-1263.5156,149.0075,0.0,0.0,75.34,0.0161,2.4044,0.0
1344.168,6043.0908,6043090.5,nan,0.2159,9.1807,0.4548,122.8311,122.8311,0.0,nan,90.6891,1.7866,1.6538,0.4548,5.4833,nan,nan,0.6932,0.0149,0.0149,19826.4121,2.4353,1.4421,1.4421,2.0797,247.7685,1.0,1.0,-1263.668,149.0154,0.0,0.0,73.876,0.0149,2.4353,0.0
1344.3204,6282.1289,6282129.0,nan,0.2159,9.1198,0.4685,119.2975,119.2975,0.0,nan,93.9488,1.9236,1.7776,0.4685,5.4786,nan,nan,0.6633,0.0148,0.0148,20610.6582,2.4588,1.5501,1.5501,2.4027,246.6816,1.0,1.0,-1263.8204,149.0232,0.0,0.0,70.565,0.0148,2.4588,0.0
1344.4728,6399.7041,6399704.0,nan,0.2159,9.0978,0.5046,117.7392,117.7392,0.0,nan,92.9968,1.9785,1.8434,0.5046,5.4697,nan,nan,0.6509,0.0155,0.0155,20996.4043,2.4721,1.6074,1.6074,2.5839,245.7045,1.0,1.0,-1263.9728,149.031,0.0,0.0,71.321,0.0155,2.4721,0.0
1344.6252,6326.6768,6326676.5,nan,0.2159,9.0974,0.5279,118.6791,118.6791,0.0,nan,91.2027,1.9228,1.8209,0.5279,5.4122,nan,nan,0.6582,0.0159,0.0159,20756.8125,2.4634,1.5878,1.5878,2.5211,245.1114,1.0,1.0,-1264.1252,149.0388,0.0,0.0,73.915,0.0159,2.4634,0.0
1344.7776,6149.9053,6149905.5,nan,0.2159,9.1017,0.5227,121.1388,121.1388,0.0,nan,90.5734,1.7867,1.7215,0.5227,5.3761,nan,nan,0.6783,0.0165,0.0165,20176.8555,2.4442,1.5011,1.5011,2.2534,245.0441,1.0,1.0,-1264.2776,149.0467,0.0,0.0,78.234,0.0165,2.4442,0.0
1344.93,6022.5742,6022587.5,nan,0.2159,9.1062,0.4988,123.0117,123.0117,0.0,nan,89.8186,1.6615,1.6193,0.4988,5.5126,nan,nan,0.6938,0.016,0.016,19759.1445,2.4306,1.412,1.412,1.9938,245.4378,1.0,1.0,-1264.4301,149.0545,0.0,0.0,78.095,0.016,2.4306,0.0
1345.0824,5958.3169,5958317.0,nan,0.2159,9.1083,0.4796,124.016,124.016,0.0,nan,88.1544,1.6097,1.5767,0.4796,5.6392,nan,nan,0.7024,0.0163,0.0163,19548.2832,2.4243,1.3749,1.3749,1.8903,245.9781,1.0,1.0,-1264.5824,149.0623,0.0,0.0,77.713,0.0163,2.4243,0.0
1345.2348,5928.0737,5928083.0,nan,0.2159,9.1084,0.4752,124.6024,124.6024,0.0,nan,86.3172,1.6178,1.5851,0.4752,5.535,nan,nan,0.7081,0.0168,0.0168,19449.0898,2.4234,1.3822,1.3822,1.9105,246.295,1.0,1.0,-1264.7347,149.0701,0.0,0.0,76.606,0.0168,2.4234,0.0
1345.3872,6011.8306,6011830.5,nan,0.2159,9.1127,0.4697,123.1149,123.1149,0.0,nan,85.571,1.6427,1.6065,0.4697,5.2821,nan,nan,0.6943,0.0168,0.0168,19723.8535,2.4283,1.4009,1.4009,1.9624,246.2633,1.0,1.0,-1264.8872,149.078,0.0,0.0,74.742,0.0168,2.4283,0.0
1345.5396,6126.9014,6126895.0,nan,0.2159,9.1268,0.457,121.0564,121.0564,0.0,nan,85.492,1.6745,1.6355,0.457,5.1339,nan,nan,0.6747,0.0164,0.0164,20101.3613,2.4334,1.4262,1.4262,2.0339,245.8931,1.0,1.0,-1265.0396,149.0858,0.0,0.0,73.248,0.0164,2.4334,0.0
1345.692,6171.564,6171563.5,nan,0.2159,9.1434,0.4453,120.2198,120.2198,0.0,nan,85.6421,1.7229,1.6849,0.4453,5.0873,nan,nan,0.6665,0.0162,0.0162,20247.9121,2.4342,1.4692,1.4692,2.1587,245.1246,1.0,1.0,-1265.192,149.0936,0.0,0.0,72.929,0.0162,2.4342,0.0
1345.8444,6200.709,6200708.0,nan,0.2159,9.1521,0.4472,119.5073,119.5073,0.0,nan,86.5932,1.7737,1.743,0.4472,5.0281,nan,nan,0.6585,0.0162,0.0162,20343.5312,2.4312,1.5199,1.5199,2.3101,243.9378,1.0,1.0,-1265.3444,149.1014,0.0,0.0,73.808,0.0162,2.4312,0.0
1345.9968,6168.77,6168770.0,nan,0.2159,9.1535,0.4582,119.9432,119.9432,0.0,nan,88.1975,1.8093,1.789,0.4582,4.9728,nan,nan,0.662,0.0162,0.0162,20238.7461,2.4275,1.56,1.56,2.4336,242.412,1.0,1.0,-1265.4968,149.1093,0.0,0.0,74.999,0.0162,2.4275,0.0
1346.1492,6033.9146,6033914.5,nan,0.2159,9.1557,0.477,121.9975,121.9975,0.0,nan,88.3727,1.8405,1.8276,0.477,4.9798,nan,nan,0.6796,0.0161,0.0161,19796.3066,2.4151,1.5937,1.5937,2.5398,240.6656,1.0,1.0,-1265.6492,149.1171,0.0,0.0,75.903,0.0161,2.4151,0.0
